timestamp,recording,method,SNR_dB,PRD_pct,RMSE,CC,Se,PPV,F1,TP,FP,FN,FHR_MAE_bpm,n_detected,n_reference
20260422_133455,ecgca102,PHASE_nifecgdb,,,,,0.0,0.0,0.0,0.0,412.0,0.0,,412.0,0.0
20260422_133455,ecgca115,PHASE_nifecgdb,,,,,0.0,0.0,0.0,0.0,1199.0,0.0,,1199.0,0.0
20260422_133455,ecgca127,PHASE_nifecgdb,,,,,0.0,0.0,0.0,0.0,1524.0,0.0,,1524.0,0.0
20260422_133455,ecgca154,PHASE_nifecgdb,,,,,0.0,0.0,0.0,0.0,560.0,0.0,,560.0,0.0
20260422_133455,ecgca192,PHASE_nifecgdb,,,,,0.0,0.0,0.0,0.0,29.0,0.0,,29.0,0.0
20260422_133455,ecgca244,PHASE_nifecgdb,,,,,0.0,0.0,0.0,0.0,1153.0,0.0,,1153.0,0.0
20260422_133455,ecgca252,PHASE_nifecgdb,,,,,0.0,0.0,0.0,0.0,1216.0,0.0,,1216.0,0.0
20260422_133455,ecgca274,PHASE_nifecgdb,,,,,0.0,0.0,0.0,0.0,759.0,0.0,,759.0,0.0
20260422_133455,ecgca290,PHASE_nifecgdb,,,,,0.0,0.0,0.0,0.0,2181.0,0.0,,2181.0,0.0
20260422_133455,ecgca300,PHASE_nifecgdb,,,,,0.0,0.0,0.0,0.0,315.0,0.0,,315.0,0.0
