peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,371,0.371,368,3.0
TP,777,0.777,773,4.0
TP,1169,1.169,1180,-11.0
TP,1590,1.59,1586,4.0
TP,1985,1.985,1994,-9.0
TP,2407,2.407,2403,4.0
TP,2814,2.814,2810,4.0
TP,3205,3.205,3218,-13.0
TP,3632,3.632,3627,5.0
TP,4024,4.024,4036,-12.0
TP,4439,4.439,4445,-6.0
TP,4856,4.856,4853,3.0
TP,5249,5.249,5260,-11.0
TP,5671,5.671,5668,3.0
TP,6073,6.073,6077,-4.0
TP,6472,6.472,6485,-13.0
TP,6896,6.896,6891,5.0
TP,7287,7.287,7301,-14.0
TP,7698,7.698,7710,-12.0
TP,8104,8.104,8115,-11.0
FP,8440,8.44,,
FN,,,8523,
TP,8932,8.932,8932,0.0
TP,9327,9.327,9337,-10.0
TP,9744,9.744,9742,2.0
TP,10128,10.128,10142,-14.0
TP,10547,10.547,10545,2.0
TP,10947,10.947,10944,3.0
TP,11351,11.351,11347,4.0
TP,11746,11.746,11747,-1.0
TP,12149,12.149,12149,0.0
TP,12552,12.552,12546,6.0
TP,12946,12.946,12945,1.0
TP,13341,13.341,13343,-2.0
TP,13727,13.727,13742,-15.0
TP,14142,14.142,14138,4.0
TP,14522,14.522,14534,-12.0
TP,14931,14.931,14928,3.0
TP,15313,15.313,15323,-10.0
TP,15703,15.703,15717,-14.0
TP,16100,16.1,16108,-8.0
TP,16487,16.487,16500,-13.0
TP,16897,16.897,16893,4.0
FN,,,17291,
FP,17460,17.46,,
FN,,,17689,
FP,17882,17.882,,
FN,,,18087,
FP,18381,18.381,,
FN,,,18712,
FP,18866,18.866,,
TP,19265,19.265,19273,-8.0
TP,19657,19.657,19668,-11.0
FP,20029,20.029,,
FN,,,20260,
TP,20440,20.44,20448,-8.0
TP,20821,20.821,20835,-14.0
FP,21211,21.211,,
FN,,,21326,
TP,21586,21.586,21598,-12.0
TP,22010,22.01,22017,-7.0
TP,22360,22.36,22356,4.0
TP,22734,22.734,22738,-4.0
TP,23121,23.121,23116,5.0
TP,23501,23.501,23495,6.0
FN,,,23877,
TP,24281,24.281,24294,-13.0
TP,24635,24.635,24647,-12.0
TP,25018,25.018,25028,-10.0
TP,25399,25.399,25410,-11.0
FN,,,25797,
FP,26017,26.017,,
FN,,,26179,
TP,26538,26.538,26567,-29.0
FP,26849,26.849,,
FN,,,26953,
TP,27327,27.327,27338,-11.0
TP,27725,27.725,27725,0.0
TP,28115,28.115,28111,4.0
TP,28497,28.497,28496,1.0
TP,28886,28.886,28880,6.0
TP,29262,29.262,29265,-3.0
TP,29659,29.659,29651,8.0
TP,30024,30.024,30037,-13.0
TP,30434,30.434,30428,6.0
TP,30837,30.837,30834,3.0
TP,31240,31.24,31252,-12.0
TP,31669,31.669,31681,-12.0
FN,,,32120,
FP,32227,32.227,,
TP,32545,32.545,32557,-12.0
TP,32997,32.997,32993,4.0
TP,33429,33.429,33442,-13.0
TP,33873,33.873,33886,-13.0
FN,,,34348,
FP,34613,34.613,,
FN,,,34792,
TP,35229,35.229,35242,-13.0
TP,35692,35.692,35698,-6.0
TP,36142,36.142,36155,-13.0
TP,36595,36.595,36608,-13.0
TP,37068,37.068,37080,-12.0
TP,37551,37.551,37549,2.0
TP,38009,38.009,38023,-14.0
TP,38508,38.508,38504,4.0
TP,39001,39.001,38994,7.0
TP,39497,39.497,39490,7.0
TP,40002,40.002,39992,10.0
TP,40486,40.486,40482,4.0
TP,40976,40.976,40973,3.0
TP,41442,41.442,41455,-13.0
TP,41942,41.942,41933,9.0
TP,42399,42.399,42411,-12.0
TP,42867,42.867,42879,-12.0
TP,43345,43.345,43358,-13.0
TP,43823,43.823,43823,0.0
TP,44298,44.298,44294,4.0
TP,44771,44.771,44764,7.0
TP,45240,45.24,45251,-11.0
TP,45739,45.739,45736,3.0
TP,46214,46.214,46220,-6.0
TP,46697,46.697,46694,3.0
TP,47177,47.177,47168,9.0
TP,47639,47.639,47633,6.0
TP,48089,48.089,48101,-12.0
TP,48561,48.561,48563,-2.0
TP,49030,49.03,49026,4.0
TP,49485,49.485,49487,-2.0
TP,49943,49.943,49947,-4.0
TP,50390,50.39,50401,-11.0
TP,50847,50.847,50856,-9.0
TP,51294,51.294,51307,-13.0
TP,51753,51.753,51764,-11.0
TP,52225,52.225,52217,8.0
TP,52681,52.681,52672,9.0
TP,53140,53.14,53134,6.0
TP,53578,53.578,53591,-13.0
TP,54038,54.038,54050,-12.0
TP,54498,54.498,54510,-12.0
TP,54963,54.963,54973,-10.0
TP,55427,55.427,55430,-3.0
TP,55887,55.887,55883,4.0
TP,56351,56.351,56347,4.0
TP,56803,56.803,56799,4.0
TP,57242,57.242,57256,-14.0
TP,57712,57.712,57709,3.0
TP,58177,58.177,58174,3.0
TP,58629,58.629,58633,-4.0
TP,59086,59.086,59086,0.0
TP,59543,59.543,59539,4.0
TP,59975,59.975,59989,-14.0
