peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,163,0.163,157,6.0
TP,613,0.613,608,5.0
TP,1066,1.066,1056,10.0
TP,1522,1.522,1516,6.0
TP,1980,1.98,1976,4.0
TP,2440,2.44,2435,5.0
TP,2902,2.902,2897,5.0
TP,3365,3.365,3359,6.0
TP,3829,3.829,3824,5.0
TP,4289,4.289,4283,6.0
TP,4727,4.727,4740,-13.0
TP,5209,5.209,5203,6.0
TP,5673,5.673,5666,7.0
TP,6128,6.128,6123,5.0
TP,6599,6.599,6577,22.0
TP,7039,7.039,7033,6.0
TP,7489,7.489,7485,4.0
TP,7944,7.944,7937,7.0
TP,8392,8.392,8383,9.0
TP,8838,8.838,8830,8.0
TP,9267,9.267,9276,-9.0
TP,9727,9.727,9723,4.0
TP,10172,10.172,10161,11.0
TP,10616,10.616,10612,4.0
TP,11071,11.071,11065,6.0
TP,11543,11.543,11538,5.0
TP,12026,12.026,12022,4.0
TP,12512,12.512,12506,6.0
TP,12992,12.992,12986,6.0
TP,13472,13.472,13466,6.0
TP,13950,13.95,13945,5.0
TP,14419,14.419,14414,5.0
TP,14887,14.887,14882,5.0
TP,15358,15.358,15353,5.0
TP,15827,15.827,15821,6.0
TP,16296,16.296,16290,6.0
TP,16777,16.777,16770,7.0
TP,17252,17.252,17247,5.0
TP,17717,17.717,17711,6.0
TP,18187,18.187,18176,11.0
TP,18669,18.669,18660,9.0
TP,19144,19.144,19139,5.0
TP,19629,19.629,19622,7.0
TP,20102,20.102,20097,5.0
TP,20587,20.587,20581,6.0
TP,21068,21.068,21058,10.0
TP,21550,21.55,21545,5.0
TP,22043,22.043,22037,6.0
TP,22537,22.537,22527,10.0
TP,23018,23.018,23008,10.0
TP,23494,23.494,23485,9.0
TP,23964,23.964,23958,6.0
TP,24436,24.436,24431,5.0
TP,24911,24.911,24905,6.0
TP,25384,25.384,25378,6.0
TP,25853,25.853,25847,6.0
TP,26320,26.32,26315,5.0
TP,26790,26.79,26784,6.0
TP,27259,27.259,27251,8.0
TP,27722,27.722,27715,7.0
TP,28187,28.187,28181,6.0
TP,28630,28.63,28640,-10.0
TP,29111,29.111,29104,7.0
TP,29574,29.574,29569,5.0
TP,30035,30.035,30029,6.0
TP,30476,30.476,30486,-10.0
TP,30948,30.948,30942,6.0
TP,31406,31.406,31399,7.0
TP,31864,31.864,31855,9.0
TP,32334,32.334,32325,9.0
TP,32808,32.808,32801,7.0
TP,33286,33.286,33280,6.0
TP,33778,33.778,33772,6.0
TP,34281,34.281,34276,5.0
TP,34768,34.768,34777,-9.0
TP,35289,35.289,35284,5.0
TP,35808,35.808,35803,5.0
TP,36329,36.329,36323,6.0
TP,36858,36.858,36852,6.0
TP,37393,37.393,37387,6.0
TP,37916,37.916,37910,6.0
TP,38442,38.442,38436,6.0
TP,38968,38.968,38963,5.0
TP,39511,39.511,39506,5.0
TP,40057,40.057,40051,6.0
TP,40593,40.593,40584,9.0
TP,41123,41.123,41116,7.0
TP,41654,41.654,41648,6.0
TP,42172,42.172,42169,3.0
TP,42694,42.694,42686,8.0
TP,43207,43.207,43201,6.0
TP,43719,43.719,43714,5.0
TP,44228,44.228,44223,5.0
TP,44742,44.742,44737,5.0
TP,45254,45.254,45247,7.0
TP,45763,45.763,45758,5.0
TP,46267,46.267,46260,7.0
TP,46772,46.772,46766,6.0
TP,47274,47.274,47266,8.0
TP,47780,47.78,47772,8.0
TP,48280,48.28,48274,6.0
TP,48777,48.777,48772,5.0
TP,49291,49.291,49284,7.0
TP,49800,49.8,49794,6.0
TP,50308,50.308,50301,7.0
TP,50821,50.821,50815,6.0
TP,51339,51.339,51333,6.0
TP,51848,51.848,51842,6.0
TP,52370,52.37,52365,5.0
TP,52886,52.886,52882,4.0
TP,53399,53.399,53391,8.0
TP,53903,53.903,53895,8.0
TP,54422,54.422,54415,7.0
TP,54933,54.933,54930,3.0
TP,55456,55.456,55449,7.0
TP,55985,55.985,55979,6.0
TP,56520,56.52,56515,5.0
TP,57044,57.044,57037,7.0
TP,57564,57.564,57555,9.0
TP,58070,58.07,58061,9.0
TP,58562,58.562,58557,5.0
TP,59050,59.05,59045,5.0
TP,59543,59.543,59538,5.0
FP,59970,59.97,,
