peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,331,0.331,339,-8.0
TP,735,0.735,746,-11.0
FP,1080,1.08,,
FN,,,1202,
FP,1435,1.435,,
FN,,,1627,
TP,2047,2.047,2044,3.0
TP,2462,2.462,2462,0.0
TP,2907,2.907,2908,-1.0
TP,3339,3.339,3339,0.0
TP,3760,3.76,3758,2.0
TP,4174,4.174,4177,-3.0
TP,4615,4.615,4617,-2.0
FP,4958,4.958,,
FN,,,5052,
TP,5470,5.47,5473,-3.0
TP,5891,5.891,5892,-1.0
TP,6328,6.328,6328,0.0
TP,6762,6.762,6764,-2.0
TP,7185,7.185,7187,-2.0
FN,,,7607,
TP,8039,8.039,8041,-2.0
TP,8475,8.475,8478,-3.0
TP,8852,8.852,8900,-48.0
FP,9155,9.155,,
FN,,,9320,
TP,9753,9.753,9756,-3.0
TP,10187,10.187,10191,-4.0
FP,10513,10.513,,
FN,,,10610,
TP,11031,11.031,11033,-2.0
TP,11469,11.469,11472,-3.0
FN,,,11904,
FP,12114,12.114,,
FN,,,12319,
FP,12584,12.584,,
FN,,,12745,
FP,12903,12.903,,
TP,13206,13.206,13189,17.0
TP,13575,13.575,13616,-41.0
TP,14017,14.017,14026,-9.0
TP,14460,14.46,14456,4.0
TP,14915,14.915,14905,10.0
TP,15327,15.327,15328,-1.0
TP,15733,15.733,15734,-1.0
TP,16166,16.166,16167,-1.0
TP,16616,16.616,16618,-2.0
TP,17036,17.036,17038,-2.0
TP,17442,17.442,17444,-2.0
TP,17877,17.877,17879,-2.0
TP,18327,18.327,18328,-1.0
TP,18742,18.742,18748,-6.0
TP,19157,19.157,19156,1.0
TP,19590,19.59,19591,-1.0
TP,20036,20.036,20037,-1.0
TP,20456,20.456,20457,-1.0
TP,20874,20.874,20871,3.0
TP,21305,21.305,21306,-1.0
TP,21743,21.743,21745,-2.0
FN,,,22167,
FP,22340,22.34,,
FN,,,22588,
FP,22660,22.66,,
TP,23021,23.021,23022,-1.0
FN,,,23455,
FP,23602,23.602,,
FN,,,23878,
FP,23943,23.943,,
TP,24301,24.301,24304,-3.0
FP,24611,24.611,,
FN,,,24738,
FP,25086,25.086,,
FN,,,25166,
TP,25588,25.588,25589,-1.0
TP,26015,26.015,26019,-4.0
TP,26452,26.452,26453,-1.0
TP,26839,26.839,26878,-39.0
TP,27292,27.292,27298,-6.0
FP,27655,27.655,,
FN,,,27729,
TP,28125,28.125,28163,-38.0
FP,28463,28.463,,
FN,,,28583,
FP,28767,28.767,,
FN,,,28995,
FP,29217,29.217,,
FN,,,29418,
TP,29841,29.841,29844,-3.0
TP,30251,30.251,30252,-1.0
TP,30645,30.645,30648,-3.0
TP,31052,31.052,31053,-1.0
TP,31469,31.469,31469,0.0
TP,31871,31.871,31873,-2.0
TP,32257,32.257,32260,-3.0
TP,32655,32.655,32654,1.0
TP,33067,33.067,33068,-1.0
TP,33476,33.476,33477,-1.0
TP,33863,33.863,33863,0.0
TP,34250,34.25,34251,-1.0
TP,34662,34.662,34662,0.0
TP,35073,35.073,35075,-2.0
TP,35463,35.463,35465,-2.0
FN,,,35850,
FP,35949,35.949,,
TP,36268,36.268,36255,13.0
TP,36670,36.67,36671,-1.0
TP,37024,37.024,37066,-42.0
TP,37447,37.447,37450,-3.0
TP,37850,37.85,37851,-1.0
FN,,,38266,
FP,38530,38.53,,
FN,,,38665,
FP,38929,38.929,,
FN,,,39051,
FP,39275,39.275,,
FN,,,39449,
FP,39747,39.747,,
FN,,,39861,
TP,40263,40.263,40262,1.0
TP,40652,40.652,40652,0.0
TP,41048,41.048,41050,-2.0
TP,41459,41.459,41458,1.0
TP,41857,41.857,41858,-1.0
TP,42251,42.251,42251,0.0
TP,42650,42.65,42652,-2.0
TP,43055,43.055,43057,-2.0
TP,43458,43.458,43454,4.0
TP,43846,43.846,43849,-3.0
TP,44255,44.255,44255,0.0
TP,44658,44.658,44659,-1.0
TP,45047,45.047,45049,-2.0
TP,45443,45.443,45444,-1.0
TP,45861,45.861,45856,5.0
TP,46240,46.24,46262,-22.0
FN,,,46646,
FP,46697,46.697,,
TP,47039,47.039,47036,3.0
TP,47462,47.462,47453,9.0
TP,47864,47.864,47864,0.0
TP,48242,48.242,48244,-2.0
TP,48627,48.627,48627,0.0
TP,49043,49.043,49045,-2.0
TP,49463,49.463,49464,-1.0
TP,49843,49.843,49844,-1.0
TP,50218,50.218,50219,-1.0
TP,50632,50.632,50632,0.0
TP,51058,51.058,51058,0.0
FN,,,51445,
TP,51811,51.811,51814,-3.0
TP,52217,52.217,52217,0.0
TP,52645,52.645,52647,-2.0
TP,53044,53.044,53045,-1.0
TP,53413,53.413,53415,-2.0
TP,53801,53.801,53805,-4.0
TP,54234,54.234,54232,2.0
FN,,,54643,
FP,54723,54.723,,
FN,,,55018,
FP,55299,55.299,,
FN,,,55399,
TP,55808,55.808,55816,-8.0
TP,56237,56.237,56236,1.0
TP,56658,56.658,56622,36.0
TP,56961,56.961,56999,-38.0
FN,,,57403,
FP,57503,57.503,,
TP,57828,57.828,57825,3.0
TP,58217,58.217,58224,-7.0
FN,,,58602,
FP,58673,58.673,,
TP,58994,58.994,58995,-1.0
TP,59413,59.413,59413,0.0
TP,59824,59.824,59825,-1.0
