peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,151,0.151,150,1.0
TP,643,0.643,632,11.0
TP,1113,1.113,1109,4.0
TP,1597,1.597,1592,5.0
TP,2074,2.074,2071,3.0
TP,2548,2.548,2547,1.0
TP,3023,3.023,3022,1.0
TP,3498,3.498,3496,2.0
TP,3971,3.971,3969,2.0
TP,4454,4.454,4447,7.0
TP,4942,4.942,4928,14.0
TP,5407,5.407,5408,-1.0
TP,5885,5.885,5887,-2.0
TP,6375,6.375,6375,0.0
TP,6870,6.87,6868,2.0
TP,7354,7.354,7361,-7.0
TP,7867,7.867,7857,10.0
TP,8352,8.352,8347,5.0
TP,8842,8.842,8841,1.0
TP,9333,9.333,9335,-2.0
TP,9832,9.832,9835,-3.0
TP,10346,10.346,10342,4.0
TP,10845,10.845,10840,5.0
TP,11332,11.332,11335,-3.0
TP,11829,11.829,11824,5.0
TP,12317,12.317,12317,0.0
TP,12814,12.814,12803,11.0
TP,13287,13.287,13288,-1.0
TP,13772,13.772,13771,1.0
TP,14260,14.26,14251,9.0
TP,14725,14.725,14729,-4.0
TP,15206,15.206,15203,3.0
TP,15683,15.683,15677,6.0
TP,16155,16.155,16148,7.0
TP,16610,16.61,16617,-7.0
TP,17084,17.084,17084,0.0
TP,17534,17.534,17551,-17.0
TP,18017,18.017,18017,0.0
TP,18484,18.484,18480,4.0
TP,18950,18.95,18943,7.0
TP,19405,19.405,19405,0.0
TP,19865,19.865,19867,-2.0
TP,20338,20.338,20328,10.0
TP,20783,20.783,20789,-6.0
TP,21250,21.25,21250,0.0
TP,21724,21.724,21711,13.0
TP,22174,22.174,22172,2.0
TP,22634,22.634,22633,1.0
TP,23099,23.099,23097,2.0
TP,23566,23.566,23562,4.0
TP,24030,24.03,24029,1.0
TP,24496,24.496,24496,0.0
TP,24946,24.946,24964,-18.0
TP,25442,25.442,25435,7.0
TP,25908,25.908,25903,5.0
TP,26381,26.381,26372,9.0
TP,26858,26.858,26847,11.0
TP,27334,27.334,27325,9.0
TP,27801,27.801,27801,0.0
TP,28284,28.284,28288,-4.0
TP,28773,28.773,28774,-1.0
TP,29247,29.247,29254,-7.0
TP,29738,29.738,29731,7.0
TP,30213,30.213,30209,4.0
TP,30692,30.692,30688,4.0
TP,31162,31.162,31167,-5.0
TP,31643,31.643,31646,-3.0
TP,32124,32.124,32124,0.0
TP,32613,32.613,32601,12.0
TP,33085,33.085,33081,4.0
TP,33571,33.571,33567,4.0
TP,34053,34.053,34051,2.0
TP,34539,34.539,34540,-1.0
TP,35035,35.035,35030,5.0
TP,35515,35.515,35519,-4.0
TP,36002,36.002,36008,-6.0
TP,36493,36.493,36493,0.0
TP,36986,36.986,36985,1.0
TP,37485,37.485,37476,9.0
TP,37973,37.973,37970,3.0
TP,38457,38.457,38460,-3.0
TP,38976,38.976,38946,30.0
TP,39433,39.433,39428,5.0
TP,39914,39.914,39909,5.0
TP,40388,40.388,40388,0.0
TP,40889,40.889,40864,25.0
TP,41364,41.364,41341,23.0
TP,41824,41.824,41818,6.0
TP,42286,42.286,42291,-5.0
TP,42764,42.764,42763,1.0
TP,43234,43.234,43237,-3.0
TP,43724,43.724,43722,2.0
TP,44205,44.205,44206,-1.0
TP,44689,44.689,44692,-3.0
TP,45178,45.178,45178,0.0
TP,45646,45.646,45664,-18.0
TP,46153,46.153,46152,1.0
TP,46644,46.644,46643,1.0
TP,47141,47.141,47132,9.0
TP,47627,47.627,47620,7.0
TP,48109,48.109,48106,3.0
TP,48599,48.599,48593,6.0
TP,49084,49.084,49078,6.0
TP,49570,49.57,49563,7.0
TP,50057,50.057,50048,9.0
TP,50541,50.541,50536,5.0
TP,51028,51.028,51022,6.0
TP,51512,51.512,51508,4.0
TP,51997,51.997,51991,6.0
TP,52482,52.482,52475,7.0
TP,52956,52.956,52957,-1.0
TP,53437,53.437,53436,1.0
TP,53917,53.917,53915,2.0
TP,54400,54.4,54396,4.0
TP,54877,54.877,54873,4.0
TP,55355,55.355,55351,4.0
TP,55834,55.834,55835,-1.0
TP,56321,56.321,56315,6.0
TP,56795,56.795,56795,0.0
TP,57282,57.282,57280,2.0
TP,57767,57.767,57768,-1.0
TP,58258,58.258,58254,4.0
TP,58738,58.738,58738,0.0
TP,59224,59.224,59218,6.0
TP,59706,59.706,59699,7.0
