peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,232,0.232,,
FN,,,337,
FN,,,713,
FP,857,0.857,,
FN,,,1113,
FP,1411,1.411,,
FN,,,1514,
FN,,,1927,
FP,2007,2.007,,
FN,,,2312,
FP,2635,2.635,,
FN,,,2707,
FN,,,3116,
FP,3248,3.248,,
FN,,,3524,
FP,3804,3.804,,
FN,,,3910,
FN,,,4306,
FP,4399,4.399,,
FN,,,4716,
FP,5039,5.039,,
FN,,,5121,
FN,,,5509,
FP,5632,5.632,,
FN,,,5905,
FP,6192,6.192,,
FN,,,6315,
FN,,,6718,
FP,6806,6.806,,
FN,,,7110,
FP,7433,7.433,,
FN,,,7506,
FN,,,7912,
FP,8015,8.015,,
FN,,,8317,
FP,8583,8.583,,
FN,,,8711,
FN,,,9105,
FP,9204,9.204,,
FN,,,9510,
FP,9828,9.828,,
FN,,,9916,
FN,,,10311,
FP,10395,10.395,,
FN,,,10703,
FP,10977,10.977,,
FN,,,11109,
FN,,,11516,
FP,11614,11.614,,
FN,,,11909,
FP,12219,12.219,,
FN,,,12301,
FN,,,12709,
FP,12776,12.776,,
FN,,,13116,
FP,13373,13.373,,
FN,,,13505,
FN,,,13898,
FP,14014,14.014,,
FN,,,14310,
FP,14604,14.604,,
FN,,,14715,
TP,15147,15.147,15101,46.0
FN,,,15495,
FP,15768,15.768,,
FN,,,15911,
FN,,,16314,
FP,16425,16.425,,
FN,,,16696,
FP,16987,16.987,,
FN,,,17091,
TP,17546,17.546,17509,37.0
FN,,,17912,
FP,18167,18.167,,
FN,,,18292,
FN,,,18687,
FP,18801,18.801,,
FN,,,19107,
FP,19375,19.375,,
FN,,,19510,
TP,19935,19.935,19890,45.0
FN,,,20283,
FP,20562,20.562,,
FN,,,20702,
FN,,,21108,
FP,21192,21.192,,
FN,,,21488,
FP,21765,21.765,,
FN,,,21879,
TP,22335,22.335,22297,38.0
FN,,,22705,
FP,22956,22.956,,
FN,,,23088,
FN,,,23476,
FP,23568,23.568,,
FN,,,23891,
FP,24158,24.158,,
FN,,,24303,
TP,24731,24.731,24688,43.0
FN,,,25073,
FP,25349,25.349,,
FN,,,25485,
FN,,,25900,
FP,25975,25.975,,
FN,,,26288,
FP,26561,26.561,,
FN,,,26670,
TP,27126,27.126,27079,47.0
FN,,,27497,
FP,27740,27.74,,
FN,,,27887,
FN,,,28267,
FP,28343,28.343,,
FN,,,28673,
FP,28913,28.913,,
FN,,,29092,
TP,29446,29.446,29486,-40.0
FN,,,29866,
FP,29991,29.991,,
FN,,,30269,
FP,30547,30.547,,
FN,,,30687,
TP,31066,31.066,31084,-18.0
FN,,,31467,
FP,31550,31.55,,
FN,,,31866,
FP,32036,32.036,,
FN,,,32281,
FP,32556,32.556,,
FN,,,32682,
TP,33082,33.082,33068,14.0
FN,,,33464,
FP,33579,33.579,,
FN,,,33876,
FP,34047,34.047,,
FN,,,34281,
FP,34530,34.53,,
FN,,,34670,
TP,35054,35.054,35063,-9.0
FN,,,35471,
FP,35582,35.582,,
FN,,,35880,
FP,36066,36.066,,
FN,,,36271,
FP,36530,36.53,,
FN,,,36660,
FP,37016,37.016,,
FN,,,37068,
FN,,,37479,
FP,37554,37.554,,
FN,,,37870,
FP,38073,38.073,,
FN,,,38257,
FP,38544,38.544,,
FN,,,38666,
FP,39010,39.01,,
FN,,,39078,
TP,39510,39.51,39466,44.0
FN,,,39854,
FP,40050,40.05,,
FN,,,40266,
FP,40562,40.562,,
FN,,,40676,
TP,41031,41.031,41061,-30.0
TP,41495,41.495,41451,44.0
FN,,,41867,
FP,42008,42.008,,
FN,,,42273,
FP,42541,42.541,,
FN,,,42655,
TP,43047,43.047,43050,-3.0
TP,43513,43.513,43468,45.0
FN,,,43868,
FP,43993,43.993,,
FN,,,44249,
FP,44505,44.505,,
FN,,,44650,
TP,45035,45.035,45068,-33.0
FN,,,45461,
FP,45527,45.527,,
FN,,,45844,
FP,46005,46.005,,
FN,,,46253,
FP,46490,46.49,,
FN,,,46667,
TP,47007,47.007,47053,-46.0
FN,,,47440,
FP,47524,47.524,,
FN,,,47855,
FP,48019,48.019,,
FN,,,48264,
FP,48501,48.501,,
FN,,,48645,
TP,48999,48.999,49036,-37.0
TP,49504,49.504,49457,47.0
FN,,,49860,
FP,50015,50.015,,
FN,,,50237,
FP,50525,50.525,,
FN,,,50633,
FP,50998,50.998,,
FN,,,51056,
TP,51487,51.487,51456,31.0
FN,,,51832,
FP,52017,52.017,,
FN,,,52230,
FP,52503,52.503,,
FN,,,52653,
FP,52995,52.995,,
FN,,,53050,
FN,,,53427,
FP,53510,53.51,,
FN,,,53828,
FP,54004,54.004,,
FN,,,54248,
FP,54501,54.501,,
FN,,,54645,
TP,54996,54.996,55025,-29.0
FN,,,55428,
FP,55506,55.506,,
FN,,,55844,
FP,56015,56.015,,
FN,,,56239,
FP,56506,56.506,,
FN,,,56624,
TP,56986,56.986,57029,-43.0
FN,,,57440,
FP,57491,57.491,,
FN,,,57833,
FP,58010,58.01,,
FN,,,58225,
FP,58515,58.515,,
FN,,,58633,
TP,58996,58.996,59037,-41.0
FN,,,59427,
FP,59479,59.479,,
FN,,,59825,
FP,59960,59.96,,
