peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,196,0.196,,
FN,,,307,
FN,,,656,
FP,756,0.756,,
FN,,,1042,
FP,1316,1.316,,
FN,,,1416,
FN,,,1794,
FP,1860,1.86,,
FN,,,2163,
FP,2377,2.377,,
FN,,,2542,
TP,2934,2.934,2912,22.0
FN,,,3289,
FP,3504,3.504,,
FN,,,3667,
TP,4037,4.037,4043,-6.0
FN,,,4409,
FP,4569,4.569,,
FN,,,4785,
FP,5106,5.106,,
FN,,,5170,
FN,,,5544,
FP,5667,5.667,,
FN,,,5906,
TP,6233,6.233,6281,-48.0
FN,,,6670,
FP,6749,6.749,,
FN,,,7044,
FP,7286,7.286,,
FN,,,7404,
FN,,,7777,
FP,7848,7.848,,
FN,,,8168,
FP,8402,8.402,,
FN,,,8545,
TP,8933,8.933,8903,30.0
FN,,,9272,
FP,9462,9.462,,
FN,,,9663,
TP,10017,10.017,10045,-28.0
FN,,,10402,
FP,10585,10.585,,
FN,,,10767,
TP,11123,11.123,11158,-35.0
FN,,,11544,
FP,11637,11.637,,
FN,,,11901,
FP,12192,12.192,,
FN,,,12261,
FN,,,12653,
FP,12763,12.763,,
FN,,,13042,
FP,13299,13.299,,
FN,,,13398,
FN,,,13755,
FP,13824,13.824,,
FN,,,14148,
FP,14365,14.365,,
FN,,,14539,
TP,14937,14.937,14893,44.0
FN,,,15249,
FP,15475,15.475,,
FN,,,15644,
FP,15983,15.983,,
FN,,,16034,
FN,,,16386,
FP,16545,16.545,,
FN,,,16744,
TP,17115,17.115,17140,-25.0
FN,,,17528,
FP,17654,17.654,,
FN,,,17880,
TP,18195,18.195,18241,-46.0
FN,,,18636,
FP,18727,18.727,,
FN,,,19021,
FP,19286,19.286,,
FN,,,19375,
FN,,,19739,
FP,19833,19.833,,
FN,,,20133,
FP,20369,20.369,,
FN,,,20515,
TP,20899,20.899,20871,28.0
FN,,,21238,
FP,21464,21.464,,
FN,,,21630,
TP,22016,22.016,22010,6.0
FN,,,22368,
FP,22551,22.551,,
FN,,,22737,
TP,23099,23.099,23128,-29.0
FN,,,23506,
FP,23635,23.635,,
FN,,,23865,
FP,24184,24.184,,
FN,,,24236,
FN,,,24626,
FP,24740,24.74,,
FN,,,25003,
FP,25263,25.263,,
FN,,,25362,
FN,,,25735,
FP,25814,25.814,,
FN,,,26125,
FP,26373,26.373,,
FN,,,26499,
TP,26906,26.906,26860,46.0
FN,,,27235,
FP,27434,27.434,,
FN,,,27623,
TP,27977,27.977,27996,-19.0
FN,,,28359,
FP,28525,28.525,,
FN,,,28735,
FP,29036,29.036,,
FN,,,29120,
TP,29521,29.521,29493,28.0
FN,,,29859,
FP,29982,29.982,,
FN,,,30236,
FP,30462,30.462,,
FN,,,30617,
FP,30914,30.914,,
FN,,,30991,
TP,31346,31.346,31360,-14.0
TP,31774,31.774,31736,38.0
FN,,,32115,
FP,32220,32.22,,
FN,,,32490,
FP,32652,32.652,,
FN,,,32861,
FP,33080,33.08,,
FN,,,33235,
FP,33513,33.513,,
FN,,,33612,
TP,33940,33.94,33990,-50.0
TP,34367,34.367,34362,5.0
FN,,,34734,
FP,34788,34.788,,
FN,,,35111,
FP,35214,35.214,,
FN,,,35490,
FP,35659,35.659,,
FN,,,35862,
FP,36106,36.106,,
FN,,,36232,
FP,36516,36.516,,
FN,,,36609,
FP,36926,36.926,,
FN,,,36990,
TP,37347,37.347,37362,-15.0
FN,,,37730,
FP,37792,37.792,,
FN,,,38107,
FP,38242,38.242,,
FN,,,38490,
FP,38648,38.648,,
FN,,,38862,
FP,39043,39.043,,
FN,,,39228,
FP,39480,39.48,,
FN,,,39606,
TP,39943,39.943,39990,-47.0
TP,40374,40.374,40361,13.0
FN,,,40727,
FP,40805,40.805,,
FN,,,41104,
FP,41194,41.194,,
FN,,,41488,
FP,41613,41.613,,
FN,,,41860,
FP,42067,42.067,,
FN,,,42226,
FP,42514,42.514,,
FN,,,42604,
FP,42931,42.931,,
FN,,,42987,
TP,43326,43.326,43358,-32.0
TP,43759,43.759,43725,34.0
FN,,,44104,
FP,44208,44.208,,
FN,,,44486,
FP,44648,44.648,,
FN,,,44855,
FP,45054,45.054,,
FN,,,45224,
FP,45458,45.458,,
FN,,,45606,
FP,45879,45.879,,
FN,,,45984,
TP,46339,46.339,46351,-12.0
TP,46769,46.769,46725,44.0
FN,,,47107,
FP,47191,47.191,,
FN,,,47481,
FP,47582,47.582,,
FN,,,47848,
FP,48010,48.01,,
FN,,,48226,
FP,48466,48.466,,
FN,,,48608,
FP,48920,48.92,,
FN,,,48978,
TP,49330,49.33,49347,-17.0
TP,49716,49.716,49727,-11.0
TP,50134,50.134,50106,28.0
FN,,,50474,
FP,50594,50.594,,
FN,,,50847,
FP,51050,51.05,,
FN,,,51230,
FP,51454,51.454,,
FN,,,51603,
FP,51851,51.851,,
FN,,,51969,
FP,52273,52.273,,
FN,,,52348,
TP,52732,52.732,52732,0.0
FN,,,53099,
FP,53179,53.179,,
FN,,,53464,
FP,53584,53.584,,
FN,,,53850,
FP,53996,53.996,,
FN,,,54233,
FP,54417,54.417,,
FN,,,54593,
FP,54872,54.872,,
FN,,,54960,
TP,55311,55.311,55351,-40.0
TP,55723,55.723,55732,-9.0
TP,56123,56.123,56088,35.0
FN,,,56456,
FP,56560,56.56,,
FN,,,56850,
FP,57013,57.013,,
FN,,,57228,
FP,57445,57.445,,
FN,,,57583,
FP,57851,57.851,,
FN,,,57954,
FP,58268,58.268,,
FN,,,58347,
TP,58702,58.702,58723,-21.0
FN,,,59082,
FP,59147,59.147,,
FN,,,59454,
FP,59576,59.576,,
FN,,,59844,
FP,59960,59.96,,
