peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,240,0.24,247,-7.0
TP,645,0.645,641,4.0
TP,1040,1.04,1038,2.0
TP,1431,1.431,1436,-5.0
TP,1830,1.83,1830,0.0
TP,2206,2.206,2226,-20.0
TP,2630,2.63,2621,9.0
TP,2999,2.999,3017,-18.0
TP,3408,3.408,3411,-3.0
TP,3808,3.808,3805,3.0
TP,4202,4.202,4199,3.0
TP,4591,4.591,4593,-2.0
TP,4994,4.994,4985,9.0
TP,5375,5.375,5378,-3.0
TP,5777,5.777,5770,7.0
TP,6172,6.172,6161,11.0
TP,6549,6.549,6553,-4.0
TP,6954,6.954,6945,9.0
TP,7334,7.334,7336,-2.0
TP,7740,7.74,7728,12.0
TP,8130,8.13,8120,10.0
TP,8523,8.523,8513,10.0
TP,8917,8.917,8907,10.0
TP,9298,9.298,9302,-4.0
TP,9695,9.695,9698,-3.0
TP,10099,10.099,10096,3.0
TP,10486,10.486,10494,-8.0
TP,10888,10.888,10893,-5.0
TP,11298,11.298,11293,5.0
TP,11696,11.696,11694,2.0
TP,12102,12.102,12095,7.0
TP,12494,12.494,12497,-3.0
TP,12894,12.894,12898,-4.0
TP,13295,13.295,13299,-4.0
TP,13692,13.692,13700,-8.0
TP,14112,14.112,14100,12.0
TP,14497,14.497,14502,-5.0
TP,14906,14.906,14902,4.0
TP,15312,15.312,15303,9.0
TP,15698,15.698,15703,-5.0
TP,16102,16.102,16106,-4.0
TP,16516,16.516,16506,10.0
TP,16919,16.919,16909,10.0
TP,17312,17.312,17313,-1.0
TP,17713,17.713,17718,-5.0
TP,18131,18.131,18121,10.0
TP,18522,18.522,18525,-3.0
TP,18944,18.944,18931,13.0
TP,19331,19.331,19336,-5.0
TP,19732,19.732,19740,-8.0
TP,20142,20.142,20145,-3.0
TP,20532,20.532,20550,-18.0
TP,20937,20.937,20954,-17.0
TP,21350,21.35,21357,-7.0
TP,21756,21.756,21760,-4.0
TP,22173,22.173,22163,10.0
TP,22561,22.561,22566,-5.0
TP,22966,22.966,22969,-3.0
TP,23367,23.367,23371,-4.0
TP,23771,23.771,23773,-2.0
TP,24177,24.177,24178,-1.0
TP,24580,24.58,24582,-2.0
TP,24993,24.993,24984,9.0
TP,25387,25.387,25389,-2.0
TP,25791,25.791,25794,-3.0
TP,26204,26.204,26204,0.0
TP,26635,26.635,26618,17.0
TP,27043,27.043,27032,11.0
TP,27429,27.429,27438,-9.0
TP,27852,27.852,27844,8.0
TP,28248,28.248,28255,-7.0
TP,28676,28.676,28664,12.0
TP,29067,29.067,29071,-4.0
TP,29483,29.483,29477,6.0
TP,29885,29.885,29887,-2.0
TP,30297,30.297,30294,3.0
TP,30706,30.706,30700,6.0
TP,31105,31.105,31105,0.0
TP,31495,31.495,31509,-14.0
TP,31910,31.91,31912,-2.0
TP,32314,32.314,32315,-1.0
TP,32699,32.699,32718,-19.0
TP,33116,33.116,33118,-2.0
TP,33525,33.525,33518,7.0
TP,33910,33.91,33918,-8.0
TP,34326,34.326,34319,7.0
TP,34715,34.715,34721,-6.0
TP,35114,35.114,35121,-7.0
TP,35522,35.522,35522,0.0
TP,35928,35.928,35924,4.0
TP,36321,36.321,36326,-5.0
TP,36722,36.722,36728,-6.0
TP,37115,37.115,37120,-5.0
TP,37519,37.519,37524,-5.0
TP,37926,37.926,37926,0.0
TP,38340,38.34,38330,10.0
TP,38731,38.731,38734,-3.0
TP,39134,39.134,39137,-3.0
TP,39537,39.537,39541,-4.0
TP,39956,39.956,39947,9.0
TP,40371,40.371,40359,12.0
TP,40786,40.786,40778,8.0
TP,41207,41.207,41204,3.0
TP,41630,41.63,41629,1.0
TP,42066,42.066,42055,11.0
TP,42475,42.475,42479,-4.0
TP,42907,42.907,42903,4.0
TP,43328,43.328,43328,0.0
TP,43758,43.758,43749,9.0
TP,44165,44.165,44170,-5.0
TP,44580,44.58,44588,-8.0
TP,45007,45.007,45006,1.0
TP,45432,45.432,45423,9.0
TP,45845,45.845,45838,7.0
TP,46258,46.258,46254,4.0
TP,46664,46.664,46667,-3.0
TP,47071,47.071,47079,-8.0
TP,47482,47.482,47489,-7.0
TP,47893,47.893,47899,-6.0
TP,48303,48.303,48307,-4.0
TP,48697,48.697,48715,-18.0
TP,49127,49.127,49122,5.0
TP,49539,49.539,49527,12.0
TP,49943,49.943,49932,11.0
TP,50350,50.35,50338,12.0
TP,50753,50.753,50742,11.0
TP,51139,51.139,51145,-6.0
TP,51557,51.557,51547,10.0
TP,51943,51.943,51950,-7.0
TP,52362,52.362,52353,9.0
TP,52767,52.767,52754,13.0
TP,53153,53.153,53159,-6.0
TP,53559,53.559,53562,-3.0
TP,53962,53.962,53969,-7.0
TP,54353,54.353,54374,-21.0
TP,54793,54.793,54783,10.0
TP,55192,55.192,55193,-1.0
TP,55618,55.618,55607,11.0
TP,56017,56.017,56020,-3.0
TP,56435,56.435,56434,1.0
TP,56862,56.862,56851,11.0
TP,57270,57.27,57268,2.0
TP,57692,57.692,57687,5.0
TP,58116,58.116,58109,7.0
TP,58532,58.532,58529,3.0
TP,58950,58.95,58947,3.0
TP,59372,59.372,59365,7.0
TP,59781,59.781,59781,0.0
