peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,89,0.089,,
FP,451,0.451,,
FP,895,0.895,,
FP,1232,1.232,,
FN,,,1348,
FP,1536,1.536,,
FN,,,1695,
FN,,,2049,
FP,2254,2.254,,
FN,,,2402,
TP,2747,2.747,2753,-6.0
TP,3062,3.062,3109,-47.0
FP,3390,3.39,,
FN,,,3460,
TP,3810,3.81,3814,-4.0
TP,4161,4.161,4166,-5.0
FN,,,4520,
TP,4868,4.868,4875,-7.0
FN,,,5230,
FP,5381,5.381,,
FN,,,5585,
FP,5691,5.691,,
FN,,,5939,
FP,6220,6.22,,
FN,,,6294,
FN,,,6648,
FP,6709,6.709,,
FN,,,7000,
TP,7313,7.313,7354,-41.0
TP,7694,7.694,7708,-14.0
TP,8062,8.062,8062,0.0
FN,,,8415,
FP,8500,8.5,,
FN,,,8768,
FP,8825,8.825,,
TP,9130,9.13,9119,11.0
TP,9463,9.463,9470,-7.0
FN,,,9820,
FP,10090,10.09,,
FN,,,10170,
TP,10467,10.467,10517,-50.0
TP,10860,10.86,10865,-5.0
TP,11169,11.169,11214,-45.0
FN,,,11618,
FP,11775,11.775,,
FN,,,11909,
FN,,,12255,
FP,12315,12.315,,
FN,,,12601,
FP,12687,12.687,,
FN,,,12948,
FP,13157,13.157,,
FN,,,13296,
FP,13457,13.457,,
FN,,,13644,
FN,,,13993,
FP,14109,14.109,,
FN,,,14339,
FP,14513,14.513,,
FN,,,14687,
FP,14930,14.93,,
FN,,,15035,
FN,,,15382,
FP,15456,15.456,,
FN,,,15729,
TP,16031,16.031,16076,-45.0
FN,,,16423,
FP,16603,16.603,,
FN,,,16772,
FP,17016,17.016,,
FN,,,17123,
FP,17417,17.417,,
FN,,,17476,
TP,17851,17.851,17832,19.0
FN,,,18188,
FP,18439,18.439,,
FN,,,18542,
FN,,,18900,
FP,19150,19.15,,
FN,,,19258,
FP,19491,19.491,,
FN,,,19619,
TP,20009,20.009,19978,31.0
FN,,,20341,
FP,20461,20.461,,
FN,,,20703,
TP,21047,21.047,21069,-22.0
FP,21371,21.371,,
FN,,,21429,
FP,21697,21.697,,
