peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,144,0.144,,
FN,,,234,
TP,705,0.705,703,2.0
TP,1168,1.168,1168,0.0
TP,1633,1.633,1631,2.0
TP,2104,2.104,2100,4.0
TP,2568,2.568,2565,3.0
TP,3018,3.018,3029,-11.0
TP,3493,3.493,3492,1.0
TP,3958,3.958,3954,4.0
TP,4404,4.404,4413,-9.0
TP,4874,4.874,4871,3.0
TP,5337,5.337,5328,9.0
TP,5776,5.776,5785,-9.0
TP,6247,6.247,6242,5.0
TP,6705,6.705,6703,2.0
TP,7158,7.158,7161,-3.0
TP,7625,7.625,7619,6.0
TP,8086,8.086,8078,8.0
TP,8545,8.545,8540,5.0
TP,9010,9.01,9002,8.0
TP,9469,9.469,9468,1.0
TP,9936,9.936,9932,4.0
TP,10408,10.408,10405,3.0
TP,10875,10.875,10874,1.0
TP,11346,11.346,11341,5.0
TP,11813,11.813,11813,0.0
TP,12292,12.292,12291,1.0
TP,12757,12.757,12765,-8.0
TP,13237,13.237,13240,-3.0
TP,13717,13.717,13715,2.0
TP,14192,14.192,14190,2.0
TP,14665,14.665,14665,0.0
TP,15143,15.143,15138,5.0
TP,15618,15.618,15616,2.0
TP,16100,16.1,16095,5.0
TP,16563,16.563,16572,-9.0
TP,17041,17.041,17048,-7.0
TP,17527,17.527,17519,8.0
TP,17993,17.993,17992,1.0
TP,18468,18.468,18466,2.0
TP,18945,18.945,18940,5.0
TP,19419,19.419,19416,3.0
TP,19888,19.888,19896,-8.0
TP,20377,20.377,20375,2.0
TP,20859,20.859,20858,1.0
TP,21340,21.34,21338,2.0
TP,21823,21.823,21820,3.0
TP,22307,22.307,22304,3.0
TP,22791,22.791,22788,3.0
TP,23272,23.272,23269,3.0
TP,23750,23.75,23749,1.0
TP,24233,24.233,24226,7.0
TP,24703,24.703,24703,0.0
TP,25177,25.177,25179,-2.0
TP,25657,25.657,25653,4.0
TP,26127,26.127,26128,-1.0
TP,26607,26.607,26604,3.0
TP,27080,27.08,27080,0.0
TP,27562,27.562,27556,6.0
TP,28033,28.033,28029,4.0
TP,28500,28.5,28502,-2.0
TP,28976,28.976,28976,0.0
TP,29450,29.45,29448,2.0
TP,29927,29.927,29923,4.0
TP,30402,30.402,30399,3.0
TP,30877,30.877,30873,4.0
TP,31351,31.351,31348,3.0
TP,31819,31.819,31821,-2.0
TP,32290,32.29,32292,-2.0
TP,32763,32.763,32761,2.0
TP,33231,33.231,33232,-1.0
TP,33705,33.705,33702,3.0
TP,34178,34.178,34175,3.0
TP,34636,34.636,34646,-10.0
TP,35115,35.115,35115,0.0
TP,35571,35.571,35583,-12.0
TP,36056,36.056,36052,4.0
TP,36509,36.509,36518,-9.0
TP,36985,36.985,36986,-1.0
TP,37462,37.462,37456,6.0
TP,37913,37.913,37924,-11.0
TP,38397,38.397,38393,4.0
TP,38869,38.869,38862,7.0
TP,39331,39.331,39333,-2.0
TP,39810,39.81,39804,6.0
TP,40267,40.267,40276,-9.0
TP,40756,40.756,40750,6.0
TP,41216,41.216,41224,-8.0
TP,41704,41.704,41696,8.0
TP,42171,42.171,42168,3.0
TP,42648,42.648,42639,9.0
TP,43104,43.104,43111,-7.0
TP,43574,43.574,43580,-6.0
TP,44052,44.052,44048,4.0
TP,44516,44.516,44515,1.0
TP,44975,44.975,44982,-7.0
TP,45452,45.452,45451,1.0
TP,45927,45.927,45921,6.0
TP,46387,46.387,46391,-4.0
TP,46851,46.851,46860,-9.0
TP,47324,47.324,47327,-3.0
TP,47798,47.798,47794,4.0
TP,48263,48.263,48259,4.0
TP,48730,48.73,48725,5.0
TP,49193,49.193,49191,2.0
TP,49647,49.647,49656,-9.0
TP,50125,50.125,50120,5.0
TP,50577,50.577,50586,-9.0
TP,51052,51.052,51052,0.0
TP,51520,51.52,51520,0.0
TP,51992,51.992,51990,2.0
TP,52450,52.45,52459,-9.0
TP,52919,52.919,52926,-7.0
TP,53404,53.404,53401,3.0
TP,53866,53.866,53874,-8.0
TP,54338,54.338,54345,-7.0
TP,54822,54.822,54815,7.0
TP,55286,55.286,55284,2.0
TP,55748,55.748,55749,-1.0
TP,56214,56.214,56213,1.0
TP,56679,56.679,56679,0.0
TP,57160,57.16,57142,18.0
TP,57608,57.608,57604,4.0
TP,58062,58.062,58069,-7.0
TP,58539,58.539,58533,6.0
TP,58989,58.989,58998,-9.0
TP,59457,59.457,59465,-8.0
TP,59934,59.934,59933,1.0
