peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,205,0.205,200,5.0
TP,675,0.675,676,-1.0
TP,1169,1.169,1153,16.0
TP,1639,1.639,1631,8.0
TP,2108,2.108,2107,1.0
TP,2580,2.58,2582,-2.0
TP,3053,3.053,3055,-2.0
TP,3528,3.528,3526,2.0
TP,3999,3.999,3997,2.0
TP,4467,4.467,4467,0.0
TP,4949,4.949,4935,14.0
TP,5411,5.411,5408,3.0
TP,5874,5.874,5878,-4.0
TP,6350,6.35,6349,1.0
TP,6827,6.827,6821,6.0
TP,7305,7.305,7294,11.0
TP,7776,7.776,7769,7.0
TP,8240,8.24,8243,-3.0
TP,8725,8.725,8718,7.0
TP,9190,9.19,9193,-3.0
TP,9667,9.667,9667,0.0
TP,10147,10.147,10139,8.0
TP,10606,10.606,10610,-4.0
TP,11084,11.084,11083,1.0
TP,11563,11.563,11554,9.0
TP,12031,12.031,12025,6.0
TP,12490,12.49,12495,-5.0
TP,12972,12.972,12964,8.0
TP,13434,13.434,13433,1.0
TP,13906,13.906,13901,5.0
TP,14375,14.375,14369,6.0
TP,14831,14.831,14835,-4.0
TP,15304,15.304,15304,0.0
TP,15769,15.769,15772,-3.0
TP,16239,16.239,16239,0.0
TP,16702,16.702,16707,-5.0
TP,17180,17.18,17173,7.0
TP,17637,17.637,17639,-2.0
TP,18109,18.109,18105,4.0
TP,18579,18.579,18572,7.0
TP,19048,19.048,19038,10.0
TP,19514,19.514,19505,9.0
TP,20003,20.003,19976,27.0
TP,20457,20.457,20450,7.0
TP,20924,20.924,20928,-4.0
TP,21413,21.413,21403,10.0
TP,21885,21.885,21880,5.0
TP,22362,22.362,22355,7.0
TP,22835,22.835,22833,2.0
TP,23307,23.307,23309,-2.0
TP,23794,23.794,23784,10.0
TP,24271,24.271,24257,14.0
TP,24730,24.73,24729,1.0
TP,25197,25.197,25199,-2.0
TP,25673,25.673,25668,5.0
TP,26133,26.133,26136,-3.0
TP,26612,26.612,26604,8.0
TP,27071,27.071,27071,0.0
TP,27544,27.544,27539,5.0
TP,28015,28.015,28006,9.0
TP,28476,28.476,28475,1.0
TP,28946,28.946,28946,0.0
TP,29414,29.414,29416,-2.0
TP,29893,29.893,29886,7.0
TP,30367,30.367,30356,11.0
TP,30827,30.827,30825,2.0
TP,31288,31.288,31293,-5.0
TP,31763,31.763,31763,0.0
TP,32235,32.235,32234,1.0
TP,32707,32.707,32704,3.0
TP,33180,33.18,33174,6.0
TP,33641,33.641,33643,-2.0
TP,34119,34.119,34116,3.0
TP,34590,34.59,34587,3.0
TP,35065,35.065,35059,6.0
TP,35536,35.536,35534,2.0
TP,36004,36.004,36009,-5.0
TP,36491,36.491,36489,2.0
TP,36957,36.957,36968,-11.0
TP,37447,37.447,37445,2.0
TP,37925,37.925,37923,2.0
TP,38406,38.406,38399,7.0
TP,38875,38.875,38874,1.0
TP,39332,39.332,39347,-15.0
TP,39827,39.827,39820,7.0
TP,40292,40.292,40292,0.0
TP,40764,40.764,40765,-1.0
TP,41236,41.236,41238,-2.0
TP,41731,41.731,41709,22.0
TP,42210,42.21,42175,35.0
TP,42648,42.648,42653,-5.0
TP,43129,43.129,43124,5.0
TP,43601,43.601,43596,5.0
TP,44077,44.077,44065,12.0
TP,44544,44.544,44534,10.0
TP,45009,45.009,45001,8.0
TP,45477,45.477,45470,7.0
TP,45948,45.948,45939,9.0
TP,46410,46.41,46406,4.0
TP,46878,46.878,46876,2.0
TP,47356,47.356,47350,6.0
TP,47833,47.833,47824,9.0
TP,48301,48.301,48300,1.0
TP,48780,48.78,48770,10.0
TP,49253,49.253,49254,-1.0
TP,49728,49.728,49731,-3.0
TP,50206,50.206,50208,-2.0
TP,50688,50.688,50687,1.0
TP,51172,51.172,51165,7.0
TP,51642,51.642,51642,0.0
TP,52133,52.133,52118,15.0
TP,52593,52.593,52594,-1.0
TP,53078,53.078,53071,7.0
TP,53556,53.556,53547,9.0
TP,54026,54.026,54024,2.0
TP,54513,54.513,54502,11.0
TP,54986,54.986,54978,8.0
TP,55457,55.457,55455,2.0
TP,55937,55.937,55931,6.0
TP,56407,56.407,56410,-3.0
TP,56889,56.889,56880,9.0
TP,57359,57.359,57353,6.0
TP,57818,57.818,57824,-6.0
TP,58304,58.304,58294,10.0
TP,58769,58.769,58763,6.0
TP,59235,59.235,59231,4.0
TP,59701,59.701,59697,4.0
