peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,193,0.193,,
FP,596,0.596,,
TP,1025,1.025,1026,-1.0
TP,1454,1.454,1453,1.0
TP,1854,1.854,1865,-11.0
TP,2291,2.291,2292,-1.0
TP,2709,2.709,2710,-1.0
TP,3111,3.111,3093,18.0
TP,3545,3.545,3543,2.0
TP,3965,3.965,3963,2.0
TP,4364,4.364,4377,-13.0
TP,4795,4.795,4793,2.0
TP,5208,5.208,5206,2.0
FN,,,5622,
FP,5681,5.681,,
FN,,,6039,
FP,6297,6.297,,
FN,,,6454,
TP,6915,6.915,6870,45.0
TP,7289,7.289,7286,3.0
TP,7705,7.705,7703,2.0
TP,8127,8.127,8119,8.0
TP,8539,8.539,8536,3.0
TP,8956,8.956,8954,2.0
TP,9377,9.377,9373,4.0
TP,9795,9.795,9793,2.0
TP,10199,10.199,10213,-14.0
TP,10637,10.637,10634,3.0
TP,11042,11.042,11056,-14.0
TP,11479,11.479,11476,3.0
TP,11923,11.923,11898,25.0
TP,12319,12.319,12319,0.0
TP,12742,12.742,12739,3.0
TP,13149,13.149,13162,-13.0
TP,13584,13.584,13581,3.0
TP,14006,14.006,14004,2.0
TP,14428,14.428,14427,1.0
TP,14840,14.84,14852,-12.0
TP,15280,15.28,15278,2.0
TP,15676,15.676,15706,-30.0
TP,16135,16.135,16134,1.0
TP,16567,16.567,16564,3.0
TP,16999,16.999,16994,5.0
TP,17414,17.414,17427,-13.0
TP,17861,17.861,17858,3.0
TP,18277,18.277,18291,-14.0
TP,18725,18.725,18722,3.0
TP,19154,19.154,19152,2.0
TP,19569,19.569,19583,-14.0
TP,20017,20.017,20015,2.0
TP,20448,20.448,20446,2.0
TP,20876,20.876,20878,-2.0
TP,21309,21.309,21308,1.0
TP,21741,21.741,21739,2.0
TP,22198,22.198,22170,28.0
TP,22604,22.604,22602,2.0
TP,23036,23.036,23034,2.0
TP,23465,23.465,23465,0.0
TP,23884,23.884,23897,-13.0
TP,24330,24.33,24328,2.0
TP,24748,24.748,24759,-11.0
TP,25188,25.188,25188,0.0
TP,25617,25.617,25616,1.0
TP,26032,26.032,26045,-13.0
TP,26474,26.474,26473,1.0
TP,26901,26.901,26899,2.0
TP,27326,27.326,27325,1.0
FN,,,27751,
FP,28003,28.003,,
FN,,,28176,
TP,28620,28.62,28599,21.0
TP,29026,29.026,29024,2.0
TP,29437,29.437,29450,-13.0
TP,29879,29.879,29874,5.0
TP,30285,30.285,30298,-13.0
TP,30726,30.726,30725,1.0
TP,31136,31.136,31150,-14.0
TP,31579,31.579,31577,2.0
TP,31991,31.991,32004,-13.0
FN,,,32431,
FP,32499,32.499,,
TP,32860,32.86,32860,0.0
TP,33288,33.288,33287,1.0
TP,33739,33.739,33717,22.0
TP,34148,34.148,34145,3.0
TP,34576,34.576,34573,3.0
TP,35006,35.006,35001,5.0
TP,35433,35.433,35430,3.0
TP,35864,35.864,35862,2.0
TP,36295,36.295,36294,1.0
TP,36709,36.709,36722,-13.0
TP,37152,37.152,37151,1.0
TP,37570,37.57,37582,-12.0
FN,,,38012,
FP,38094,38.094,,
TP,38444,38.444,38443,1.0
TP,38875,38.875,38872,3.0
TP,39316,39.316,39303,13.0
TP,39733,39.733,39731,2.0
TP,40161,40.161,40159,2.0
TP,40568,40.568,40586,-18.0
FN,,,41010,
FP,41149,41.149,,
TP,41456,41.456,41436,20.0
TP,41862,41.862,41859,3.0
TP,42283,42.283,42282,1.0
TP,42692,42.692,42705,-13.0
TP,43129,43.129,43126,3.0
TP,43563,43.563,43546,17.0
TP,43970,43.97,43968,2.0
TP,44390,44.39,44389,1.0
TP,44800,44.8,44811,-11.0
TP,45234,45.234,45232,2.0
TP,45655,45.655,45654,1.0
FP,46026,46.026,,
FN,,,46077,
TP,46501,46.501,46499,2.0
TP,46925,46.925,46923,2.0
TP,47347,47.347,47346,1.0
TP,47771,47.771,47771,0.0
TP,48197,48.197,48195,2.0
TP,48606,48.606,48620,-14.0
TP,49046,49.046,49044,2.0
TP,49470,49.47,49469,1.0
TP,49881,49.881,49894,-13.0
TP,50321,50.321,50318,3.0
TP,50744,50.744,50742,2.0
TP,51167,51.167,51165,2.0
TP,51593,51.593,51590,3.0
TP,52019,52.019,52017,2.0
TP,52445,52.445,52443,2.0
TP,52871,52.871,52870,1.0
TP,53299,53.299,53297,2.0
TP,53726,53.726,53725,1.0
TP,54155,54.155,54152,3.0
TP,54583,54.583,54581,2.0
TP,55010,55.01,55008,2.0
FN,,,55437,
FP,55522,55.522,,
TP,55866,55.866,55865,1.0
TP,56280,56.28,56293,-13.0
TP,56735,56.735,56721,14.0
TP,57151,57.151,57149,2.0
TP,57577,57.577,57577,0.0
TP,57989,57.989,58004,-15.0
TP,58433,58.433,58432,1.0
TP,58861,58.861,58858,3.0
TP,59283,59.283,59284,-1.0
TP,59711,59.711,59709,2.0
