peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,25,0.025,,
FP,358,0.358,,
TP,997,0.997,1008,-11.0
TP,1409,1.409,1400,9.0
TP,1812,1.812,1798,14.0
FN,,,2198,
FP,2372,2.372,,
FN,,,2596,
FP,2720,2.72,,
FN,,,3004,
FN,,,3410,
FP,3546,3.546,,
FN,,,3818,
TP,4220,4.22,4218,2.0
FP,4548,4.548,,
FN,,,4622,
FP,4942,4.942,,
FN,,,5036,
TP,5397,5.397,5444,-47.0
TP,5847,5.847,5852,-5.0
TP,6261,6.261,6258,3.0
TP,6670,6.67,6666,4.0
TP,7102,7.102,7072,30.0
TP,7469,7.469,7478,-9.0
TP,7896,7.896,7882,14.0
TP,8284,8.284,8288,-4.0
FP,8604,8.604,,
FN,,,8698,
TP,9117,9.117,9110,7.0
TP,9550,9.55,9524,26.0
TP,9949,9.949,9938,11.0
TP,10346,10.346,10352,-6.0
TP,10784,10.784,10766,18.0
FN,,,11180,
FP,11270,11.27,,
TP,11607,11.607,11596,11.0
TP,12025,12.025,12012,13.0
TP,12431,12.431,12428,3.0
TP,12864,12.864,12850,14.0
TP,13267,13.267,13274,-7.0
TP,13692,13.692,13696,-4.0
TP,14140,14.14,14118,22.0
TP,14560,14.56,14538,22.0
TP,14966,14.966,14960,6.0
FP,15330,15.33,,
FN,,,15384,
TP,15823,15.823,15810,13.0
TP,16193,16.193,16232,-39.0
TP,16667,16.667,16658,9.0
TP,17099,17.099,17086,13.0
TP,17506,17.506,17510,-4.0
FN,,,17942,
FP,18108,18.108,,
FN,,,18370,
TP,18812,18.812,18798,14.0
TP,19203,19.203,19226,-23.0
TP,19650,19.65,19652,-2.0
TP,20076,20.076,20080,-4.0
TP,20506,20.506,20508,-2.0
TP,20933,20.933,20938,-5.0
TP,21368,21.368,21368,0.0
TP,21796,21.796,21796,0.0
TP,22240,22.24,22226,14.0
TP,22667,22.667,22656,11.0
TP,23097,23.097,23084,13.0
TP,23558,23.558,23512,46.0
TP,23951,23.951,23940,11.0
FN,,,24366,
FP,24571,24.571,,
FN,,,24792,
FP,25128,25.128,,
FN,,,25220,
TP,25630,25.63,25650,-20.0
FN,,,26084,
FP,26160,26.16,,
TP,26515,26.515,26518,-3.0
TP,26946,26.946,26950,-4.0
TP,27362,27.362,27382,-20.0
FN,,,27816,
FP,28036,28.036,,
FN,,,28248,
FP,28349,28.349,,
TP,28674,28.674,28680,-6.0
TP,29137,29.137,29112,25.0
FN,,,29542,
TP,29966,29.966,29972,-6.0
TP,30399,30.399,30402,-3.0
FN,,,30832,
FP,31057,31.057,,
FN,,,31258,
TP,31681,31.681,31684,-3.0
TP,32110,32.11,32112,-2.0
FP,32475,32.475,,
FN,,,32542,
TP,32969,32.969,32974,-5.0
FP,33269,33.269,,
FN,,,33408,
TP,33838,33.838,33840,-2.0
TP,34273,34.273,34264,9.0
TP,34708,34.708,34694,14.0
TP,35193,35.193,35196,-3.0
TP,35729,35.729,35736,-7.0
TP,36313,36.313,36298,15.0
TP,36845,36.845,36850,-5.0
TP,37346,37.346,37368,-22.0
TP,37868,37.868,37870,-2.0
TP,38393,38.393,38374,19.0
TP,38877,38.877,38860,17.0
TP,39322,39.322,39328,-6.0
TP,39804,39.804,39790,14.0
TP,40236,40.236,40244,-8.0
TP,40695,40.695,40696,-1.0
TP,41154,41.154,41150,4.0
TP,41612,41.612,41598,14.0
FN,,,42044,
TP,42494,42.494,42488,6.0
TP,42921,42.921,42928,-7.0
TP,43383,43.383,43366,17.0
TP,43798,43.798,43802,-4.0
TP,44252,44.252,44238,14.0
TP,44621,44.621,44670,-49.0
TP,45115,45.115,45104,11.0
TP,45553,45.553,45538,15.0
TP,45966,45.966,45968,-2.0
TP,46397,46.397,46400,-3.0
TP,46821,46.821,46832,-11.0
TP,47260,47.26,47260,0.0
TP,47688,47.688,47690,-2.0
TP,48111,48.111,48116,-5.0
TP,48538,48.538,48544,-6.0
TP,48989,48.989,48972,17.0
TP,49381,49.381,49400,-19.0
TP,49824,49.824,49830,-6.0
TP,50252,50.252,50258,-6.0
FN,,,50686,
TP,51115,51.115,51122,-7.0
FN,,,51552,
FP,51713,51.713,,
TP,52016,52.016,51984,32.0
TP,52421,52.421,52424,-3.0
TP,52869,52.869,52858,11.0
TP,53292,53.292,53296,-4.0
TP,53734,53.734,53734,0.0
TP,54179,54.179,54170,9.0
TP,54620,54.62,54604,16.0
TP,55042,55.042,55042,0.0
TP,55495,55.495,55478,17.0
FN,,,55912,
FP,56073,56.073,,
TP,56380,56.38,56346,34.0
FN,,,56782,
TP,57214,57.214,57220,-6.0
TP,57665,57.665,57652,13.0
TP,58080,58.08,58084,-4.0
TP,58512,58.512,58516,-4.0
TP,58963,58.963,58948,15.0
TP,59374,59.374,59380,-6.0
FP,59738,59.738,,
FN,,,59808,
