peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,108,0.108,91,17.0
TP,601,0.601,591,10.0
TP,1093,1.093,1098,-5.0
TP,1617,1.617,1612,5.0
TP,2136,2.136,2125,11.0
TP,2664,2.664,2671,-7.0
TP,3223,3.223,3227,-4.0
TP,3794,3.794,3774,20.0
TP,4307,4.307,4313,-6.0
TP,4831,4.831,4836,-5.0
TP,5344,5.344,5352,-8.0
TP,5868,5.868,5870,-2.0
TP,6365,6.365,6374,-9.0
TP,6895,6.895,6878,17.0
TP,7377,7.377,7368,9.0
TP,7858,7.858,7870,-12.0
TP,8384,8.384,8374,10.0
TP,8876,8.876,8870,6.0
TP,9378,9.378,9376,2.0
TP,9855,9.855,9863,-8.0
TP,10346,10.346,10339,7.0
TP,10804,10.804,10804,0.0
TP,11267,11.267,11264,3.0
TP,11741,11.741,11721,20.0
TP,12194,12.194,12175,19.0
TP,12628,12.628,12623,5.0
TP,13058,13.058,13062,-4.0
TP,13494,13.494,13506,-12.0
TP,13933,13.933,13941,-8.0
TP,14364,14.364,14372,-8.0
TP,14805,14.805,14800,5.0
TP,15222,15.222,15227,-5.0
TP,15674,15.674,15652,22.0
TP,16084,16.084,16079,5.0
TP,16515,16.515,16506,9.0
TP,16952,16.952,16946,6.0
TP,17385,17.385,17382,3.0
TP,17835,17.835,17824,11.0
TP,18289,18.289,18271,18.0
TP,18726,18.726,18717,9.0
TP,19167,19.167,19166,1.0
TP,19605,19.605,19610,-5.0
TP,20059,20.059,20054,5.0
TP,20507,20.507,20505,2.0
TP,20956,20.956,20950,6.0
TP,21397,21.397,21403,-6.0
TP,21844,21.844,21851,-7.0
TP,22307,22.307,22301,6.0
TP,22756,22.756,22752,4.0
TP,23210,23.21,23208,2.0
TP,23655,23.655,23663,-8.0
TP,24144,24.144,24136,8.0
TP,24608,24.608,24605,3.0
TP,25070,25.07,25076,-6.0
TP,25552,25.552,25549,3.0
TP,26054,26.054,26033,21.0
TP,26528,26.528,26524,4.0
TP,27005,27.005,27009,-4.0
TP,27487,27.487,27484,3.0
TP,27947,27.947,27955,-8.0
TP,28456,28.456,28435,21.0
TP,28921,28.921,28917,4.0
TP,29403,29.403,29400,3.0
TP,29880,29.88,29875,5.0
TP,30368,30.368,30362,6.0
TP,30857,30.857,30853,4.0
TP,31337,31.337,31335,2.0
TP,31837,31.837,31828,9.0
TP,32332,32.332,32323,9.0
TP,32827,32.827,32825,2.0
TP,33314,33.314,33330,-16.0
FN,,,33829,
FP,33913,33.913,,
TP,34325,34.325,34334,-9.0
TP,34804,34.804,34819,-15.0
FP,35118,35.118,,
FN,,,35299,
TP,35765,35.765,35767,-2.0
TP,36238,36.238,36237,1.0
TP,36694,36.694,36700,-6.0
TP,37167,37.167,37160,7.0
TP,37615,37.615,37613,2.0
TP,38088,38.088,38068,20.0
TP,38519,38.519,38521,-2.0
TP,38976,38.976,38971,5.0
TP,39424,39.424,39423,1.0
TP,39876,39.876,39870,6.0
TP,40327,40.327,40325,2.0
TP,40768,40.768,40774,-6.0
TP,41223,41.223,41220,3.0
TP,41676,41.676,41673,3.0
TP,42135,42.135,42131,4.0
TP,42586,42.586,42593,-7.0
TP,43055,43.055,43047,8.0
TP,43498,43.498,43503,-5.0
TP,43955,43.955,43963,-8.0
TP,44449,44.449,44432,17.0
TP,44900,44.9,44908,-8.0
TP,45381,45.381,45377,4.0
TP,45838,45.838,45844,-6.0
TP,46320,46.32,46302,18.0
TP,46763,46.763,46764,-1.0
TP,47231,47.231,47236,-5.0
TP,47700,47.7,47696,4.0
TP,48166,48.166,48157,9.0
TP,48630,48.63,48625,5.0
TP,49075,49.075,49083,-8.0
TP,49511,49.511,49533,-22.0
TP,49985,49.985,49989,-4.0
TP,50439,50.439,50440,-1.0
TP,50902,50.902,50899,3.0
TP,51366,51.366,51358,8.0
TP,51820,51.82,51818,2.0
TP,52274,52.274,52278,-4.0
TP,52755,52.755,52749,6.0
TP,53250,53.25,53225,25.0
TP,53703,53.703,53700,3.0
TP,54181,54.181,54186,-5.0
TP,54675,54.675,54665,10.0
TP,55175,55.175,55152,23.0
TP,55616,55.616,55624,-8.0
TP,56075,56.075,56082,-7.0
TP,56542,56.542,56534,8.0
TP,56997,56.997,56995,2.0
TP,57451,57.451,57446,5.0
TP,57898,57.898,57895,3.0
TP,58344,58.344,58342,2.0
TP,58794,58.794,58791,3.0
TP,59240,59.24,59237,3.0
TP,59694,59.694,59682,12.0
