peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,419,0.419,,
FP,847,0.847,,
FP,1154,1.154,,
FN,,,1271,
TP,1699,1.699,1699,0.0
TP,2124,2.124,2128,-4.0
FP,2462,2.462,,
FN,,,2556,
FN,,,2984,
FP,3074,3.074,,
FN,,,3410,
FP,3680,3.68,,
FN,,,3840,
TP,4271,4.271,4268,3.0
FN,,,4695,
FP,4922,4.922,,
FN,,,5125,
FN,,,5555,
TP,5990,5.99,5986,4.0
TP,6414,6.414,6418,-4.0
TP,6848,6.848,6849,-1.0
FN,,,7281,
FP,7388,7.388,,
FN,,,7716,
FP,7986,7.986,,
FN,,,8155,
TP,8581,8.581,8591,-10.0
TP,9028,9.028,9027,1.0
TP,9459,9.459,9461,-2.0
FP,9839,9.839,,
FN,,,9895,
TP,10332,10.332,10328,4.0
TP,10758,10.758,10758,0.0
TP,11185,11.185,11186,-1.0
TP,11617,11.617,11615,2.0
TP,12037,12.037,12044,-7.0
FN,,,12529,
FN,,,12898,
FP,13119,13.119,,
FN,,,13325,
TP,13756,13.756,13750,6.0
FN,,,14175,
FP,14426,14.426,,
FN,,,14599,
TP,15042,15.042,15022,20.0
FN,,,15443,
FP,15698,15.698,,
FN,,,15865,
TP,16279,16.279,16285,-6.0
TP,16703,16.703,16703,0.0
FP,17068,17.068,,
FN,,,17121,
FN,,,17539,
FP,17748,17.748,,
FN,,,17960,
TP,18372,18.372,18379,-7.0
TP,18791,18.791,18799,-8.0
TP,19223,19.223,19221,2.0
TP,19638,19.638,19643,-5.0
TP,20067,20.067,20067,0.0
FP,20438,20.438,,
FN,,,20491,
FN,,,20915,
FP,21056,21.056,,
FN,,,21338,
TP,21761,21.761,21762,-1.0
FN,,,22185,
FP,22389,22.389,,
FN,,,22612,
TP,23017,23.017,23041,-24.0
TP,23460,23.46,23460,0.0
TP,23883,23.883,23886,-3.0
TP,24295,24.295,24310,-15.0
FN,,,24735,
FP,25015,25.015,,
FN,,,25162,
TP,25605,25.605,25588,17.0
TP,26012,26.012,26015,-3.0
FP,26327,26.327,,
FN,,,26442,
FN,,,26868,
FP,26941,26.941,,
TP,27292,27.292,27294,-2.0
TP,27720,27.72,27720,0.0
TP,28147,28.147,28146,1.0
TP,28571,28.571,28571,0.0
FP,28919,28.919,,
FN,,,28995,
FN,,,29419,
FP,29544,29.544,,
TP,29859,29.859,29843,16.0
TP,30247,30.247,30265,-18.0
TP,30685,30.685,30687,-2.0
TP,31101,31.101,31107,-6.0
TP,31522,31.522,31527,-5.0
TP,31946,31.946,31948,-2.0
TP,32366,32.366,32366,0.0
TP,32788,32.788,32784,4.0
FN,,,33203,
FP,33409,33.409,,
FN,,,33622,
TP,34018,34.018,34044,-26.0
TP,34464,34.464,34463,1.0
TP,34879,34.879,34886,-7.0
TP,35299,35.299,35308,-9.0
FN,,,35729,
FP,35908,35.908,,
FN,,,36152,
TP,36576,36.576,36576,0.0
TP,36995,36.995,36997,-2.0
TP,37418,37.418,37420,-2.0
TP,37847,37.847,37842,5.0
FN,,,38265,
FP,38479,38.479,,
FN,,,38686,
TP,39104,39.104,39105,-1.0
FN,,,39528,
FP,39762,39.762,,
FN,,,39948,
TP,40385,40.385,40368,17.0
FN,,,40790,
FP,41051,41.051,,
FN,,,41211,
TP,41649,41.649,41631,18.0
FN,,,42053,
FP,42266,42.266,,
FN,,,42474,
TP,42882,42.882,42896,-14.0
TP,43318,43.318,43318,0.0
TP,43735,43.735,43738,-3.0
TP,44129,44.129,44158,-29.0
TP,44571,44.571,44579,-8.0
TP,44998,44.998,45000,-2.0
FP,45348,45.348,,
FN,,,45421,
TP,45838,45.838,45840,-2.0
TP,46261,46.261,46260,1.0
FP,46568,46.568,,
FN,,,46680,
FN,,,47098,
FP,47185,47.185,,
TP,47510,47.51,47518,-8.0
FP,47813,47.813,,
FN,,,47935,
FN,,,48351,
FP,48449,48.449,,
TP,48765,48.765,48767,-2.0
FP,49065,49.065,,
FN,,,49182,
FN,,,49596,
FP,49685,49.685,,
TP,50008,50.008,50010,-2.0
FP,50316,50.316,,
FN,,,50423,
FN,,,50836,
FP,50951,50.951,,
TP,51264,51.264,51249,15.0
TP,51659,51.659,51660,-1.0
TP,52068,52.068,52072,-4.0
TP,52483,52.483,52484,-1.0
TP,52895,52.895,52895,0.0
FN,,,53306,
FP,53440,53.44,,
FN,,,53716,
FP,54049,54.049,,
FN,,,54127,
FN,,,54537,
FP,54672,54.672,,
FN,,,54947,
FP,55306,55.306,,
FN,,,55357,
TP,55767,55.767,55767,0.0
TP,56177,56.177,56176,1.0
TP,56555,56.555,56587,-32.0
TP,56998,56.998,56997,1.0
TP,57414,57.414,57410,4.0
TP,57804,57.804,57823,-19.0
TP,58230,58.23,58234,-4.0
TP,58647,58.647,58647,0.0
TP,59028,59.028,59058,-30.0
FN,,,59474,
FP,59634,59.634,,
FN,,,59887,
