peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,240,0.24,236,4.0
TP,746,0.746,747,-1.0
TP,1232,1.232,1253,-21.0
TP,1769,1.769,1755,14.0
TP,2259,2.259,2253,6.0
TP,2746,2.746,2748,-2.0
TP,3243,3.243,3240,3.0
TP,3727,3.727,3733,-6.0
TP,4223,4.223,4224,-1.0
TP,4728,4.728,4721,7.0
TP,5223,5.223,5216,7.0
TP,5723,5.723,5712,11.0
TP,6211,6.211,6205,6.0
TP,6711,6.711,6702,9.0
TP,7229,7.229,7205,24.0
TP,7709,7.709,7707,2.0
TP,8199,8.199,8216,-17.0
TP,8736,8.736,8733,3.0
TP,9247,9.247,9248,-1.0
TP,9768,9.768,9763,5.0
TP,10269,10.269,10272,-3.0
TP,10780,10.78,10780,0.0
TP,11291,11.291,11290,1.0
TP,11793,11.793,11793,0.0
TP,12295,12.295,12287,8.0
TP,12782,12.782,12780,2.0
TP,13279,13.279,13273,6.0
TP,13766,13.766,13763,3.0
TP,14255,14.255,14251,4.0
TP,14733,14.733,14737,-4.0
TP,15229,15.229,15222,7.0
TP,15707,15.707,15706,1.0
TP,16183,16.183,16185,-2.0
TP,16683,16.683,16673,10.0
TP,17159,17.159,17159,0.0
TP,17660,17.66,17642,18.0
TP,18138,18.138,18130,8.0
TP,18614,18.614,18620,-6.0
TP,19124,19.124,19108,16.0
TP,19602,19.602,19595,7.0
TP,20084,20.084,20084,0.0
TP,20555,20.555,20572,-17.0
TP,21063,21.063,21059,4.0
TP,21546,21.546,21543,3.0
TP,22049,22.049,22040,9.0
TP,22559,22.559,22529,30.0
TP,23022,23.022,23023,-1.0
TP,23524,23.524,23521,3.0
TP,24010,24.01,24014,-4.0
TP,24508,24.508,24503,5.0
TP,24987,24.987,24989,-2.0
TP,25482,25.482,25471,11.0
TP,25962,25.962,25954,8.0
TP,26441,26.441,26437,4.0
TP,26924,26.924,26921,3.0
TP,27413,27.413,27404,9.0
TP,27882,27.882,27888,-6.0
TP,28376,28.376,28372,4.0
TP,28861,28.861,28860,1.0
TP,29340,29.34,29341,-1.0
TP,29828,29.828,29822,6.0
TP,30285,30.285,30304,-19.0
TP,30786,30.786,30782,4.0
TP,31266,31.266,31266,0.0
TP,31749,31.749,31747,2.0
TP,32237,32.237,32229,8.0
TP,32703,32.703,32707,-4.0
TP,33193,33.193,33187,6.0
TP,33680,33.68,33667,13.0
TP,34146,34.146,34148,-2.0
TP,34626,34.626,34635,-9.0
TP,35129,35.129,35118,11.0
TP,35612,35.612,35603,9.0
TP,36099,36.099,36087,12.0
TP,36574,36.574,36570,4.0
TP,37059,37.059,37052,7.0
TP,37544,37.544,37538,6.0
TP,38023,38.023,38022,1.0
TP,38510,38.51,38511,-1.0
TP,39011,39.011,39001,10.0
TP,39492,39.492,39491,1.0
TP,39987,39.987,39981,6.0
TP,40467,40.467,40469,-2.0
TP,40962,40.962,40955,7.0
TP,41446,41.446,41439,7.0
TP,41922,41.922,41923,-1.0
TP,42412,42.412,42405,7.0
TP,42887,42.887,42888,-1.0
TP,43376,43.376,43373,3.0
TP,43861,43.861,43854,7.0
TP,44336,44.336,44333,3.0
TP,44810,44.81,44811,-1.0
TP,45291,45.291,45292,-1.0
TP,45774,45.774,45773,1.0
TP,46253,46.253,46255,-2.0
TP,46748,46.748,46740,8.0
TP,47231,47.231,47224,7.0
TP,47710,47.71,47710,0.0
TP,48197,48.197,48196,1.0
TP,48684,48.684,48682,2.0
TP,49175,49.175,49168,7.0
TP,49664,49.664,49655,9.0
TP,50137,50.137,50141,-4.0
TP,50629,50.629,50623,6.0
TP,51109,51.109,51104,5.0
TP,51585,51.585,51582,3.0
TP,52064,52.064,52060,4.0
TP,52544,52.544,52536,8.0
TP,53024,53.024,53014,10.0
TP,53499,53.499,53492,7.0
TP,53984,53.984,53969,15.0
TP,54447,54.447,54448,-1.0
TP,54934,54.934,54926,8.0
TP,55406,55.406,55403,3.0
TP,55881,55.881,55882,-1.0
TP,56364,56.364,56360,4.0
TP,56839,56.839,56838,1.0
TP,57317,57.317,57314,3.0
TP,57799,57.799,57790,9.0
TP,58261,58.261,58266,-5.0
TP,58743,58.743,58743,0.0
TP,59218,59.218,59221,-3.0
TP,59697,59.697,59697,0.0
