peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,383,0.383,390,-7.0
TP,794,0.794,798,-4.0
TP,1203,1.203,1208,-5.0
TP,1614,1.614,1616,-2.0
TP,2013,2.013,2026,-13.0
TP,2426,2.426,2432,-6.0
TP,2834,2.834,2840,-6.0
TP,3242,3.242,3244,-2.0
TP,3648,3.648,3648,0.0
TP,4047,4.047,4052,-5.0
TP,4449,4.449,4454,-5.0
TP,4841,4.841,4854,-13.0
TP,5247,5.247,5252,-5.0
FN,,,5656,
FP,5818,5.818,,
FN,,,6048,
TP,6295,6.295,6302,-7.0
TP,6603,6.603,6590,13.0
FN,,,6840,
FP,7099,7.099,,
FN,,,7234,
FP,7463,7.463,,
FN,,,7630,
TP,8010,8.01,8026,-16.0
TP,8418,8.418,8426,-8.0
TP,8835,8.835,8838,-3.0
TP,9252,9.252,9258,-6.0
TP,9671,9.671,9676,-5.0
TP,10090,10.09,10092,-2.0
TP,10506,10.506,10510,-4.0
FP,10832,10.832,,
FN,,,10926,
TP,11344,11.344,11348,-4.0
TP,11773,11.773,11768,5.0
TP,12187,12.187,12192,-5.0
TP,12609,12.609,12616,-7.0
TP,13039,13.039,13046,-7.0
TP,13463,13.463,13476,-13.0
TP,13903,13.903,13898,5.0
FN,,,14320,
TP,14740,14.74,14744,-4.0
TP,15153,15.153,15166,-13.0
TP,15587,15.587,15584,3.0
TP,16004,16.004,16006,-2.0
TP,16420,16.42,16428,-8.0
TP,16841,16.841,16846,-5.0
TP,17260,17.26,17264,-4.0
TP,17679,17.679,17684,-5.0
TP,18093,18.093,18106,-13.0
TP,18524,18.524,18524,0.0
TP,18944,18.944,18944,0.0
TP,19351,19.351,19364,-13.0
TP,19777,19.777,19782,-5.0
TP,20194,20.194,20198,-4.0
TP,20619,20.619,20614,5.0
TP,21019,21.019,21034,-15.0
TP,21450,21.45,21454,-4.0
TP,21871,21.871,21876,-5.0
TP,22294,22.294,22296,-2.0
TP,22709,22.709,22714,-5.0
TP,23140,23.14,23134,6.0
TP,23552,23.552,23554,-2.0
TP,23970,23.97,23976,-6.0
TP,24382,24.382,24394,-12.0
TP,24808,24.808,24812,-4.0
TP,25233,25.233,25230,3.0
TP,25634,25.634,25646,-12.0
TP,26052,26.052,26064,-12.0
TP,26480,26.48,26480,0.0
TP,26895,26.895,26898,-3.0
TP,27309,27.309,27316,-7.0
TP,27719,27.719,27732,-13.0
FN,,,28148,
TP,28556,28.556,28568,-12.0
TP,28970,28.97,28982,-12.0
TP,29397,29.397,29398,-1.0
TP,29859,29.859,29864,-5.0
FN,,,30230,
FP,30362,30.362,,
FN,,,30500,
FP,30910,30.91,,
FP,31238,31.238,,
FP,31698,31.698,,
FP,32055,32.055,,
FP,32425,32.425,,
FP,32734,32.734,,
FP,33138,33.138,,
FN,,,33500,
FP,33551,33.551,,
TP,33979,33.979,33980,-1.0
TP,34397,34.397,34398,-1.0
TP,34810,34.81,34814,-4.0
TP,35228,35.228,35230,-2.0
TP,35642,35.642,35644,-2.0
TP,36056,36.056,36060,-4.0
TP,36470,36.47,36474,-4.0
TP,36875,36.875,36886,-11.0
TP,37304,37.304,37298,6.0
TP,37705,37.705,37708,-3.0
TP,38126,38.126,38120,6.0
TP,38523,38.523,38528,-5.0
TP,38931,38.931,38936,-5.0
TP,39344,39.344,39344,0.0
TP,39748,39.748,39750,-2.0
TP,40154,40.154,40158,-4.0
TP,40560,40.56,40564,-4.0
TP,40968,40.968,40970,-2.0
TP,41383,41.383,41374,9.0
TP,41786,41.786,41780,6.0
TP,42183,42.183,42184,-1.0
TP,42586,42.586,42588,-2.0
TP,42989,42.989,42992,-3.0
TP,43382,43.382,43394,-12.0
TP,43795,43.795,43798,-3.0
TP,44193,44.193,44204,-11.0
TP,44606,44.606,44608,-2.0
TP,45013,45.013,45016,-3.0
TP,45422,45.422,45422,0.0
TP,45826,45.826,45830,-4.0
TP,46236,46.236,46240,-4.0
TP,46634,46.634,46646,-12.0
TP,47044,47.044,47056,-12.0
TP,47465,47.465,47466,-1.0
TP,47869,47.869,47874,-5.0
TP,48279,48.279,48286,-7.0
TP,48693,48.693,48696,-3.0
TP,49101,49.101,49106,-5.0
TP,49510,49.51,49516,-6.0
TP,49922,49.922,49924,-2.0
TP,50326,50.326,50330,-4.0
TP,50732,50.732,50736,-4.0
TP,51136,51.136,51140,-4.0
TP,51543,51.543,51542,1.0
TP,51952,51.952,51946,6.0
TP,52350,52.35,52350,0.0
TP,52759,52.759,52764,-5.0
TP,53177,53.177,53180,-3.0
TP,53591,53.591,53594,-3.0
TP,54015,54.015,54018,-3.0
TP,54438,54.438,54440,-2.0
TP,54858,54.858,54864,-6.0
TP,55287,55.287,55288,-1.0
TP,55696,55.696,55710,-14.0
TP,56130,56.13,56132,-2.0
TP,56545,56.545,56550,-5.0
TP,56964,56.964,56966,-2.0
TP,57369,57.369,57380,-11.0
TP,57782,57.782,57794,-12.0
TP,58202,58.202,58206,-4.0
TP,58611,58.611,58614,-3.0
TP,59020,59.02,59022,-2.0
TP,59427,59.427,59432,-5.0
TP,59834,59.834,59838,-4.0
