peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,40,0.04,,
FP,429,0.429,,
FP,912,0.912,,
TP,1351,1.351,1384,-33.0
TP,1855,1.855,1863,-8.0
TP,2306,2.306,2320,-14.0
TP,2753,2.753,2787,-34.0
TP,3290,3.29,3278,12.0
TP,3757,3.757,3773,-16.0
FP,4135,4.135,,
FN,,,4239,
TP,4721,4.721,4693,28.0
TP,5123,5.123,5139,-16.0
TP,5582,5.582,5589,-7.0
FN,,,6037,
FP,6177,6.177,,
TP,6527,6.527,6477,50.0
TP,6896,6.896,6916,-20.0
FN,,,7348,
FP,7425,7.425,,
TP,7759,7.759,7778,-19.0
TP,8221,8.221,8209,12.0
FN,,,8636,
FP,8785,8.785,,
TP,9092,9.092,9060,32.0
TP,9452,9.452,9485,-33.0
TP,9920,9.92,9907,13.0
TP,10345,10.345,10337,8.0
TP,10770,10.77,10764,6.0
FP,11088,11.088,,
FN,,,11190,
TP,11629,11.629,11612,17.0
TP,12001,12.001,12036,-35.0
TP,12479,12.479,12463,16.0
TP,12887,12.887,12891,-4.0
TP,13310,13.31,13323,-13.0
TP,13736,13.736,13754,-18.0
TP,14158,14.158,14188,-30.0
TP,14611,14.611,14624,-13.0
TP,15036,15.036,15058,-22.0
FP,15409,15.409,,
FN,,,15489,
FP,15711,15.711,,
FN,,,15921,
TP,16353,16.353,16351,2.0
FP,16666,16.666,,
FN,,,16782,
FP,17052,17.052,,
FN,,,17213,
FN,,,17648,
FP,17774,17.774,,
TP,18074,18.074,18082,-8.0
TP,18496,18.496,18515,-19.0
FP,18847,18.847,,
FN,,,18955,
TP,19361,19.361,19395,-34.0
FP,19662,19.662,,
FN,,,19831,
TP,20258,20.258,20271,-13.0
TP,20728,20.728,20709,19.0
TP,21133,21.133,21152,-19.0
TP,21605,21.605,21590,15.0
TP,22014,22.014,22030,-16.0
TP,22463,22.463,22467,-4.0
TP,22917,22.917,22904,13.0
FN,,,23341,
TP,23781,23.781,23779,2.0
FN,,,24216,
FP,24403,24.403,,
FN,,,24653,
TP,25096,25.096,25092,4.0
TP,25521,25.521,25530,-9.0
TP,25980,25.98,25965,15.0
TP,26367,26.367,26399,-32.0
TP,26838,26.838,26834,4.0
TP,27255,27.255,27269,-14.0
TP,27724,27.724,27702,22.0
TP,28107,28.107,28135,-28.0
TP,28570,28.57,28566,4.0
TP,29013,29.013,28995,18.0
FN,,,29425,
TP,29885,29.885,29870,15.0
TP,30311,30.311,30314,-3.0
TP,30765,30.765,30778,-13.0
TP,31214,31.214,31230,-16.0
TP,31709,31.709,31688,21.0
TP,32144,32.144,32140,4.0
TP,32579,32.579,32590,-11.0
TP,33027,33.027,33042,-15.0
TP,33488,33.488,33493,-5.0
FN,,,33944,
FN,,,34399,
TP,34842,34.842,34854,-12.0
TP,35274,35.274,35307,-33.0
TP,35735,35.735,35763,-28.0
TP,36242,36.242,36223,19.0
TP,36672,36.672,36688,-16.0
TP,37166,37.166,37146,20.0
TP,37570,37.57,37602,-32.0
TP,38064,38.064,38062,2.0
TP,38511,38.511,38520,-9.0
FN,,,38974,
FP,39170,39.17,,
FN,,,39433,
FP,39508,39.508,,
TP,39879,39.879,39896,-17.0
FP,40235,40.235,,
FN,,,40354,
FP,40642,40.642,,
FN,,,40804,
TP,41233,41.233,41251,-18.0
FN,,,41695,
FP,41795,41.795,,
TP,42111,42.111,42139,-28.0
TP,42595,42.595,42579,16.0
TP,43031,43.031,43016,15.0
TP,43463,43.463,43453,10.0
TP,43925,43.925,43886,39.0
TP,44287,44.287,44317,-30.0
TP,44767,44.767,44746,21.0
FP,45118,45.118,,
FN,,,45178,
FP,45551,45.551,,
FN,,,45654,
FP,45903,45.903,,
FN,,,46144,
FP,46204,46.204,,
TP,46622,46.622,46640,-18.0
FN,,,47154,
FP,47222,47.222,,
TP,47657,47.657,47673,-16.0
FN,,,48193,
FP,48306,48.306,,
TP,48735,48.735,48713,22.0
TP,49228,49.228,49213,15.0
TP,49668,49.668,49701,-33.0
FP,50080,50.08,,
FN,,,50172,
TP,50624,50.624,50643,-19.0
FP,50928,50.928,,
FN,,,51104,
FN,,,51561,
FP,51728,51.728,,
TP,52033,52.033,52015,18.0
FN,,,52468,
FP,52557,52.557,,
TP,52947,52.947,52928,19.0
TP,53370,53.37,53384,-14.0
FN,,,53849,
FP,54134,54.134,,
FN,,,54306,
TP,54729,54.729,54757,-28.0
FP,55065,55.065,,
FN,,,55206,
FP,55377,55.377,,
TP,55683,55.683,55651,32.0
TP,56065,56.065,56094,-29.0
FP,56377,56.377,,
FN,,,56542,
FP,56705,56.705,,
TP,57011,57.011,56993,18.0
TP,57432,57.432,57468,-36.0
TP,57964,57.964,57948,16.0
FP,58335,58.335,,
FN,,,58424,
TP,58921,58.921,58900,21.0
TP,59367,59.367,59375,-8.0
TP,59842,59.842,59838,4.0
