peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,300,0.3,301,-1.0
TP,672,0.672,672,0.0
TP,1068,1.068,1068,0.0
TP,1430,1.43,1423,7.0
TP,1794,1.794,1791,3.0
TP,2173,2.173,2174,-1.0
FN,,,2562,
FP,2769,2.769,,
FN,,,2922,
FP,3167,3.167,,
FN,,,3289,
TP,3673,3.673,3674,-1.0
TP,4056,4.056,4058,-2.0
TP,4417,4.417,4420,-3.0
TP,4787,4.787,4788,-1.0
TP,5173,5.173,5174,-1.0
TP,5553,5.553,5554,-1.0
TP,5916,5.916,5918,-2.0
TP,6288,6.288,6289,-1.0
TP,6655,6.655,6673,-18.0
TP,7053,7.053,7051,2.0
TP,7415,7.415,7417,-2.0
TP,7788,7.788,7789,-1.0
TP,8170,8.17,8172,-2.0
TP,8546,8.546,8549,-3.0
FN,,,8916,
TP,9288,9.288,9289,-1.0
FN,,,9671,
FP,9940,9.94,,
FN,,,10047,
FP,10259,10.259,,
FN,,,10415,
TP,10790,10.79,10789,1.0
TP,11171,11.171,11170,1.0
TP,11544,11.544,11546,-2.0
FN,,,11915,
FP,12193,12.193,,
FN,,,12289,
TP,12668,12.668,12668,0.0
TP,13044,13.044,13045,-1.0
TP,13417,13.417,13416,1.0
TP,13780,13.78,13789,-9.0
TP,14164,14.164,14166,-2.0
TP,14544,14.544,14544,0.0
FN,,,14917,
FP,15007,15.007,,
TP,15307,15.307,15288,19.0
TP,15665,15.665,15664,1.0
TP,16041,16.041,16043,-2.0
FN,,,16417,
FP,16581,16.581,,
FN,,,16789,
TP,17158,17.158,17163,-5.0
TP,17539,17.539,17541,-2.0
TP,17915,17.915,17917,-2.0
TP,18263,18.263,18289,-26.0
FP,18580,18.58,,
FN,,,18661,
FP,18897,18.897,,
FN,,,19038,
TP,19415,19.415,19417,-2.0
TP,19788,19.788,19791,-3.0
TP,20161,20.161,20160,1.0
FN,,,20536,
FP,20761,20.761,,
FN,,,20917,
FP,21069,21.069,,
FN,,,21292,
FP,21401,21.401,,
FN,,,21658,
TP,22025,22.025,22033,-8.0
FN,,,22418,
FP,22576,22.576,,
FN,,,22792,
TP,23155,23.155,23155,0.0
TP,23534,23.534,23530,4.0
FN,,,23918,
FP,23970,23.97,,
FN,,,24292,
FP,24497,24.497,,
FN,,,24651,
FP,24819,24.819,,
FN,,,25026,
TP,25417,25.417,25419,-2.0
TP,25792,25.792,25789,3.0
TP,26143,26.143,26143,0.0
TP,26520,26.52,26521,-1.0
TP,26918,26.918,26917,1.0
TP,27280,27.28,27282,-2.0
TP,27630,27.63,27629,1.0
TP,28005,28.005,28006,-1.0
TP,28395,28.395,28398,-3.0
TP,28761,28.761,28751,10.0
TP,29075,29.075,29083,-8.0
TP,29443,29.443,29442,1.0
TP,29812,29.812,29814,-2.0
FN,,,30149,
TP,30452,30.452,30457,-5.0
TP,30776,30.776,30779,-3.0
TP,31134,31.134,31126,8.0
TP,31451,31.451,31458,-7.0
FN,,,31761,
TP,32056,32.056,32061,-5.0
TP,32382,32.382,32385,-3.0
FN,,,32722,
FP,32959,32.959,,
FN,,,33038,
TP,33337,33.337,33336,1.0
TP,33642,33.642,33642,0.0
TP,33946,33.946,33970,-24.0
TP,34292,34.292,34298,-6.0
TP,34606,34.606,34609,-3.0
TP,34911,34.911,34910,1.0
TP,35262,35.262,35223,39.0
FN,,,35549,
FP,35818,35.818,,
FN,,,35872,
TP,36202,36.202,36182,20.0
FN,,,36490,
TP,36805,36.805,36804,1.0
TP,37132,37.132,37126,6.0
TP,37452,37.452,37446,6.0
TP,37767,37.767,37760,7.0
FN,,,38070,
TP,38402,38.402,38383,19.0
TP,38708,38.708,38701,7.0
TP,39023,39.023,39023,0.0
TP,39339,39.339,39340,-1.0
TP,39645,39.645,39650,-5.0
FN,,,39960,
TP,40277,40.277,40278,-1.0
TP,40602,40.602,40601,1.0
TP,40916,40.916,40918,-2.0
TP,41229,41.229,41228,1.0
TP,41538,41.538,41538,0.0
TP,41855,41.855,41856,-1.0
TP,42182,42.182,42179,3.0
TP,42489,42.489,42495,-6.0
TP,42818,42.818,42805,13.0
TP,43135,43.135,43117,18.0
TP,43447,43.447,43435,12.0
TP,43751,43.751,43756,-5.0
TP,44071,44.071,44072,-1.0
TP,44385,44.385,44383,2.0
TP,44695,44.695,44697,-2.0
TP,45018,45.018,45014,4.0
TP,45329,45.329,45332,-3.0
TP,45646,45.646,45649,-3.0
FN,,,45963,
FP,46059,46.059,,
FN,,,46277,
FP,46527,46.527,,
FN,,,46592,
TP,46903,46.903,46908,-5.0
TP,47228,47.228,47226,2.0
TP,47532,47.532,47543,-11.0
TP,47834,47.834,47857,-23.0
TP,48169,48.169,48170,-1.0
TP,48481,48.481,48484,-3.0
TP,48809,48.809,48804,5.0
TP,49124,49.124,49124,0.0
TP,49439,49.439,49437,2.0
FN,,,49746,
FP,49853,49.853,,
FN,,,50060,
TP,50381,50.381,50383,-2.0
TP,50740,50.74,50704,36.0
FN,,,51014,
FP,51189,51.189,,
FN,,,51320,
TP,51639,51.639,51636,3.0
FN,,,51963,
TP,52280,52.28,52283,-3.0
FN,,,52589,
FP,52679,52.679,,
FN,,,52895,
TP,53208,53.208,53215,-7.0
TP,53537,53.537,53542,-5.0
FN,,,53859,
TP,54162,54.162,54163,-1.0
TP,54492,54.492,54471,21.0
FN,,,54795,
FP,54896,54.896,,
FN,,,55121,
FN,,,55433,
TP,55735,55.735,55736,-1.0
TP,56045,56.045,56049,-4.0
TP,56375,56.375,56376,-1.0
FN,,,56698,
TP,56991,56.991,57006,-15.0
TP,57310,57.31,57310,0.0
TP,57634,57.634,57628,6.0
FN,,,57956,
FP,58210,58.21,,
FN,,,58274,
TP,58582,58.582,58578,4.0
TP,58887,58.887,58886,1.0
TP,59213,59.213,59210,3.0
FN,,,59535,
FP,59627,59.627,,
FN,,,59848,
