peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,342,0.342,340,2.0
TP,756,0.756,710,46.0
TP,1072,1.072,1107,-35.0
FN,,,1508,
FP,1607,1.607,,
FN,,,1925,
FP,2138,2.138,,
FN,,,2312,
TP,2701,2.701,2704,-3.0
TP,3103,3.103,3107,-4.0
FN,,,3520,
TP,3916,3.916,3914,2.0
FN,,,4303,
FP,4465,4.465,,
FN,,,4705,
FP,4770,4.77,,
TP,5110,5.11,5117,-7.0
FP,5438,5.438,,
FN,,,5514,
TP,5902,5.902,5903,-1.0
TP,6306,6.306,6304,2.0
FN,,,6714,
FP,6857,6.857,,
FN,,,7112,
FP,7166,7.166,,
TP,7501,7.501,7503,-2.0
TP,7907,7.907,7904,3.0
FN,,,8312,
FP,8433,8.433,,
TP,8746,8.746,8710,36.0
TP,9104,9.104,9104,0.0
TP,9504,9.504,9506,-2.0
TP,9936,9.936,9909,27.0
TP,10302,10.302,10306,-4.0
TP,10697,10.697,10706,-9.0
TP,11106,11.106,11108,-2.0
TP,11504,11.504,11506,-2.0
TP,11903,11.903,11903,0.0
FN,,,12308,
FP,12497,12.497,,
FN,,,12710,
FP,13035,13.035,,
FN,,,13102,
TP,13503,13.503,13500,3.0
TP,13904,13.904,13910,-6.0
TP,14314,14.314,14310,4.0
TP,14700,14.7,14698,2.0
FP,15007,15.007,,
FN,,,15099,
FP,15311,15.311,,
FN,,,15511,
FP,15731,15.731,,
FN,,,15908,
TP,16294,16.294,16294,0.0
TP,16698,16.698,16697,1.0
TP,17109,17.109,17112,-3.0
TP,17504,17.504,17505,-1.0
FN,,,17889,
TP,18297,18.297,18296,1.0
TP,18713,18.713,18711,2.0
TP,19101,19.101,19102,-1.0
FN,,,19485,
TP,19894,19.894,19894,0.0
TP,20307,20.307,20309,-2.0
TP,20698,20.698,20698,0.0
TP,21081,21.081,21082,-1.0
TP,21493,21.493,21493,0.0
TP,21906,21.906,21906,0.0
TP,22295,22.295,22295,0.0
TP,22677,22.677,22681,-4.0
TP,23091,23.091,23091,0.0
TP,23503,23.503,23503,0.0
TP,23891,23.891,23892,-1.0
TP,24282,24.282,24281,1.0
TP,24688,24.688,24689,-1.0
TP,25099,25.099,25098,1.0
FN,,,25490,
FP,25566,25.566,,
FN,,,25882,
FP,25947,25.947,,
FN,,,26288,
FP,26601,26.601,,
FN,,,26692,
TP,27083,27.083,27086,-3.0
FN,,,27482,
TP,27901,27.901,27880,21.0
TP,28284,28.284,28276,8.0
TP,28672,28.672,28669,3.0
TP,29071,29.071,29058,13.0
TP,29437,29.437,29439,-2.0
TP,29806,29.806,29813,-7.0
FN,,,30189,
FP,30305,30.305,,
FN,,,30561,
TP,30922,30.922,30918,4.0
TP,31274,31.274,31270,4.0
TP,31627,31.627,31631,-4.0
TP,31995,31.995,31996,-1.0
FN,,,32348,
FP,32514,32.514,,
FN,,,32689,
TP,33040,33.04,33042,-2.0
FN,,,33409,
FP,33642,33.642,,
FN,,,33765,
FP,34007,34.007,,
FN,,,34104,
FP,34365,34.365,,
FN,,,34448,
FN,,,34814,
TP,35176,35.176,35179,-3.0
FN,,,35520,
FP,35744,35.744,,
FN,,,35854,
TP,36214,36.214,36213,1.0
FN,,,36587,
TP,36941,36.941,36937,4.0
TP,37268,37.268,37266,2.0
TP,37610,37.61,37611,-1.0
TP,37973,37.973,37986,-13.0
TP,38354,38.354,38351,3.0
TP,38679,38.679,38684,-5.0
TP,39065,39.065,39015,50.0
TP,39375,39.375,39378,-3.0
FN,,,39755,
TP,40105,40.105,40103,2.0
TP,40426,40.426,40429,-3.0
TP,40772,40.772,40774,-2.0
FN,,,41149,
FP,41309,41.309,,
FN,,,41515,
TP,41848,41.848,41849,-1.0
FN,,,42181,
FN,,,42541,
FP,42666,42.666,,
FN,,,42916,
FP,43014,43.014,,
FN,,,43267,
FP,43441,43.441,,
FN,,,43599,
TP,43941,43.941,43943,-2.0
TP,44317,44.317,44311,6.0
FN,,,44676,
FP,44966,44.966,,
FN,,,45020,
FN,,,45357,
FN,,,45711,
FP,45871,45.871,,
FN,,,46078,
TP,46441,46.441,46434,7.0
FN,,,46776,
FP,46993,46.993,,
FN,,,47121,
FP,47385,47.385,,
FN,,,47479,
FN,,,47841,
TP,48194,48.194,48193,1.0
FN,,,48537,
FP,48630,48.63,,
FN,,,48887,
FN,,,49246,
FP,49414,49.414,,
FN,,,49604,
FN,,,49952,
TP,50295,50.295,50299,-4.0
TP,50605,50.605,50655,-50.0
TP,51016,51.016,51013,3.0
TP,51346,51.346,51364,-18.0
TP,51708,51.708,51711,-3.0
TP,52030,52.03,52065,-35.0
TP,52429,52.429,52424,5.0
TP,52780,52.78,52776,4.0
FN,,,53122,
FP,53214,53.214,,
FN,,,53474,
FP,53533,53.533,,
TP,53835,53.835,53835,0.0
TP,54188,54.188,54190,-2.0
FN,,,54533,
FP,54584,54.584,,
FN,,,54881,
TP,55238,55.238,55242,-4.0
TP,55599,55.599,55604,-5.0
TP,55953,55.953,55948,5.0
FN,,,56289,
FP,56550,56.55,,
FN,,,56646,
FP,56853,56.853,,
FN,,,57013,
FP,57187,57.187,,
FN,,,57364,
FP,57564,57.564,,
FN,,,57702,
FP,57879,57.879,,
FN,,,58051,
FP,58196,58.196,,
FN,,,58417,
TP,58774,58.774,58777,-3.0
TP,59115,59.115,59119,-4.0
FN,,,59461,
FP,59686,59.686,,
FN,,,59818,
