peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,129,0.129,130,-1.0
TP,504,0.504,505,-1.0
TP,882,0.882,880,2.0
TP,1255,1.255,1255,0.0
TP,1629,1.629,1628,1.0
TP,2002,2.002,2001,1.0
TP,2374,2.374,2373,1.0
TP,2746,2.746,2745,1.0
TP,3119,3.119,3119,0.0
TP,3495,3.495,3495,0.0
TP,3872,3.872,3871,1.0
TP,4250,4.25,4249,1.0
TP,4628,4.628,4629,-1.0
TP,5010,5.01,5010,0.0
TP,5392,5.392,5392,0.0
TP,5774,5.774,5774,0.0
TP,6154,6.154,6154,0.0
TP,6534,6.534,6534,0.0
TP,6914,6.914,6914,0.0
TP,7293,7.293,7292,1.0
TP,7669,7.669,7669,0.0
TP,8038,8.038,8045,-7.0
TP,8419,8.419,8419,0.0
TP,8792,8.792,8791,1.0
TP,9162,9.162,9162,0.0
TP,9533,9.533,9533,0.0
TP,9902,9.902,9901,1.0
TP,10269,10.269,10268,1.0
TP,10633,10.633,10633,0.0
TP,10998,10.998,10997,1.0
TP,11358,11.358,11360,-2.0
TP,11719,11.719,11723,-4.0
TP,12086,12.086,12085,1.0
TP,12447,12.447,12446,1.0
TP,12807,12.807,12807,0.0
TP,13169,13.169,13169,0.0
TP,13531,13.531,13530,1.0
TP,13892,13.892,13891,1.0
TP,14247,14.247,14252,-5.0
TP,14608,14.608,14613,-5.0
TP,14975,14.975,14974,1.0
TP,15336,15.336,15335,1.0
TP,15694,15.694,15697,-3.0
TP,16054,16.054,16058,-4.0
TP,16416,16.416,16421,-5.0
TP,16784,16.784,16783,1.0
TP,17146,17.146,17145,1.0
TP,17508,17.508,17507,1.0
TP,17869,17.869,17869,0.0
TP,18234,18.234,18233,1.0
TP,18598,18.598,18598,0.0
TP,18963,18.963,18962,1.0
TP,19324,19.324,19328,-4.0
TP,19695,19.695,19697,-2.0
TP,20067,20.067,20066,1.0
TP,20433,20.433,20438,-5.0
TP,20810,20.81,20810,0.0
TP,21183,21.183,21183,0.0
TP,21553,21.553,21558,-5.0
TP,21935,21.935,21935,0.0
TP,22312,22.312,22311,1.0
TP,22689,22.689,22688,1.0
TP,23065,23.065,23065,0.0
TP,23441,23.441,23441,0.0
TP,23817,23.817,23817,0.0
TP,24194,24.194,24193,1.0
TP,24571,24.571,24570,1.0
TP,24950,24.95,24950,0.0
TP,25331,25.331,25330,1.0
TP,25709,25.709,25709,0.0
TP,26088,26.088,26087,1.0
TP,26465,26.465,26465,0.0
TP,26837,26.837,26842,-5.0
TP,27220,27.22,27219,1.0
TP,27597,27.597,27595,2.0
TP,27967,27.967,27970,-3.0
TP,28346,28.346,28345,1.0
TP,28716,28.716,28718,-2.0
TP,29086,29.086,29091,-5.0
TP,29463,29.463,29463,0.0
TP,29831,29.831,29835,-4.0
TP,30206,30.206,30208,-2.0
TP,30583,30.583,30581,2.0
TP,30959,30.959,30959,0.0
TP,31339,31.339,31338,1.0
TP,31722,31.722,31721,1.0
TP,32107,32.107,32106,1.0
TP,32486,32.486,32491,-5.0
TP,32872,32.872,32878,-6.0
TP,33264,33.264,33262,2.0
TP,33646,33.646,33646,0.0
TP,34023,34.023,34028,-5.0
TP,34410,34.41,34410,0.0
TP,34791,34.791,34790,1.0
TP,35170,35.17,35169,1.0
TP,35547,35.547,35547,0.0
TP,35916,35.916,35924,-8.0
TP,36296,36.296,36300,-4.0
TP,36669,36.669,36674,-5.0
TP,37047,37.047,37047,0.0
TP,37420,37.42,37420,0.0
TP,37793,37.793,37793,0.0
TP,38164,38.164,38165,-1.0
TP,38537,38.537,38536,1.0
TP,38908,38.908,38908,0.0
TP,39281,39.281,39280,1.0
TP,39653,39.653,39652,1.0
TP,40025,40.025,40024,1.0
TP,40397,40.397,40397,0.0
TP,40770,40.77,40769,1.0
TP,41141,41.141,41140,1.0
TP,41511,41.511,41510,1.0
TP,41880,41.88,41879,1.0
TP,42248,42.248,42247,1.0
TP,42609,42.609,42614,-5.0
TP,42982,42.982,42981,1.0
TP,43340,43.34,43346,-6.0
