peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,247,0.247,,
FN,,,337,
FN,,,774,
FP,849,0.849,,
FN,,,1231,
TP,1622,1.622,1625,-3.0
TP,2036,2.036,2038,-2.0
TP,2485,2.485,2487,-2.0
TP,2926,2.926,2933,-7.0
TP,3331,3.331,3332,-1.0
TP,3750,3.75,3749,1.0
TP,4197,4.197,4200,-3.0
FN,,,4638,
FP,4868,4.868,,
FN,,,5041,
FN,,,5462,
TP,5913,5.913,5912,1.0
FP,6247,6.247,,
FN,,,6344,
TP,6772,6.772,6752,20.0
TP,7175,7.175,7177,-2.0
FN,,,7624,
FP,7728,7.728,,
TP,8043,8.043,8053,-10.0
TP,8457,8.457,8464,-7.0
TP,8887,8.887,8891,-4.0
FN,,,9336,
FP,9588,9.588,,
FN,,,9763,
FN,,,10177,
FP,10253,10.253,,
TP,10604,10.604,10605,-1.0
FP,10917,10.917,,
FN,,,11047,
TP,11474,11.474,11475,-1.0
TP,11887,11.887,11890,-3.0
FP,12251,12.251,,
FN,,,12317,
FN,,,12759,
FP,12918,12.918,,
FN,,,13189,
TP,13604,13.604,13604,0.0
FN,,,14029,
FP,14259,14.259,,
FN,,,14471,
TP,14929,14.929,14904,25.0
FN,,,15317,
FP,15592,15.592,,
FN,,,15738,
FN,,,16181,
FP,16254,16.254,,
TP,16617,16.617,16619,-2.0
TP,17029,17.029,17031,-2.0
TP,17445,17.445,17447,-2.0
TP,17888,17.888,17891,-3.0
FP,18262,18.262,,
FN,,,18333,
TP,18743,18.743,18744,-1.0
TP,19151,19.151,19155,-4.0
TP,19575,19.575,19599,-24.0
TP,20043,20.043,20046,-3.0
TP,20450,20.45,20457,-7.0
FN,,,20863,
FP,20935,20.935,,
TP,21304,21.304,21306,-2.0
TP,21754,21.754,21757,-3.0
FN,,,22168,
FP,22230,22.23,,
TP,22570,22.57,22572,-2.0
TP,23012,23.012,23013,-1.0
TP,23462,23.462,23465,-3.0
TP,23877,23.877,23878,-1.0
TP,24259,24.259,24282,-23.0
FN,,,24722,
FP,24875,24.875,,
FN,,,25172,
TP,25561,25.561,25588,-27.0
FP,25886,25.886,,
FN,,,25996,
TP,26432,26.432,26434,-2.0
TP,26880,26.88,26879,1.0
FN,,,27296,
FP,27357,27.357,,
TP,27713,27.713,27712,1.0
TP,28151,28.151,28149,2.0
TP,28592,28.592,28586,6.0
FP,28893,28.893,,
FN,,,29006,
TP,29425,29.425,29430,-5.0
FN,,,29865,
FP,30059,30.059,,
FN,,,30294,
FP,30384,30.384,,
TP,30692,30.692,30717,-25.0
TP,31147,31.147,31149,-2.0
TP,31579,31.579,31581,-2.0
TP,31977,31.977,32002,-25.0
TP,32471,32.471,32429,42.0
TP,32865,32.865,32867,-2.0
FP,33213,33.213,,
FN,,,33294,
TP,33711,33.711,33711,0.0
FN,,,34142,
FP,34348,34.348,,
FN,,,34584,
FP,34885,34.885,,
FN,,,35005,
TP,35419,35.419,35420,-1.0
TP,35856,35.856,35857,-1.0
FN,,,36298,
FP,36368,36.368,,
TP,36698,36.698,36715,-17.0
TP,37128,37.128,37130,-2.0
FN,,,37571,
FP,37800,37.8,,
FN,,,38011,
FP,38183,38.183,,
FN,,,38424,
FP,38603,38.603,,
FN,,,38841,
FP,38951,38.951,,
TP,39282,39.282,39285,-3.0
TP,39720,39.72,39723,-3.0
FN,,,40133,
FP,40229,40.229,,
FN,,,40553,
FP,40818,40.818,,
FN,,,40999,
FN,,,41433,
TP,41843,41.843,41843,0.0
TP,42264,42.264,42267,-3.0
FP,42625,42.625,,
FN,,,42712,
TP,43154,43.154,43142,12.0
TP,43555,43.555,43555,0.0
TP,43980,43.98,43982,-2.0
FP,44327,44.327,,
FN,,,44424,
TP,44845,44.845,44851,-6.0
TP,45267,45.267,45269,-2.0
TP,45696,45.696,45699,-3.0
TP,46129,46.129,46135,-6.0
TP,46557,46.557,46561,-4.0
TP,46982,46.982,46984,-2.0
TP,47421,47.421,47416,5.0
FN,,,47846,
FP,48025,48.025,,
FN,,,48271,
TP,48697,48.697,48700,-3.0
FN,,,49132,
FP,49221,49.221,,
TP,49555,49.555,49558,-3.0
TP,49983,49.983,49982,1.0
TP,50430,50.43,50415,15.0
TP,50845,50.845,50847,-2.0
TP,51270,51.27,51271,-1.0
FP,51614,51.614,,
FN,,,51694,
TP,52124,52.124,52127,-3.0
TP,52559,52.559,52563,-4.0
TP,52983,52.983,52986,-3.0
FN,,,53404,
FP,53475,53.475,,
TP,53833,53.833,53837,-4.0
TP,54269,54.269,54279,-10.0
TP,54701,54.701,54702,-1.0
TP,55127,55.127,55113,14.0
TP,55543,55.543,55546,-3.0
TP,55989,55.989,55994,-5.0
TP,56413,56.413,56416,-3.0
TP,56818,56.818,56820,-2.0
TP,57252,57.252,57254,-2.0
TP,57708,57.708,57708,0.0
FN,,,58127,
FP,58228,58.228,,
TP,58542,58.542,58526,16.0
TP,58960,58.96,58963,-3.0
FN,,,59419,
FN,,,59836,
FP,59982,59.982,,
