peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,40,0.04,,
FN,,,292,
TP,736,0.736,739,-3.0
TP,1196,1.196,1185,11.0
TP,1643,1.643,1634,9.0
TP,2073,2.073,2079,-6.0
TP,2523,2.523,2530,-7.0
TP,2988,2.988,2977,11.0
TP,3437,3.437,3427,10.0
TP,3885,3.885,3873,12.0
TP,4339,4.339,4325,14.0
TP,4770,4.77,4774,-4.0
TP,5206,5.206,5221,-15.0
TP,5660,5.66,5668,-8.0
TP,6123,6.123,6116,7.0
TP,6549,6.549,6562,-13.0
TP,7021,7.021,7009,12.0
TP,7454,7.454,7458,-4.0
TP,7892,7.892,7904,-12.0
TP,8350,8.35,8351,-1.0
TP,8796,8.796,8798,-2.0
TP,9226,9.226,9244,-18.0
TP,9692,9.692,9690,2.0
TP,10133,10.133,10142,-9.0
TP,10601,10.601,10588,13.0
TP,11033,11.033,11040,-7.0
TP,11486,11.486,11491,-5.0
TP,11950,11.95,11941,9.0
TP,12398,12.398,12391,7.0
TP,12846,12.846,12843,3.0
TP,13293,13.293,13295,-2.0
TP,13737,13.737,13746,-9.0
TP,14189,14.189,14196,-7.0
TP,14631,14.631,14644,-13.0
TP,15078,15.078,15095,-17.0
TP,15550,15.55,15544,6.0
TP,16001,16.001,15988,13.0
TP,16446,16.446,16436,10.0
TP,16868,16.868,16882,-14.0
TP,17311,17.311,17328,-17.0
TP,17785,17.785,17774,11.0
TP,18215,18.215,18218,-3.0
TP,18643,18.643,18661,-18.0
TP,19090,19.09,19105,-15.0
TP,19560,19.56,19545,15.0
TP,19998,19.998,19988,10.0
TP,20400,20.4,20434,-34.0
TP,20891,20.891,20880,11.0
TP,21336,21.336,21335,1.0
TP,21793,21.793,21782,11.0
TP,22242,22.242,22228,14.0
TP,22675,22.675,22674,1.0
TP,23101,23.101,23117,-16.0
TP,23575,23.575,23559,16.0
TP,24010,24.01,24002,8.0
TP,24442,24.442,24446,-4.0
TP,24903,24.903,24892,11.0
FP,25284,25.284,,
FN,,,25335,
TP,25794,25.794,25780,14.0
TP,26241,26.241,26226,15.0
TP,26682,26.682,26673,9.0
TP,27122,27.122,27121,1.0
TP,27580,27.58,27568,12.0
TP,28018,28.018,28014,4.0
TP,28461,28.461,28461,0.0
TP,28911,28.911,28909,2.0
TP,29345,29.345,29358,-13.0
TP,29785,29.785,29802,-17.0
TP,30235,30.235,30250,-15.0
TP,30677,30.677,30694,-17.0
TP,31123,31.123,31140,-17.0
TP,31578,31.578,31582,-4.0
TP,32014,32.014,32027,-13.0
TP,32469,32.469,32470,-1.0
TP,32920,32.92,32913,7.0
TP,33342,33.342,33357,-15.0
TP,33809,33.809,33799,10.0
TP,34246,34.246,34243,3.0
TP,34680,34.68,34684,-4.0
TP,35119,35.119,35132,-13.0
TP,35589,35.589,35575,14.0
TP,36032,36.032,36021,11.0
TP,36466,36.466,36466,0.0
TP,36904,36.904,36907,-3.0
TP,37342,37.342,37356,-14.0
TP,37810,37.81,37799,11.0
TP,38253,38.253,38244,9.0
TP,38673,38.673,38690,-17.0
TP,39133,39.133,39133,0.0
TP,39572,39.572,39576,-4.0
TP,40032,40.032,40021,11.0
TP,40479,40.479,40465,14.0
TP,40907,40.907,40913,-6.0
TP,41341,41.341,41354,-13.0
TP,41789,41.789,41803,-14.0
TP,42258,42.258,42245,13.0
TP,42706,42.706,42693,13.0
TP,43132,43.132,43135,-3.0
TP,43575,43.575,43578,-3.0
TP,44013,44.013,44026,-13.0
TP,44476,44.476,44469,7.0
TP,44926,44.926,44916,10.0
TP,45359,45.359,45361,-2.0
TP,45796,45.796,45808,-12.0
TP,46239,46.239,46253,-14.0
TP,46703,46.703,46703,0.0
TP,47161,47.161,47149,12.0
TP,47578,47.578,47594,-16.0
TP,48045,48.045,48041,4.0
TP,48473,48.473,48488,-15.0
TP,48940,48.94,48940,0.0
TP,49384,49.384,49385,-1.0
TP,49819,49.819,49832,-13.0
TP,50296,50.296,50279,17.0
TP,50709,50.709,50727,-18.0
TP,51153,51.153,51172,-19.0
TP,51631,51.631,51618,13.0
TP,52060,52.06,52064,-4.0
TP,52522,52.522,52513,9.0
TP,52944,52.944,52960,-16.0
TP,53390,53.39,53410,-20.0
TP,53860,53.86,53858,2.0
TP,54302,54.302,54306,-4.0
TP,54768,54.768,54758,10.0
TP,55192,55.192,55207,-15.0
TP,55669,55.669,55656,13.0
TP,56101,56.101,56105,-4.0
TP,56567,56.567,56555,12.0
TP,57023,57.023,57006,17.0
TP,57441,57.441,57455,-14.0
TP,57922,57.922,57906,16.0
TP,58352,58.352,58353,-1.0
TP,58787,58.787,58799,-12.0
TP,59226,59.226,59243,-17.0
TP,59705,59.705,59690,15.0
