peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,205,0.205,200,5.0
TP,675,0.675,676,-1.0
TP,1181,1.181,1153,28.0
TP,1639,1.639,1631,8.0
TP,2110,2.11,2107,3.0
TP,2581,2.581,2582,-1.0
TP,3053,3.053,3055,-2.0
TP,3528,3.528,3526,2.0
TP,4000,4.0,3997,3.0
TP,4467,4.467,4467,0.0
TP,4934,4.934,4935,-1.0
TP,5411,5.411,5408,3.0
TP,5875,5.875,5878,-3.0
TP,6350,6.35,6349,1.0
TP,6826,6.826,6821,5.0
TP,7308,7.308,7294,14.0
TP,7775,7.775,7769,6.0
TP,8240,8.24,8243,-3.0
TP,8725,8.725,8718,7.0
TP,9191,9.191,9193,-2.0
TP,9667,9.667,9667,0.0
TP,10141,10.141,10139,2.0
TP,10606,10.606,10610,-4.0
TP,11084,11.084,11083,1.0
TP,11563,11.563,11554,9.0
TP,12031,12.031,12025,6.0
TP,12477,12.477,12495,-18.0
TP,12971,12.971,12964,7.0
TP,13436,13.436,13433,3.0
TP,13906,13.906,13901,5.0
TP,14375,14.375,14369,6.0
TP,14831,14.831,14835,-4.0
TP,15304,15.304,15304,0.0
TP,15781,15.781,15772,9.0
TP,16239,16.239,16239,0.0
TP,16698,16.698,16707,-9.0
TP,17180,17.18,17173,7.0
TP,17651,17.651,17639,12.0
TP,18109,18.109,18105,4.0
TP,18578,18.578,18572,6.0
TP,19048,19.048,19038,10.0
TP,19513,19.513,19505,8.0
TP,20003,20.003,19976,27.0
TP,20457,20.457,20450,7.0
TP,20923,20.923,20928,-5.0
TP,21413,21.413,21403,10.0
TP,21887,21.887,21880,7.0
TP,22361,22.361,22355,6.0
TP,22837,22.837,22833,4.0
TP,23307,23.307,23309,-2.0
TP,23793,23.793,23784,9.0
TP,24271,24.271,24257,14.0
TP,24731,24.731,24729,2.0
TP,25210,25.21,25199,11.0
TP,25667,25.667,25668,-1.0
TP,26134,26.134,26136,-2.0
TP,26612,26.612,26604,8.0
TP,27077,27.077,27071,6.0
TP,27544,27.544,27539,5.0
TP,28018,28.018,28006,12.0
TP,28476,28.476,28475,1.0
TP,28946,28.946,28946,0.0
TP,29413,29.413,29416,-3.0
TP,29893,29.893,29886,7.0
TP,30370,30.37,30356,14.0
TP,30827,30.827,30825,2.0
TP,31284,31.284,31293,-9.0
TP,31763,31.763,31763,0.0
TP,32232,32.232,32234,-2.0
TP,32705,32.705,32704,1.0
TP,33179,33.179,33174,5.0
TP,33624,33.624,33643,-19.0
TP,34119,34.119,34116,3.0
TP,34590,34.59,34587,3.0
TP,35064,35.064,35059,5.0
TP,35536,35.536,35534,2.0
TP,36014,36.014,36009,5.0
TP,36491,36.491,36489,2.0
TP,36976,36.976,36968,8.0
TP,37448,37.448,37445,3.0
TP,37923,37.923,37923,0.0
TP,38406,38.406,38399,7.0
TP,38875,38.875,38874,1.0
TP,39332,39.332,39347,-15.0
TP,39827,39.827,39820,7.0
TP,40293,40.293,40292,1.0
FN,,,40765,
FP,40958,40.958,,
TP,41283,41.283,41238,45.0
TP,41732,41.732,41709,23.0
TP,42210,42.21,42175,35.0
