peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,67,0.067,75,-8.0
TP,462,0.462,469,-7.0
TP,870,0.87,862,8.0
TP,1260,1.26,1254,6.0
TP,1652,1.652,1646,6.0
TP,2028,2.028,2037,-9.0
TP,2417,2.417,2428,-11.0
TP,2812,2.812,2819,-7.0
TP,3182,3.182,3210,-28.0
TP,3609,3.609,3601,8.0
TP,4033,4.033,4050,-17.0
TP,4398,4.398,4392,6.0
TP,4797,4.797,4789,8.0
TP,5183,5.183,5188,-5.0
TP,5575,5.575,5584,-9.0
TP,5988,5.988,5982,6.0
TP,6374,6.374,6383,-9.0
TP,6774,6.774,6782,-8.0
TP,7178,7.178,7186,-8.0
TP,7587,7.587,7595,-8.0
TP,8002,8.002,8011,-9.0
TP,8416,8.416,8426,-10.0
TP,8838,8.838,8845,-7.0
TP,9259,9.259,9260,-1.0
TP,9670,9.67,9679,-9.0
TP,10088,10.088,10095,-7.0
TP,10504,10.504,10512,-8.0
TP,10919,10.919,10927,-8.0
TP,11337,11.337,11343,-6.0
TP,11766,11.766,11758,8.0
TP,12180,12.18,12173,7.0
TP,12578,12.578,12585,-7.0
TP,12989,12.989,12996,-7.0
TP,13410,13.41,13404,6.0
TP,13804,13.804,13812,-8.0
TP,14212,14.212,14218,-6.0
TP,14626,14.626,14623,3.0
TP,15025,15.025,15027,-2.0
TP,15417,15.417,15427,-10.0
TP,15824,15.824,15827,-3.0
TP,16217,16.217,16226,-9.0
TP,16629,16.629,16623,6.0
TP,17010,17.01,17019,-9.0
TP,17422,17.422,17414,8.0
TP,17815,17.815,17809,6.0
TP,18206,18.206,18203,3.0
TP,18603,18.603,18597,6.0
TP,18997,18.997,18990,7.0
TP,19376,19.376,19383,-7.0
TP,19780,19.78,19776,4.0
TP,20178,20.178,20172,6.0
TP,20575,20.575,20569,6.0
TP,20968,20.968,20964,4.0
TP,21367,21.367,21361,6.0
TP,21767,21.767,21760,7.0
TP,22155,22.155,22162,-7.0
TP,22562,22.562,22570,-8.0
TP,22969,22.969,22979,-10.0
TP,23381,23.381,23391,-10.0
TP,23819,23.819,23812,7.0
TP,24240,24.24,24231,9.0
TP,24651,24.651,24646,5.0
TP,25054,25.054,25062,-8.0
TP,25466,25.466,25476,-10.0
TP,25896,25.896,25889,7.0
TP,26307,26.307,26300,7.0
TP,26702,26.702,26710,-8.0
TP,27126,27.126,27118,8.0
TP,27528,27.528,27525,3.0
TP,27922,27.922,27930,-8.0
TP,28324,28.324,28332,-8.0
TP,28723,28.723,28731,-8.0
TP,29137,29.137,29129,8.0
TP,29533,29.533,29526,7.0
TP,29914,29.914,29923,-9.0
TP,30326,30.326,30319,7.0
TP,30718,30.718,30726,-8.0
TP,31132,31.132,31125,7.0
TP,31516,31.516,31525,-9.0
TP,31934,31.934,31927,7.0
TP,32337,32.337,32329,8.0
TP,32721,32.721,32729,-8.0
TP,33137,33.137,33132,5.0
TP,33548,33.548,33533,15.0
TP,33943,33.943,33935,8.0
TP,34329,34.329,34337,-8.0
TP,34744,34.744,34736,8.0
TP,35126,35.126,35133,-7.0
TP,35536,35.536,35530,6.0
TP,35930,35.93,35924,6.0
TP,36324,36.324,36318,6.0
TP,36718,36.718,36712,6.0
TP,37113,37.113,37106,7.0
TP,37505,37.505,37499,6.0
TP,37898,37.898,37891,7.0
TP,38275,38.275,38281,-6.0
TP,38663,38.663,38671,-8.0
TP,39051,39.051,39060,-9.0
TP,39456,39.456,39449,7.0
TP,39829,39.829,39838,-9.0
TP,40218,40.218,40227,-9.0
TP,40607,40.607,40616,-9.0
TP,40998,40.998,41005,-7.0
TP,41385,41.385,41394,-9.0
TP,41789,41.789,41784,5.0
TP,42180,42.18,42174,6.0
TP,42556,42.556,42564,-8.0
TP,42962,42.962,42956,6.0
TP,43357,43.357,43350,7.0
TP,43754,43.754,43749,5.0
TP,44151,44.151,44146,5.0
TP,44550,44.55,44543,7.0
TP,44936,44.936,44947,-11.0
TP,45344,45.344,45352,-8.0
TP,45751,45.751,45758,-7.0
TP,46155,46.155,46167,-12.0
TP,46583,46.583,46577,6.0
TP,46998,46.998,46991,7.0
TP,47401,47.401,47409,-8.0
TP,47836,47.836,47829,7.0
TP,48249,48.249,48259,-10.0
TP,48681,48.681,48690,-9.0
TP,49118,49.118,49126,-8.0
TP,49543,49.543,49552,-9.0
TP,49985,49.985,49978,7.0
TP,50408,50.408,50402,6.0
TP,50832,50.832,50826,6.0
TP,51253,51.253,51247,6.0
TP,51670,51.67,51662,8.0
TP,52085,52.085,52078,7.0
TP,52497,52.497,52490,7.0
TP,52906,52.906,52900,6.0
TP,53298,53.298,53308,-10.0
TP,53721,53.721,53714,7.0
TP,54124,54.124,54118,6.0
TP,54511,54.511,54519,-8.0
TP,54926,54.926,54919,7.0
TP,55307,55.307,55316,-9.0
TP,55703,55.703,55711,-8.0
TP,56112,56.112,56106,6.0
TP,56508,56.508,56501,7.0
TP,56889,56.889,56896,-7.0
TP,57297,57.297,57291,6.0
TP,57699,57.699,57692,7.0
TP,58084,58.084,58092,-8.0
TP,58500,58.5,58493,7.0
TP,58886,58.886,58893,-7.0
TP,59290,59.29,59297,-7.0
TP,59709,59.709,59703,6.0
