peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,265,0.265,,
FN,,,365,
FN,,,853,
FP,993,0.993,,
FN,,,1338,
FN,,,1747,
TP,2146,2.146,2193,-47.0
FN,,,2692,
FP,2909,2.909,,
FN,,,3166,
FN,,,3581,
TP,4051,4.051,4030,21.0
FP,4436,4.436,,
FN,,,4531,
FN,,,4997,
FN,,,5417,
FP,5771,5.771,,
FN,,,5870,
FP,6195,6.195,,
FN,,,6369,
FN,,,6830,
FN,,,7254,
FN,,,7713,
TP,8198,8.198,8208,-10.0
FP,8591,8.591,,
FN,,,8665,
FP,8943,8.943,,
FN,,,9095,
FP,9320,9.32,,
FN,,,9559,
FP,9773,9.773,,
FN,,,10046,
FN,,,10502,
FP,10621,10.621,,
FN,,,10941,
FP,11094,11.094,,
FN,,,11405,
FN,,,11884,
FP,12059,12.059,,
TP,12360,12.36,12343,17.0
FN,,,12790,
FP,12962,12.962,,
TP,13286,13.286,13251,35.0
TP,13701,13.701,13723,-22.0
TP,14220,14.22,14187,33.0
FN,,,14640,
FN,,,15096,
FN,,,15564,
TP,16043,16.043,16034,9.0
TP,16507,16.507,16488,19.0
FN,,,16939,
FN,,,17406,
FP,17485,17.485,,
TP,17881,17.881,17880,1.0
FN,,,18334,
FP,18423,18.423,,
TP,18776,18.776,18782,-6.0
TP,19202,19.202,19251,-49.0
FP,19528,19.528,,
FN,,,19725,
FP,19983,19.983,,
FN,,,20177,
FP,20385,20.385,,
FN,,,20626,
FP,20980,20.98,,
FN,,,21097,
FP,21482,21.482,,
FN,,,21567,
FP,21860,21.86,,
FN,,,22019,
FP,22186,22.186,,
FN,,,22474,
FP,22698,22.698,,
FN,,,22943,
FP,23005,23.005,,
TP,23431,23.431,23408,23.0
FN,,,23863,
FP,24029,24.029,,
TP,24335,24.335,24323,12.0
FP,24680,24.68,,
FN,,,24790,
FP,25061,25.061,,
FN,,,25249,
FP,25412,25.412,,
FN,,,25708,
FP,25823,25.823,,
TP,26161,26.161,26173,-12.0
FP,26483,26.483,,
FN,,,26635,
FP,26887,26.887,,
FN,,,27091,
FP,27423,27.423,,
FN,,,27554,
TP,27995,27.995,28021,-26.0
FP,28338,28.338,,
FN,,,28479,
FN,,,28935,
FP,29140,29.14,,
FN,,,29400,
FN,,,29866,
FN,,,30323,
FN,,,30781,
FN,,,31247,
FN,,,31710,
FN,,,32167,
FN,,,32628,
FN,,,33092,
FN,,,33554,
FN,,,34013,
FN,,,34475,
FP,34527,34.527,,
FP,34836,34.836,,
FN,,,34937,
FP,35161,35.161,,
FN,,,35397,
FP,35634,35.634,,
FN,,,35860,
FP,36236,36.236,,
FN,,,36323,
FN,,,36781,
FP,36893,36.893,,
FN,,,37240,
FP,37345,37.345,,
FN,,,37707,
FP,38057,38.057,,
FN,,,38171,
FP,38470,38.47,,
FN,,,38625,
FP,38981,38.981,,
FN,,,39083,
FP,39283,39.283,,
FN,,,39553,
FP,39923,39.923,,
FN,,,40018,
FN,,,40469,
FP,40706,40.706,,
FN,,,40925,
FP,41051,41.051,,
FN,,,41398,
FP,41586,41.586,,
FN,,,41865,
FP,42106,42.106,,
FN,,,42313,
TP,42803,42.803,42767,36.0
FN,,,43243,
FN,,,43711,
TP,44111,44.111,44158,-47.0
FN,,,44611,
FN,,,45086,
FP,45164,45.164,,
FP,45472,45.472,,
FN,,,45554,
TP,46048,46.048,46003,45.0
FN,,,46458,
FP,46786,46.786,,
FN,,,46929,
FP,47087,47.087,,
FN,,,47396,
FP,47458,47.458,,
FN,,,47849,
FP,47920,47.92,,
FN,,,48307,
FN,,,48773,
FP,48898,48.898,,
TP,49258,49.258,49236,22.0
TP,49696,49.696,49696,0.0
TP,50114,50.114,50159,-45.0
FN,,,50618,
FN,,,51074,
FN,,,51541,
FN,,,52011,
FN,,,52463,
FP,52569,52.569,,
TP,52915,52.915,52911,4.0
FN,,,53385,
FP,53440,53.44,,
FN,,,53863,
FN,,,54306,
FN,,,54746,
FN,,,55226,
FN,,,55710,
FN,,,56147,
FN,,,56579,
FP,56894,56.894,,
FN,,,57064,
FP,57395,57.395,,
FN,,,57553,
FN,,,57985,
FN,,,58412,
FP,58736,58.736,,
FN,,,58900,
FP,59096,59.096,,
FN,,,59391,
FP,59475,59.475,,
FN,,,59821,
FP,59968,59.968,,
