peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,207,0.207,203,4.0
TP,639,0.639,635,4.0
TP,1058,1.058,1067,-9.0
TP,1492,1.492,1498,-6.0
TP,1922,1.922,1927,-5.0
TP,2350,2.35,2359,-9.0
TP,2790,2.79,2790,0.0
TP,3240,3.24,3220,20.0
TP,3641,3.641,3650,-9.0
TP,4074,4.074,4080,-6.0
TP,4496,4.496,4511,-15.0
TP,4944,4.944,4943,1.0
TP,5364,5.364,5374,-10.0
TP,5808,5.808,5806,2.0
TP,6228,6.228,6240,-12.0
TP,6675,6.675,6671,4.0
TP,7096,7.096,7103,-7.0
TP,7537,7.537,7533,4.0
TP,8001,8.001,7962,39.0
TP,8399,8.399,8392,7.0
TP,8812,8.812,8819,-7.0
TP,9236,9.236,9246,-10.0
TP,9680,9.68,9673,7.0
TP,10106,10.106,10097,9.0
TP,10511,10.511,10522,-11.0
TP,10948,10.948,10947,1.0
TP,11373,11.373,11369,4.0
TP,11790,11.79,11792,-2.0
TP,12210,12.21,12214,-4.0
TP,12630,12.63,12636,-6.0
TP,13052,13.052,13058,-6.0
TP,13456,13.456,13481,-25.0
FN,,,13905,
FP,14036,14.036,,
TP,14346,14.346,14329,17.0
TP,14757,14.757,14754,3.0
TP,15211,15.211,15178,33.0
TP,15609,15.609,15604,5.0
TP,16034,16.034,16031,3.0
TP,16448,16.448,16459,-11.0
TP,16885,16.885,16887,-2.0
TP,17314,17.314,17315,-1.0
TP,17743,17.743,17745,-2.0
TP,18197,18.197,18174,23.0
TP,18604,18.604,18604,0.0
TP,19042,19.042,19034,8.0
TP,19450,19.45,19466,-16.0
TP,19902,19.902,19898,4.0
TP,20325,20.325,20332,-7.0
TP,20766,20.766,20764,2.0
TP,21182,21.182,21196,-14.0
TP,21626,21.626,21628,-2.0
TP,22067,22.067,22060,7.0
FP,22409,22.409,,
FN,,,22490,
TP,22958,22.958,22919,39.0
TP,23336,23.336,23350,-14.0
TP,23781,23.781,23778,3.0
TP,24212,24.212,24205,7.0
TP,24639,24.639,24632,7.0
TP,25064,25.064,25061,3.0
TP,25491,25.491,25489,2.0
TP,25945,25.945,25918,27.0
TP,26352,26.352,26347,5.0
TP,26780,26.78,26777,3.0
TP,27200,27.2,27207,-7.0
TP,27643,27.643,27637,6.0
TP,28070,28.07,28067,3.0
TP,28493,28.493,28495,-2.0
TP,28946,28.946,28923,23.0
TP,29345,29.345,29350,-5.0
TP,29783,29.783,29779,4.0
TP,30171,30.171,30203,-32.0
TP,30622,30.622,30629,-7.0
TP,31058,31.058,31055,3.0
TP,31478,31.478,31479,-1.0
TP,31913,31.913,31906,7.0
TP,32328,32.328,32332,-4.0
TP,32750,32.75,32758,-8.0
TP,33188,33.188,33185,3.0
TP,33616,33.616,33613,3.0
TP,34031,34.031,34042,-11.0
TP,34464,34.464,34470,-6.0
TP,34901,34.901,34899,2.0
TP,35317,35.317,35327,-10.0
TP,35759,35.759,35757,2.0
TP,36174,36.174,36184,-10.0
TP,36602,36.602,36611,-9.0
TP,37044,37.044,37039,5.0
TP,37466,37.466,37463,3.0
TP,37862,37.862,37887,-25.0
TP,38312,38.312,38310,2.0
TP,38723,38.723,38733,-10.0
TP,39156,39.156,39155,1.0
TP,39579,39.579,39578,1.0
TP,40002,40.002,40000,2.0
TP,40408,40.408,40422,-14.0
TP,40843,40.843,40844,-1.0
TP,41265,41.265,41266,-1.0
TP,41691,41.691,41687,4.0
TP,42129,42.129,42109,20.0
TP,42520,42.52,42530,-10.0
TP,42950,42.95,42952,-2.0
TP,43375,43.375,43375,0.0
TP,43797,43.797,43796,1.0
TP,44214,44.214,44218,-4.0
TP,44663,44.663,44641,22.0
TP,45071,45.071,45066,5.0
TP,45478,45.478,45488,-10.0
TP,45883,45.883,45911,-28.0
TP,46336,46.336,46334,2.0
TP,46761,46.761,46757,4.0
TP,47135,47.135,47180,-45.0
TP,47608,47.608,47605,3.0
TP,48021,48.021,48029,-8.0
TP,48459,48.459,48454,5.0
TP,48901,48.901,48877,24.0
FN,,,49301,
FP,49526,49.526,,
FN,,,49724,
TP,50137,50.137,50148,-11.0
FN,,,50569,
FP,50738,50.738,,
FN,,,50990,
TP,51405,51.405,51409,-4.0
TP,51834,51.834,51828,6.0
TP,52250,52.25,52244,6.0
TP,52650,52.65,52660,-10.0
TP,53093,53.093,53077,16.0
TP,53496,53.496,53493,3.0
TP,53914,53.914,53909,5.0
TP,54323,54.323,54326,-3.0
TP,54746,54.746,54743,3.0
TP,55168,55.168,55160,8.0
TP,55552,55.552,55577,-25.0
TP,56015,56.015,55993,22.0
TP,56413,56.413,56409,4.0
TP,56831,56.831,56826,5.0
TP,57261,57.261,57242,19.0
TP,57652,57.652,57658,-6.0
TP,58064,58.064,58073,-9.0
TP,58507,58.507,58488,19.0
TP,58904,58.904,58903,1.0
TP,59309,59.309,59319,-10.0
FP,59777,59.777,,
