peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,305,0.305,312,-7.0
TP,811,0.811,796,15.0
TP,1287,1.287,1277,10.0
TP,1738,1.738,1755,-17.0
TP,2236,2.236,2227,9.0
TP,2681,2.681,2700,-19.0
TP,3179,3.179,3172,7.0
TP,3644,3.644,3643,1.0
TP,4101,4.101,4107,-6.0
TP,4599,4.599,4570,29.0
TP,5039,5.039,5033,6.0
TP,5498,5.498,5500,-2.0
TP,5982,5.982,5981,1.0
TP,6471,6.471,6460,11.0
TP,6943,6.943,6941,2.0
TP,7435,7.435,7425,10.0
TP,7903,7.903,7908,-5.0
TP,8402,8.402,8400,2.0
TP,8888,8.888,8891,-3.0
TP,9371,9.371,9374,-3.0
TP,9864,9.864,9852,12.0
TP,10330,10.33,10331,-1.0
TP,10808,10.808,10808,0.0
TP,11290,11.29,11281,9.0
TP,11756,11.756,11758,-2.0
TP,12251,12.251,12243,8.0
TP,12740,12.74,12732,8.0
TP,13234,13.234,13222,12.0
TP,13731,13.731,13726,5.0
TP,14219,14.219,14221,-2.0
TP,14716,14.716,14718,-2.0
TP,15202,15.202,15201,1.0
TP,15683,15.683,15679,4.0
TP,16154,16.154,16154,0.0
TP,16638,16.638,16625,13.0
TP,17098,17.098,17091,7.0
TP,17565,17.565,17557,8.0
TP,18020,18.02,18022,-2.0
TP,18482,18.482,18483,-1.0
TP,18948,18.948,18947,1.0
TP,19405,19.405,19409,-4.0
TP,19886,19.886,19882,4.0
TP,20366,20.366,20353,13.0
TP,20839,20.839,20833,6.0
TP,21308,21.308,21309,-1.0
TP,21791,21.791,21788,3.0
TP,22271,22.271,22276,-5.0
TP,22768,22.768,22756,12.0
TP,23261,23.261,23250,11.0
TP,23746,23.746,23734,12.0
TP,24210,24.21,24213,-3.0
TP,24690,24.69,24689,1.0
TP,25161,25.161,25162,-1.0
TP,25637,25.637,25632,5.0
TP,26103,26.103,26105,-2.0
TP,26571,26.571,26573,-2.0
TP,27075,27.075,27049,26.0
TP,27538,27.538,27537,1.0
TP,28032,28.032,28025,7.0
TP,28520,28.52,28511,9.0
TP,29011,29.011,28994,17.0
TP,29499,29.499,29495,4.0
TP,29986,29.986,29980,6.0
TP,30479,30.479,30457,22.0
TP,30938,30.938,30933,5.0
TP,31408,31.408,31404,4.0
TP,31880,31.88,31881,-1.0
TP,32360,32.36,32358,2.0
TP,32841,32.841,32832,9.0
TP,33312,33.312,33305,7.0
TP,33782,33.782,33781,1.0
TP,34254,34.254,34256,-2.0
TP,34728,34.728,34729,-1.0
TP,35182,35.182,35202,-20.0
TP,35680,35.68,35672,8.0
TP,36138,36.138,36140,-2.0
TP,36618,36.618,36612,6.0
TP,37092,37.092,37084,8.0
TP,37557,37.557,37558,-1.0
TP,38031,38.031,38026,5.0
TP,38500,38.5,38490,10.0
TP,38954,38.954,38954,0.0
TP,39425,39.425,39416,9.0
TP,39873,39.873,39877,-4.0
TP,40338,40.338,40335,3.0
TP,40804,40.804,40793,11.0
TP,41265,41.265,41255,10.0
TP,41676,41.676,41713,-37.0
TP,42171,42.171,42174,-3.0
TP,42656,42.656,42648,8.0
TP,43122,43.122,43121,1.0
TP,43604,43.604,43599,5.0
TP,44067,44.067,44073,-6.0
TP,44549,44.549,44543,6.0
TP,45008,45.008,45012,-4.0
TP,45488,45.488,45480,8.0
TP,45943,45.943,45945,-2.0
TP,46435,46.435,46410,25.0
TP,46881,46.881,46873,8.0
TP,47349,47.349,47335,14.0
TP,47803,47.803,47799,4.0
TP,48284,48.284,48277,7.0
TP,48780,48.78,48767,13.0
TP,49252,49.252,49254,-2.0
TP,49735,49.735,49738,-3.0
TP,50220,50.22,50219,1.0
TP,50699,50.699,50697,2.0
TP,51183,51.183,51172,11.0
TP,51652,51.652,51649,3.0
TP,52147,52.147,52138,9.0
TP,52628,52.628,52616,12.0
TP,53104,53.104,53103,1.0
TP,53595,53.595,53594,1.0
TP,54084,54.084,54078,6.0
TP,54569,54.569,54561,8.0
TP,55034,55.034,55041,-7.0
TP,55519,55.519,55521,-2.0
TP,56003,56.003,56003,0.0
TP,56486,56.486,56487,-1.0
TP,56999,56.999,56991,8.0
TP,57487,57.487,57485,2.0
TP,57973,57.973,57975,-2.0
TP,58465,58.465,58464,1.0
TP,58949,58.949,58946,3.0
TP,59439,59.439,59425,14.0
TP,59903,59.903,59901,2.0
