peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,116,0.116,111,5.0
TP,562,0.562,575,-13.0
TP,1045,1.045,1043,2.0
TP,1493,1.493,1506,-13.0
TP,1961,1.961,1965,-4.0
TP,2425,2.425,2426,-1.0
TP,2888,2.888,2884,4.0
TP,3344,3.344,3341,3.0
TP,3790,3.79,3798,-8.0
TP,4239,4.239,4253,-14.0
TP,4705,4.705,4705,0.0
TP,5161,5.161,5157,4.0
TP,5612,5.612,5609,3.0
TP,6066,6.066,6064,2.0
TP,6519,6.519,6516,3.0
TP,6962,6.962,6976,-14.0
TP,7434,7.434,7431,3.0
TP,7875,7.875,7887,-12.0
TP,8328,8.328,8341,-13.0
TP,8784,8.784,8798,-14.0
TP,9239,9.239,9252,-13.0
TP,9712,9.712,9709,3.0
TP,10164,10.164,10165,-1.0
TP,10602,10.602,10616,-14.0
TP,11064,11.064,11071,-7.0
TP,11528,11.528,11526,2.0
TP,11963,11.963,11978,-15.0
TP,12440,12.44,12433,7.0
TP,12874,12.874,12884,-10.0
TP,13324,13.324,13336,-12.0
TP,13773,13.773,13785,-12.0
FN,,,14236,
FP,14360,14.36,,
TP,14669,14.669,14682,-13.0
TP,15122,15.122,15126,-4.0
FN,,,15554,
FP,15784,15.784,,
FN,,,16013,
FP,16105,16.105,,
TP,16445,16.445,16456,-11.0
TP,16882,16.882,16893,-11.0
TP,17336,17.336,17332,4.0
TP,17756,17.756,17766,-10.0
TP,18204,18.204,18200,4.0
TP,18635,18.635,18632,3.0
TP,19066,19.066,19061,5.0
TP,19497,19.497,19492,5.0
TP,19929,19.929,19926,3.0
TP,20344,20.344,20355,-11.0
TP,20790,20.79,20785,5.0
TP,21219,21.219,21217,2.0
TP,21643,21.643,21647,-4.0
TP,22083,22.083,22080,3.0
TP,22499,22.499,22509,-10.0
TP,22928,22.928,22940,-12.0
TP,23357,23.357,23370,-13.0
TP,23792,23.792,23796,-4.0
TP,24210,24.21,24223,-13.0
TP,24636,24.636,24650,-14.0
TP,25078,25.078,25074,4.0
TP,25501,25.501,25498,3.0
TP,25922,25.922,25923,-1.0
TP,26332,26.332,26344,-12.0
TP,26772,26.772,26767,5.0
TP,27189,27.189,27186,3.0
TP,27590,27.59,27605,-15.0
TP,28027,28.027,28025,2.0
TP,28428,28.428,28440,-12.0
TP,28844,28.844,28857,-13.0
TP,29261,29.261,29273,-12.0
TP,29674,29.674,29686,-12.0
TP,30088,30.088,30101,-13.0
TP,30495,30.495,30511,-16.0
TP,30924,30.924,30922,2.0
TP,31314,31.314,31330,-16.0
TP,31742,31.742,31739,3.0
TP,32152,32.152,32148,4.0
TP,32538,32.538,32551,-13.0
TP,32943,32.943,32957,-14.0
TP,33362,33.362,33359,3.0
TP,33768,33.768,33764,4.0
TP,34156,34.156,34170,-14.0
TP,34562,34.562,34572,-10.0
FN,,,34976,
FP,35243,35.243,,
FN,,,35384,
TP,35791,35.791,35788,3.0
TP,36187,36.187,36200,-13.0
TP,36615,36.615,36628,-13.0
TP,37055,37.055,37068,-13.0
TP,37524,37.524,37519,5.0
TP,37995,37.995,37993,2.0
TP,38466,38.466,38478,-12.0
TP,38970,38.97,38983,-13.0
TP,39501,39.501,39497,4.0
TP,40026,40.026,40024,2.0
TP,40543,40.543,40556,-13.0
TP,41075,41.075,41089,-14.0
TP,41627,41.627,41624,3.0
TP,42150,42.15,42154,-4.0
TP,42681,42.681,42693,-12.0
TP,43229,43.229,43230,-1.0
TP,43733,43.733,43746,-13.0
TP,44246,44.246,44242,4.0
TP,44743,44.743,44739,4.0
FP,45043,45.043,,
FN,,,45235,
TP,45734,45.734,45738,-4.0
TP,46228,46.228,46241,-13.0
TP,46737,46.737,46750,-13.0
TP,47261,47.261,47259,2.0
TP,47759,47.759,47773,-14.0
TP,48293,48.293,48297,-4.0
TP,48809,48.809,48824,-15.0
FP,49200,49.2,,
FN,,,49350,
FP,49571,49.571,,
TP,49877,49.877,49880,-3.0
TP,50404,50.404,50408,-4.0
TP,50925,50.925,50932,-7.0
TP,51419,51.419,51431,-12.0
TP,51900,51.9,51914,-14.0
TP,52395,52.395,52391,4.0
TP,52869,52.869,52864,5.0
TP,53338,53.338,53336,2.0
TP,53797,53.797,53808,-11.0
TP,54289,54.289,54284,5.0
TP,54765,54.765,54761,4.0
TP,55223,55.223,55235,-12.0
TP,55718,55.718,55716,2.0
TP,56197,56.197,56194,3.0
TP,56659,56.659,56670,-11.0
TP,57165,57.165,57161,4.0
TP,57635,57.635,57647,-12.0
TP,58139,58.139,58137,2.0
TP,58619,58.619,58624,-5.0
TP,59096,59.096,59108,-12.0
TP,59597,59.597,59599,-2.0
FP,59975,59.975,,
