peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,40,0.04,,
FP,388,0.388,,
FP,770,0.77,,
TP,1137,1.137,1134,3.0
TP,1487,1.487,1501,-14.0
TP,1869,1.869,1867,2.0
TP,2244,2.244,2235,9.0
TP,2595,2.595,2597,-2.0
TP,2964,2.964,2968,-4.0
TP,3338,3.338,3335,3.0
TP,3686,3.686,3702,-16.0
TP,4070,4.07,4068,2.0
TP,4413,4.413,4445,-32.0
TP,4819,4.819,4815,4.0
TP,5179,5.179,5192,-13.0
TP,5584,5.584,5566,18.0
TP,5938,5.938,5940,-2.0
TP,6300,6.3,6260,40.0
TP,6676,6.676,6688,-12.0
TP,7065,7.065,7061,4.0
TP,7425,7.425,7432,-7.0
FN,,,7805,
TP,8178,8.178,8177,1.0
TP,8542,8.542,8546,-4.0
TP,8912,8.912,8914,-2.0
TP,9273,9.273,9280,-7.0
TP,9639,9.639,9645,-6.0
TP,10019,10.019,10012,7.0
TP,10377,10.377,10377,0.0
TP,10736,10.736,10743,-7.0
TP,11099,11.099,11107,-8.0
TP,11458,11.458,11471,-13.0
TP,11820,11.82,11836,-16.0
TP,12193,12.193,12202,-9.0
TP,12561,12.561,12568,-7.0
TP,12927,12.927,12931,-4.0
TP,13282,13.282,13295,-13.0
TP,13646,13.646,13658,-12.0
TP,14023,14.023,14020,3.0
TP,14372,14.372,14382,-10.0
TP,14744,14.744,14743,1.0
TP,15124,15.124,15104,20.0
TP,15455,15.455,15465,-10.0
TP,15828,15.828,15824,4.0
TP,16182,16.182,16184,-2.0
TP,16544,16.544,16542,2.0
TP,16899,16.899,16901,-2.0
TP,17260,17.26,17260,0.0
TP,17617,17.617,17618,-1.0
TP,17998,17.998,17978,20.0
TP,18326,18.326,18339,-13.0
TP,18718,18.718,18699,19.0
TP,19051,19.051,19058,-7.0
TP,19436,19.436,19417,19.0
TP,19770,19.77,19777,-7.0
TP,20138,20.138,20136,2.0
TP,20493,20.493,20495,-2.0
TP,20843,20.843,20852,-9.0
TP,21198,21.198,21208,-10.0
TP,21551,21.551,21565,-14.0
TP,21914,21.914,21920,-6.0
TP,22246,22.246,22276,-30.0
TP,22626,22.626,22636,-10.0
TP,22987,22.987,22995,-8.0
TP,23354,23.354,23361,-7.0
TP,23721,23.721,23726,-5.0
TP,24114,24.114,24097,17.0
TP,24465,24.465,24469,-4.0
TP,24845,24.845,24848,-3.0
TP,25224,25.224,25229,-5.0
TP,25608,25.608,25610,-2.0
TP,25984,25.984,25989,-5.0
TP,26365,26.365,26364,1.0
FN,,,26737,
FP,26820,26.82,,
TP,27127,27.127,27110,17.0
TP,27504,27.504,27486,18.0
TP,27857,27.857,27859,-2.0
TP,28214,28.214,28228,-14.0
TP,28602,28.602,28597,5.0
TP,28965,28.965,28965,0.0
TP,29347,29.347,29331,16.0
TP,29694,29.694,29697,-3.0
TP,30059,30.059,30067,-8.0
TP,30437,30.437,30436,1.0
TP,30786,30.786,30803,-17.0
TP,31173,31.173,31172,1.0
TP,31539,31.539,31540,-1.0
TP,31902,31.902,31909,-7.0
TP,32264,32.264,32275,-11.0
TP,32661,32.661,32640,21.0
TP,33004,33.004,33004,0.0
TP,33352,33.352,33368,-16.0
TP,33736,33.736,33732,4.0
TP,34092,34.092,34095,-3.0
TP,34458,34.458,34458,0.0
TP,34819,34.819,34821,-2.0
TP,35189,35.189,35188,1.0
TP,35560,35.56,35558,2.0
TP,35930,35.93,35928,2.0
TP,36301,36.301,36296,5.0
TP,36648,36.648,36664,-16.0
TP,37029,37.029,37031,-2.0
TP,37391,37.391,37398,-7.0
TP,37753,37.753,37764,-11.0
TP,38130,38.13,38129,1.0
TP,38495,38.495,38494,1.0
TP,38857,38.857,38858,-1.0
TP,39238,39.238,39220,18.0
TP,39572,39.572,39588,-16.0
TP,39974,39.974,39953,21.0
TP,40317,40.317,40317,0.0
TP,40672,40.672,40680,-8.0
TP,41035,41.035,41044,-9.0
TP,41391,41.391,41406,-15.0
TP,41757,41.757,41770,-13.0
TP,42133,42.133,42131,2.0
TP,42481,42.481,42494,-13.0
TP,42853,42.853,42856,-3.0
TP,43238,43.238,43218,20.0
TP,43576,43.576,43577,-1.0
TP,43958,43.958,43938,20.0
TP,44298,44.298,44298,0.0
TP,44661,44.661,44658,3.0
TP,45020,45.02,45018,2.0
TP,45367,45.367,45376,-9.0
TP,45737,45.737,45735,2.0
TP,46093,46.093,46092,1.0
TP,46451,46.451,46450,1.0
TP,46806,46.806,46806,0.0
TP,47179,47.179,47162,17.0
TP,47517,47.517,47518,-1.0
TP,47879,47.879,47875,4.0
TP,48217,48.217,48232,-15.0
TP,48577,48.577,48588,-11.0
TP,48941,48.941,48942,-1.0
TP,49264,49.264,49297,-33.0
TP,49653,49.653,49655,-2.0
TP,50014,50.014,50013,1.0
TP,50377,50.377,50371,6.0
TP,50739,50.739,50727,12.0
TP,51074,51.074,51080,-6.0
TP,51442,51.442,51438,4.0
TP,51801,51.801,51795,6.0
TP,52151,52.151,52152,-1.0
TP,52505,52.505,52506,-1.0
TP,52865,52.865,52859,6.0
TP,53213,53.213,53212,1.0
TP,53555,53.555,53566,-11.0
TP,53918,53.918,53918,0.0
TP,54273,54.273,54272,1.0
TP,54625,54.625,54624,1.0
TP,54986,54.986,54977,9.0
TP,55314,55.314,55329,-15.0
TP,55685,55.685,55682,3.0
TP,56033,56.033,56036,-3.0
TP,56409,56.409,56390,19.0
TP,56761,56.761,56745,16.0
TP,57084,57.084,57102,-18.0
TP,57447,57.447,57461,-14.0
TP,57818,57.818,57819,-1.0
TP,58178,58.178,58180,-2.0
TP,58547,58.547,58548,-1.0
TP,58914,58.914,58912,2.0
TP,59278,59.278,59274,4.0
TP,59635,59.635,59636,-1.0
TP,59960,59.96,59997,-37.0
