peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,97,0.097,,
FN,,,216,
TP,655,0.655,674,-19.0
FP,970,0.97,,
FN,,,1131,
FP,1291,1.291,,
FN,,,1500,
FP,1671,1.671,,
FP,2115,2.115,,
FP,2435,2.435,,
FP,2855,2.855,,
FP,3255,3.255,,
FP,3574,3.574,,
FP,4033,4.033,,
FP,4404,4.404,,
FP,4726,4.726,,
FP,5034,5.034,,
FP,5430,5.43,,
FN,,,5500,
FN,,,5779,
FP,5840,5.84,,
FN,,,6250,
FP,6542,6.542,,
FN,,,6720,
TP,7148,7.148,7185,-37.0
FP,7578,7.578,,
FN,,,7656,
FP,7923,7.923,,
FN,,,8127,
FP,8229,8.229,,
FP,8538,8.538,,
FN,,,8592,
TP,9059,9.059,9058,1.0
FN,,,9521,
FP,9621,9.621,,
FN,,,9982,
FP,10067,10.067,,
FN,,,10441,
FP,10517,10.517,,
TP,10901,10.901,10900,1.0
FP,11208,11.208,,
FN,,,11363,
FP,11511,11.511,,
FN,,,11824,
FP,12115,12.115,,
FN,,,12295,
FP,12436,12.436,,
FN,,,12777,
FP,12833,12.833,,
FN,,,13248,
FP,13311,13.311,,
FN,,,13723,
FP,13819,13.819,,
FN,,,14204,
FP,14502,14.502,,
FN,,,14674,
FP,14882,14.882,,
FN,,,15148,
FP,15353,15.353,,
FN,,,15626,
FP,15747,15.747,,
TP,16062,16.062,16098,-36.0
TP,16550,16.55,16566,-16.0
TP,17017,17.017,17036,-19.0
FP,17409,17.409,,
FN,,,17500,
FP,17843,17.843,,
FN,,,17963,
FP,18145,18.145,,
FN,,,18433,
FP,18658,18.658,,
FN,,,18899,
FP,19014,19.014,,
FN,,,19500,
FP,19558,19.558,,
FP,19919,19.919,,
FP,20509,20.509,,
FP,20852,20.852,,
FP,21232,21.232,,
FP,21658,21.658,,
FP,21958,21.958,,
FP,22324,22.324,,
FN,,,22500,
FP,22799,22.799,,
FP,23105,23.105,,
FP,23551,23.551,,
FP,23941,23.941,,
FP,24487,24.487,,
FP,24799,24.799,,
FP,25555,25.555,,
FP,25931,25.931,,
FP,26413,26.413,,
FP,27023,27.023,,
FP,27338,27.338,,
FN,,,27500,
FP,27872,27.872,,
FP,28501,28.501,,
FP,29024,29.024,,
FP,29386,29.386,,
FP,29842,29.842,,
FP,30489,30.489,,
FP,30917,30.917,,
FP,31232,31.232,,
FP,31572,31.572,,
FP,31877,31.877,,
FP,32346,32.346,,
FP,32924,32.924,,
FP,33246,33.246,,
FP,33776,33.776,,
FP,34276,34.276,,
FP,34670,34.67,,
FP,35844,35.844,,
FP,36484,36.484,,
FP,37014,37.014,,
FP,37581,37.581,,
FP,37914,37.914,,
FP,38229,38.229,,
FP,38647,38.647,,
FP,39037,39.037,,
FP,39434,39.434,,
FP,39764,39.764,,
FP,40181,40.181,,
FP,40816,40.816,,
FP,41117,41.117,,
FP,41446,41.446,,
FP,41757,41.757,,
FP,42217,42.217,,
FP,42679,42.679,,
FP,43239,43.239,,
FP,43809,43.809,,
FP,44399,44.399,,
FP,44958,44.958,,
FP,45430,45.43,,
FP,45747,45.747,,
FP,46143,46.143,,
FP,46535,46.535,,
FP,47015,47.015,,
FP,47341,47.341,,
FP,47777,47.777,,
FP,48146,48.146,,
FP,48486,48.486,,
FP,49113,49.113,,
FP,49582,49.582,,
FP,50055,50.055,,
FP,50654,50.654,,
FP,51197,51.197,,
FP,51609,51.609,,
FP,52051,52.051,,
FP,52666,52.666,,
FP,52973,52.973,,
FP,53340,53.34,,
FP,53756,53.756,,
FP,54184,54.184,,
FP,54689,54.689,,
FP,55067,55.067,,
FP,55534,55.534,,
FP,55907,55.907,,
FP,56310,56.31,,
FP,56699,56.699,,
FP,57103,57.103,,
FP,57412,57.412,,
FP,57900,57.9,,
FP,58247,58.247,,
FP,58570,58.57,,
FP,59008,59.008,,
FP,59513,59.513,,
