peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,40,0.04,43,-3.0
TP,465,0.465,475,-10.0
TP,929,0.929,923,6.0
TP,1368,1.368,1373,-5.0
TP,1808,1.808,1813,-5.0
TP,2260,2.26,2256,4.0
TP,2696,2.696,2704,-8.0
TP,3144,3.144,3145,-1.0
TP,3589,3.589,3583,6.0
TP,4025,4.025,4034,-9.0
TP,4480,4.48,4473,7.0
TP,4896,4.896,4904,-8.0
TP,5327,5.327,5337,-10.0
TP,5777,5.777,5771,6.0
TP,6186,6.186,6193,-7.0
TP,6608,6.608,6618,-10.0
TP,7038,7.038,7039,-1.0
TP,7461,7.461,7455,6.0
TP,7863,7.863,7873,-10.0
TP,8281,8.281,8289,-8.0
TP,8705,8.705,8703,2.0
TP,9120,9.12,9120,0.0
TP,9544,9.544,9537,7.0
TP,9937,9.937,9956,-19.0
TP,10349,10.349,10374,-25.0
TP,10802,10.802,10795,7.0
TP,11206,11.206,11216,-10.0
TP,11644,11.644,11633,11.0
TP,12060,12.06,12055,5.0
TP,12473,12.473,12479,-6.0
TP,12896,12.896,12899,-3.0
TP,13332,13.332,13323,9.0
TP,13744,13.744,13748,-4.0
TP,14171,14.171,14175,-4.0
TP,14604,14.604,14599,5.0
TP,15018,15.018,15024,-6.0
TP,15457,15.457,15451,6.0
TP,15867,15.867,15875,-8.0
TP,16294,16.294,16302,-8.0
TP,16724,16.724,16725,-1.0
TP,17138,17.138,17144,-6.0
TP,17575,17.575,17567,8.0
TP,17997,17.997,17990,7.0
TP,18420,18.42,18413,7.0
TP,18850,18.85,18845,5.0
TP,19272,19.272,19275,-3.0
TP,19709,19.709,19704,5.0
TP,20140,20.14,20137,3.0
TP,20561,20.561,20569,-8.0
TP,20998,20.998,20994,4.0
TP,21420,21.42,21419,1.0
TP,21843,21.843,21844,-1.0
TP,22275,22.275,22267,8.0
TP,22669,22.669,22686,-17.0
TP,23111,23.111,23106,5.0
TP,23526,23.526,23529,-3.0
TP,23956,23.956,23950,6.0
TP,24374,24.374,24371,3.0
TP,24793,24.793,24795,-2.0
TP,25217,25.217,25222,-5.0
TP,25650,25.65,25643,7.0
TP,26074,26.074,26070,4.0
TP,26499,26.499,26494,5.0
TP,26920,26.92,26922,-2.0
TP,27353,27.353,27345,8.0
TP,27778,27.778,27773,5.0
TP,28212,28.212,28205,7.0
TP,28611,28.611,28634,-23.0
TP,29049,29.049,29056,-7.0
TP,29472,29.472,29480,-8.0
TP,29908,29.908,29905,3.0
TP,30327,30.327,30329,-2.0
TP,30743,30.743,30755,-12.0
TP,31207,31.207,31194,13.0
TP,31621,31.621,31627,-6.0
TP,32076,32.076,32067,9.0
TP,32476,32.476,32500,-24.0
TP,32944,32.944,32935,9.0
TP,33374,33.374,33366,8.0
TP,33797,33.797,33801,-4.0
TP,34228,34.228,34234,-6.0
TP,34645,34.645,34667,-22.0
TP,35098,35.098,35094,4.0
TP,35520,35.52,35522,-2.0
TP,35932,35.932,35945,-13.0
TP,36370,36.37,36368,2.0
TP,36797,36.797,36790,7.0
TP,37202,37.202,37209,-7.0
TP,37620,37.62,37630,-10.0
TP,38040,38.04,38051,-11.0
TP,38472,38.472,38473,-1.0
TP,38888,38.888,38896,-8.0
TP,39317,39.317,39322,-5.0
TP,39766,39.766,39760,6.0
TP,40194,40.194,40188,6.0
TP,40623,40.623,40618,5.0
TP,41043,41.043,41047,-4.0
TP,41486,41.486,41475,11.0
TP,41904,41.904,41904,0.0
TP,42322,42.322,42331,-9.0
TP,42776,42.776,42753,23.0
TP,43168,43.168,43179,-11.0
TP,43596,43.596,43607,-11.0
TP,44035,44.035,44031,4.0
TP,44446,44.446,44455,-9.0
TP,44873,44.873,44880,-7.0
TP,45288,45.288,45304,-16.0
TP,45724,45.724,45729,-5.0
TP,46142,46.142,46154,-12.0
TP,46572,46.572,46580,-8.0
TP,47003,47.003,46999,4.0
TP,47412,47.412,47422,-10.0
TP,47844,47.844,47844,0.0
TP,48249,48.249,48259,-10.0
TP,48666,48.666,48675,-9.0
TP,49098,49.098,49091,7.0
TP,49497,49.497,49500,-3.0
TP,49904,49.904,49912,-8.0
TP,50318,50.318,50325,-7.0
TP,50716,50.716,50734,-18.0
TP,51144,51.144,51145,-1.0
TP,51542,51.542,51563,-21.0
TP,51965,51.965,51974,-9.0
TP,52382,52.382,52389,-7.0
TP,52801,52.801,52808,-7.0
TP,53226,53.226,53222,4.0
TP,53643,53.643,53640,3.0
TP,54059,54.059,54056,3.0
TP,54480,54.48,54472,8.0
TP,54884,54.884,54890,-6.0
TP,55308,55.308,55307,1.0
TP,55729,55.729,55730,-1.0
TP,56143,56.143,56151,-8.0
TP,56561,56.561,56572,-11.0
TP,57003,57.003,56993,10.0
TP,57407,57.407,57417,-10.0
TP,57837,57.837,57842,-5.0
TP,58264,58.264,58268,-4.0
TP,58668,58.668,58694,-26.0
TP,59118,59.118,59121,-3.0
TP,59561,59.561,59549,12.0
TP,59951,59.951,59973,-22.0
