peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FN,,,135,
FP,195,0.195,,
FP,498,0.498,,
FN,,,593,
FP,870,0.87,,
FN,,,1058,
FP,1451,1.451,,
FN,,,1518,
FP,1914,1.914,,
FN,,,1978,
FP,2275,2.275,,
FN,,,2436,
TP,2856,2.856,2896,-40.0
FP,3247,3.247,,
FN,,,3357,
TP,3829,3.829,3819,10.0
FP,4155,4.155,,
FN,,,4283,
FP,4489,4.489,,
FN,,,4748,
FP,4919,4.919,,
FN,,,5212,
FP,5264,5.264,,
FP,5631,5.631,,
FN,,,5684,
FP,5935,5.935,,
FN,,,6148,
FP,6298,6.298,,
FN,,,6615,
FP,6674,6.674,,
TP,7054,7.054,7081,-27.0
FP,7445,7.445,,
FN,,,7545,
TP,8054,8.054,8009,45.0
FN,,,8477,
FP,8534,8.534,,
TP,8890,8.89,8938,-48.0
FP,9220,9.22,,
FN,,,9399,
FP,9802,9.802,,
FN,,,9863,
FP,10130,10.13,,
FN,,,10327,
FP,10451,10.451,,
FN,,,10789,
FP,10904,10.904,,
TP,11257,11.257,11249,8.0
FP,11560,11.56,,
FN,,,11712,
FP,11868,11.868,,
TP,12169,12.169,12175,-6.0
TP,12632,12.632,12641,-9.0
FN,,,13109,
FP,13170,13.17,,
FN,,,13569,
FP,13711,13.711,,
FN,,,14034,
FP,14315,14.315,,
FN,,,14495,
FP,14628,14.628,,
FN,,,14953,
FP,15113,15.113,,
FN,,,15414,
FP,15513,15.513,,
FN,,,15877,
FP,15940,15.94,,
FN,,,16337,
FP,16450,16.45,,
TP,16789,16.789,16798,-9.0
TP,17302,17.302,17262,40.0
FP,17627,17.627,,
FN,,,17722,
FP,17972,17.972,,
FN,,,18183,
FP,18339,18.339,,
FN,,,18649,
FP,18732,18.732,,
TP,19063,19.063,19109,-46.0
FP,19411,19.411,,
FN,,,19571,
FP,19750,19.75,,
FN,,,20029,
FP,20309,20.309,,
FN,,,20491,
FP,20745,20.745,,
FN,,,20948,
FP,21138,21.138,,
TP,21448,21.448,21404,44.0
FN,,,21862,
FP,22054,22.054,,
FN,,,22317,
FP,22433,22.433,,
FN,,,22771,
FP,22873,22.873,,
FN,,,23232,
FP,23368,23.368,,
FN,,,23691,
FP,23843,23.843,,
FN,,,24151,
FP,24229,24.229,,
FN,,,24610,
FP,24788,24.788,,
TP,25102,25.102,25065,37.0
FP,25462,25.462,,
FN,,,25523,
FP,25848,25.848,,
FN,,,25979,
FP,26241,26.241,,
FN,,,26440,
FP,26697,26.697,,
FN,,,26897,
FP,26997,26.997,,
FN,,,27351,
FP,27416,27.416,,
FN,,,27807,
FP,28081,28.081,,
FN,,,28265,
TP,28712,28.712,28719,-7.0
TP,29189,29.189,29178,11.0
FP,29494,29.494,,
FN,,,29650,
FP,29861,29.861,,
FN,,,30130,
FP,30394,30.394,,
FN,,,30599,
FP,30822,30.822,,
FN,,,31065,
FP,31462,31.462,,
FN,,,31533,
TP,32025,32.025,32001,24.0
FP,32381,32.381,,
FN,,,32463,
FP,32853,32.853,,
FN,,,32925,
FN,,,33386,
FP,33632,33.632,,
FN,,,33843,
FP,34071,34.071,,
FN,,,34306,
FP,34670,34.67,,
FN,,,34775,
FP,35134,35.134,,
FN,,,35241,
TP,35690,35.69,35708,-18.0
FP,36061,36.061,,
FN,,,36182,
FP,36592,36.592,,
FN,,,36653,
FP,37052,37.052,,
FN,,,37121,
TP,37609,37.609,37587,22.0
FN,,,38056,
FP,38144,38.144,,
TP,38550,38.55,38518,32.0
TP,38984,38.984,38978,6.0
TP,39412,39.412,39437,-25.0
FN,,,39894,
FP,39960,39.96,,
FN,,,40353,
FP,40585,40.585,,
FN,,,40806,
FP,41019,41.019,,
FN,,,41261,
FP,41342,41.342,,
FN,,,41713,
FP,41892,41.892,,
FN,,,42164,
FP,42225,42.225,,
FN,,,42615,
FP,42737,42.737,,
TP,43052,43.052,43064,-12.0
FP,43367,43.367,,
FN,,,43522,
FP,43716,43.716,,
FN,,,43981,
FP,44254,44.254,,
FN,,,44440,
FP,44637,44.637,,
TP,44943,44.943,44901,42.0
FN,,,45360,
FP,45494,45.494,,
TP,45855,45.855,45822,33.0
FN,,,46279,
FP,46354,46.354,,
FP,46680,46.68,,
FN,,,46737,
FP,46986,46.986,,
FN,,,47196,
FP,47437,47.437,,
FN,,,47656,
FP,47843,47.843,,
TP,48163,48.163,48114,49.0
TP,48566,48.566,48574,-8.0
FP,48929,48.929,,
FN,,,49043,
FP,49232,49.232,,
TP,49559,49.559,49509,50.0
FN,,,49975,
FP,50071,50.071,,
FN,,,50447,
FP,50565,50.565,,
FN,,,50919,
FP,50986,50.986,,
TP,51381,51.381,51387,-6.0
FP,51730,51.73,,
FN,,,51853,
FP,52187,52.187,,
FN,,,52315,
FP,52490,52.49,,
TP,52814,52.814,52778,36.0
TP,53236,53.236,53236,0.0
TP,53717,53.717,53694,23.0
FN,,,54156,
FP,54217,54.217,,
FN,,,54614,
FP,54686,54.686,,
FN,,,55073,
FP,55133,55.133,,
FP,55443,55.443,,
FN,,,55536,
FP,55941,55.941,,
FN,,,56001,
TP,56439,56.439,56469,-30.0
TP,56949,56.949,56934,15.0
TP,57434,57.434,57398,36.0
FN,,,57860,
FP,57971,57.971,,
FN,,,58319,
FP,58496,58.496,,
FN,,,58775,
FP,58846,58.846,,
FN,,,59232,
FP,59363,59.363,,
TP,59718,59.718,59686,32.0
