peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,376,0.376,375,1.0
TP,847,0.847,844,3.0
TP,1303,1.303,1308,-5.0
TP,1786,1.786,1783,3.0
TP,2258,2.258,2254,4.0
TP,2722,2.722,2723,-1.0
TP,3192,3.192,3189,3.0
TP,3661,3.661,3659,2.0
TP,4117,4.117,4127,-10.0
TP,4589,4.589,4594,-5.0
TP,5065,5.065,5060,5.0
TP,5531,5.531,5525,6.0
TP,5983,5.983,5990,-7.0
TP,6454,6.454,6456,-2.0
TP,6934,6.934,6929,5.0
TP,7398,7.398,7396,2.0
TP,7866,7.866,7866,0.0
TP,8335,8.335,8330,5.0
TP,8801,8.801,8799,2.0
TP,9256,9.256,9264,-8.0
TP,9717,9.717,9726,-9.0
TP,10192,10.192,10187,5.0
TP,10642,10.642,10651,-9.0
TP,11123,11.123,11120,3.0
TP,11588,11.588,11596,-8.0
TP,12059,12.059,12068,-9.0
TP,12548,12.548,12545,3.0
TP,13017,13.017,13016,1.0
TP,13494,13.494,13492,2.0
TP,13969,13.969,13965,4.0
TP,14426,14.426,14435,-9.0
TP,14897,14.897,14903,-6.0
TP,15374,15.374,15371,3.0
TP,15831,15.831,15841,-10.0
TP,16306,16.306,16307,-1.0
TP,16777,16.777,16775,2.0
TP,17244,17.244,17239,5.0
TP,17710,17.71,17707,3.0
TP,18179,18.179,18177,2.0
TP,18646,18.646,18643,3.0
TP,19121,19.121,19117,4.0
TP,19581,19.581,19584,-3.0
TP,20042,20.042,20051,-9.0
TP,20520,20.52,20516,4.0
TP,20973,20.973,20981,-8.0
TP,21444,21.444,21445,-1.0
TP,21904,21.904,21908,-4.0
TP,22363,22.363,22374,-11.0
TP,22841,22.841,22843,-2.0
TP,23317,23.317,23311,6.0
TP,23775,23.775,23777,-2.0
TP,24245,24.245,24243,2.0
TP,24700,24.7,24705,-5.0
TP,25167,25.167,25172,-5.0
TP,25637,25.637,25633,4.0
TP,26087,26.087,26097,-10.0
TP,26559,26.559,26560,-1.0
TP,27028,27.028,27025,3.0
TP,27487,27.487,27487,0.0
TP,27959,27.959,27956,3.0
TP,28426,28.426,28420,6.0
TP,28881,28.881,28881,0.0
TP,29350,29.35,29343,7.0
TP,29807,29.807,29801,6.0
TP,30256,30.256,30258,-2.0
TP,30715,30.715,30710,5.0
TP,31152,31.152,31163,-11.0
TP,31623,31.623,31617,6.0
TP,32072,32.072,32069,3.0
TP,32520,32.52,32520,0.0
TP,32977,32.977,32972,5.0
TP,33416,33.416,33422,-6.0
TP,33877,33.877,33871,6.0
TP,34325,34.325,34322,3.0
TP,34772,34.772,34769,3.0
TP,35220,35.22,35217,3.0
TP,35656,35.656,35664,-8.0
TP,36106,36.106,36109,-3.0
TP,36557,36.557,36552,5.0
TP,37001,37.001,36994,7.0
TP,37440,37.44,37434,6.0
TP,37876,37.876,37873,3.0
TP,38311,38.311,38308,3.0
TP,38733,38.733,38742,-9.0
TP,39513,39.513,39511,2.0
TP,39957,39.957,39953,4.0
TP,40384,40.384,40381,3.0
TP,40797,40.797,40806,-9.0
TP,41228,41.228,41224,4.0
TP,41642,41.642,41637,5.0
TP,42049,42.049,42049,0.0
TP,42459,42.459,42457,2.0
TP,42862,42.862,42864,-2.0
TP,43590,43.59,43587,3.0
TP,44007,44.007,44007,0.0
TP,44410,44.41,44411,-1.0
TP,44812,44.812,44811,1.0
TP,45216,45.216,45211,5.0
TP,45613,45.613,45613,0.0
TP,46021,46.021,46017,4.0
TP,46428,46.428,46427,1.0
TP,46844,46.844,46842,2.0
TP,47264,47.264,47264,0.0
TP,47702,47.702,47698,4.0
TP,48149,48.149,48145,4.0
TP,48606,48.606,48604,2.0
TP,49078,49.078,49072,6.0
TP,49555,49.555,49551,4.0
TP,50038,50.038,50045,-7.0
TP,50536,50.536,50545,-9.0
TP,51056,51.056,51053,3.0
TP,51566,51.566,51561,5.0
TP,52070,52.07,52068,2.0
TP,52580,52.58,52577,3.0
TP,53087,53.087,53085,2.0
TP,53569,53.569,53578,-9.0
TP,54074,54.074,54073,1.0
TP,54575,54.575,54570,5.0
TP,55054,55.054,55050,4.0
TP,55538,55.538,55537,1.0
TP,56013,56.013,56016,-3.0
TP,56502,56.502,56500,2.0
TP,56980,56.98,56982,-2.0
TP,57468,57.468,57464,4.0
TP,57940,57.94,57941,-1.0
TP,58415,58.415,58412,3.0
TP,58890,58.89,58888,2.0
TP,59359,59.359,59358,1.0
TP,59840,59.84,59826,14.0
