peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,92,0.092,,
FP,697,0.697,,
FP,999,0.999,,
FP,1422,1.422,,
FN,,,1500,
TP,1872,1.872,1876,-4.0
TP,2332,2.332,2318,14.0
TP,2736,2.736,2764,-28.0
TP,3201,3.201,3206,-5.0
TP,3642,3.642,3648,-6.0
TP,4088,4.088,4092,-4.0
TP,4529,4.529,4534,-5.0
TP,4972,4.972,4978,-6.0
TP,5419,5.419,5424,-5.0
TP,5877,5.877,5870,7.0
TP,6312,6.312,6316,-4.0
TP,6775,6.775,6764,11.0
TP,7224,7.224,7214,10.0
FP,7584,7.584,,
FN,,,7662,
FN,,,8114,
FP,8334,8.334,,
FN,,,8564,
FP,8760,8.76,,
FN,,,9010,
FP,9077,9.077,,
TP,9466,9.466,9460,6.0
FP,9773,9.773,,
FN,,,9906,
TP,10366,10.366,10352,14.0
TP,10787,10.787,10796,-9.0
TP,11210,11.21,11238,-28.0
TP,11687,11.687,11678,9.0
TP,12130,12.13,12118,12.0
TP,12566,12.566,12556,10.0
TP,13003,13.003,12992,11.0
TP,13423,13.423,13430,-7.0
TP,13876,13.876,13866,10.0
TP,14299,14.299,14304,-5.0
TP,14715,14.715,14744,-29.0
TP,15179,15.179,15184,-5.0
TP,15626,15.626,15626,0.0
TP,16063,16.063,16068,-5.0
TP,16506,16.506,16512,-6.0
TP,16967,16.967,16958,9.0
TP,17398,17.398,17404,-6.0
TP,17845,17.845,17850,-5.0
TP,18294,18.294,18296,-2.0
TP,18755,18.755,18742,13.0
TP,19193,19.193,19188,5.0
TP,19629,19.629,19636,-7.0
TP,20076,20.076,20080,-4.0
TP,20517,20.517,20526,-9.0
TP,20965,20.965,20970,-5.0
TP,21408,21.408,21416,-8.0
TP,21872,21.872,21862,10.0
TP,22305,22.305,22310,-5.0
TP,22749,22.749,22758,-9.0
FP,23075,23.075,,
FN,,,23206,
TP,23664,23.664,23654,10.0
TP,24111,24.111,24100,11.0
TP,24541,24.541,24546,-5.0
TP,25000,25.0,24992,8.0
TP,25431,25.431,25436,-5.0
TP,25872,25.872,25878,-6.0
FN,,,26318,
FP,26373,26.373,,
TP,26750,26.75,26758,-8.0
TP,27178,27.178,27192,-14.0
TP,27642,27.642,27630,12.0
FP,28002,28.002,,
FN,,,28064,
TP,28497,28.497,28502,-5.0
FP,28834,28.834,,
FN,,,28940,
TP,29388,29.388,29378,10.0
TP,29808,29.808,29816,-8.0
TP,30249,30.249,30254,-5.0
TP,30685,30.685,30690,-5.0
TP,31126,31.126,31126,0.0
TP,31572,31.572,31560,12.0
TP,32004,32.004,31994,10.0
TP,32424,32.424,32428,-4.0
TP,32858,32.858,32864,-6.0
TP,33298,33.298,33302,-4.0
TP,33738,33.738,33744,-6.0
TP,34197,34.197,34184,13.0
TP,34623,34.623,34628,-5.0
TP,35067,35.067,35070,-3.0
TP,35512,35.512,35516,-4.0
TP,35973,35.973,35968,5.0
TP,36413,36.413,36418,-5.0
TP,36861,36.861,36868,-7.0
TP,37314,37.314,37318,-4.0
TP,37760,37.76,37768,-8.0
TP,38210,38.21,38218,-8.0
TP,38662,38.662,38666,-4.0
TP,39112,39.112,39116,-4.0
TP,39555,39.555,39564,-9.0
TP,40013,40.013,40016,-3.0
TP,40457,40.457,40462,-5.0
TP,40921,40.921,40910,11.0
TP,41366,41.366,41356,10.0
FN,,,41800,
TP,42237,42.237,42244,-7.0
TP,42680,42.68,42686,-6.0
TP,43121,43.121,43128,-7.0
TP,43542,43.542,43566,-24.0
TP,44003,44.003,44006,-3.0
TP,44438,44.438,44444,-6.0
TP,44877,44.877,44882,-5.0
TP,45328,45.328,45318,10.0
TP,45767,45.767,45756,11.0
TP,46187,46.187,46194,-7.0
TP,46630,46.63,46634,-4.0
TP,47071,47.071,47078,-7.0
TP,47514,47.514,47520,-6.0
TP,47959,47.959,47966,-7.0
TP,48405,48.405,48412,-7.0
TP,48850,48.85,48856,-6.0
FN,,,49298,
TP,49734,49.734,49740,-6.0
TP,50190,50.19,50180,10.0
TP,50613,50.613,50618,-5.0
TP,51055,51.055,51054,1.0
TP,51498,51.498,51486,12.0
TP,51915,51.915,51920,-5.0
TP,52362,52.362,52352,10.0
TP,52777,52.777,52784,-7.0
TP,53212,53.212,53218,-6.0
TP,53645,53.645,53650,-5.0
TP,54074,54.074,54082,-8.0
TP,54506,54.506,54516,-10.0
TP,54949,54.949,54952,-3.0
TP,55381,55.381,55388,-7.0
TP,55817,55.817,55828,-11.0
TP,56262,56.262,56268,-6.0
FP,56638,56.638,,
FN,,,56710,
TP,57149,57.149,57154,-5.0
TP,57607,57.607,57598,9.0
TP,58053,58.053,58046,7.0
TP,58487,58.487,58492,-5.0
TP,58942,58.942,58940,2.0
TP,59397,59.397,59390,7.0
FN,,,59840,
FP,59909,59.909,,
