peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
FP,40,0.04,,
TP,407,0.407,419,-12.0
TP,859,0.859,846,13.0
TP,1277,1.277,1272,5.0
TP,1682,1.682,1697,-15.0
TP,2108,2.108,2120,-12.0
TP,2531,2.531,2535,-4.0
TP,2940,2.94,2957,-17.0
TP,3400,3.4,3388,12.0
TP,3801,3.801,3808,-7.0
TP,4246,4.246,4228,18.0
TP,4661,4.661,4644,17.0
TP,5066,5.066,5058,8.0
TP,5472,5.472,5479,-7.0
TP,5902,5.902,5899,3.0
TP,6305,6.305,6318,-13.0
TP,6720,6.72,6732,-12.0
TP,7160,7.16,7144,16.0
TP,7547,7.547,7562,-15.0
TP,7979,7.979,7990,-11.0
TP,8409,8.409,8413,-4.0
TP,8835,8.835,8834,1.0
TP,9255,9.255,9253,2.0
TP,9674,9.674,9674,0.0
TP,10114,10.114,10100,14.0
TP,10523,10.523,10523,0.0
TP,10940,10.94,10950,-10.0
TP,11382,11.382,11381,1.0
TP,11813,11.813,11815,-2.0
TP,12237,12.237,12237,0.0
TP,12670,12.67,12664,6.0
TP,13184,13.184,13168,16.0
TP,13706,13.706,13708,-2.0
TP,14240,14.24,14225,15.0
TP,14786,14.786,14769,17.0
TP,15315,15.315,15305,10.0
TP,15790,15.79,15807,-17.0
TP,16279,16.279,16293,-14.0
TP,16762,16.762,16759,3.0
TP,17224,17.224,17217,7.0
TP,17657,17.657,17671,-14.0
TP,18129,18.129,18123,6.0
TP,18577,18.577,18572,5.0
TP,19037,19.037,19020,17.0
TP,19482,19.482,19465,17.0
TP,19927,19.927,19909,18.0
TP,20346,20.346,20346,0.0
TP,20771,20.771,20784,-13.0
TP,21235,21.235,21224,11.0
TP,21663,21.663,21663,0.0
TP,22104,22.104,22104,0.0
TP,22552,22.552,22537,15.0
TP,22963,22.963,22969,-6.0
TP,23397,23.397,23401,-4.0
TP,23816,23.816,23831,-15.0
TP,24251,24.251,24259,-8.0
TP,24701,24.701,24685,16.0
TP,25108,25.108,25109,-1.0
TP,25515,25.515,25530,-15.0
TP,25969,25.969,25950,19.0
TP,26384,26.384,26368,16.0
TP,26770,26.77,26785,-15.0
TP,27184,27.184,27201,-17.0
TP,27615,27.615,27616,-1.0
TP,28029,28.029,28033,-4.0
TP,28465,28.465,28447,18.0
TP,28862,28.862,28866,-4.0
TP,29273,29.273,29280,-7.0
TP,29680,29.68,29693,-13.0
TP,30094,30.094,30110,-16.0
TP,30550,30.55,30556,-6.0
TP,31011,31.011,30996,15.0
TP,31432,31.432,31426,6.0
TP,31874,31.874,31857,17.0
TP,32300,32.3,32292,8.0
TP,32718,32.718,32735,-17.0
TP,33183,33.183,33193,-10.0
TP,33671,33.671,33674,-3.0
TP,34160,34.16,34147,13.0
TP,34612,34.612,34608,4.0
TP,35074,35.074,35057,17.0
TP,35500,35.5,35499,1.0
TP,35941,35.941,35948,-7.0
TP,36382,36.382,36398,-16.0
TP,36827,36.827,36840,-13.0
TP,37268,37.268,37283,-15.0
TP,37730,37.73,37724,6.0
TP,38172,38.172,38166,6.0
TP,38592,38.592,38598,-6.0
TP,39039,39.039,39037,2.0
TP,39470,39.47,39479,-9.0
TP,39934,39.934,39917,17.0
TP,40372,40.372,40357,15.0
TP,40808,40.808,40791,17.0
TP,41202,41.202,41222,-20.0
TP,41641,41.641,41649,-8.0
TP,42058,42.058,42075,-17.0
TP,42502,42.502,42500,2.0
TP,42939,42.939,42924,15.0
TP,43333,43.333,43347,-14.0
TP,43778,43.778,43767,11.0
TP,44173,44.173,44186,-13.0
TP,44598,44.598,44602,-4.0
TP,45003,45.003,45016,-13.0
TP,45418,45.418,45431,-13.0
TP,45861,45.861,45843,18.0
TP,46238,46.238,46253,-15.0
TP,46668,46.668,46663,5.0
TP,47082,47.082,47073,9.0
TP,47472,47.472,47483,-11.0
TP,47900,47.9,47891,9.0
TP,48305,48.305,48298,7.0
TP,48696,48.696,48707,-11.0
TP,49111,49.111,49117,-6.0
TP,49526,49.526,49529,-3.0
TP,49939,49.939,49939,0.0
TP,50344,50.344,50349,-5.0
TP,50756,50.756,50758,-2.0
TP,51173,51.173,51167,6.0
TP,51561,51.561,51574,-13.0
TP,51977,51.977,51980,-3.0
TP,52401,52.401,52386,15.0
TP,52785,52.785,52792,-7.0
TP,53183,53.183,53196,-13.0
TP,53590,53.59,53599,-9.0
TP,53998,53.998,54001,-3.0
TP,54416,54.416,54406,10.0
TP,54811,54.811,54812,-1.0
TP,55221,55.221,55219,2.0
TP,55641,55.641,55625,16.0
TP,56019,56.019,56030,-11.0
TP,56441,56.441,56435,6.0
TP,56831,56.831,56839,-8.0
TP,57262,57.262,57245,17.0
TP,57667,57.667,57649,18.0
TP,58050,58.05,58052,-2.0
TP,58473,58.473,58453,20.0
TP,58837,58.837,58852,-15.0
TP,59223,59.223,59253,-30.0
TP,59638,59.638,59655,-17.0
