peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,222,0.222,221,1.0
TP,602,0.602,608,-6.0
TP,999,0.999,1000,-1.0
TP,1397,1.397,1392,5.0
TP,1773,1.773,1782,-9.0
TP,2165,2.165,2171,-6.0
TP,2558,2.558,2560,-2.0
TP,2951,2.951,2949,2.0
TP,3329,3.329,3337,-8.0
TP,3729,3.729,3724,5.0
TP,4069,4.069,4085,-16.0
TP,4515,4.515,4520,-5.0
TP,4922,4.922,4918,4.0
TP,5303,5.303,5311,-8.0
TP,5700,5.7,5701,-1.0
TP,6086,6.086,6090,-4.0
TP,6483,6.483,6481,2.0
TP,6873,6.873,6869,4.0
TP,7239,7.239,7257,-18.0
TP,7625,7.625,7644,-19.0
TP,8032,8.032,8031,1.0
TP,8419,8.419,8418,1.0
TP,8801,8.801,8803,-2.0
TP,9189,9.189,9186,3.0
TP,9568,9.568,9572,-4.0
TP,9949,9.949,9957,-8.0
TP,10340,10.34,10340,0.0
TP,10707,10.707,10722,-15.0
TP,11099,11.099,11102,-3.0
TP,11481,11.481,11485,-4.0
TP,11865,11.865,11869,-4.0
TP,12251,12.251,12250,1.0
TP,12632,12.632,12632,0.0
TP,13020,13.02,13013,7.0
TP,13377,13.377,13392,-15.0
TP,13773,13.773,13776,-3.0
TP,14154,14.154,14157,-3.0
TP,14533,14.533,14538,-5.0
TP,14904,14.904,14918,-14.0
TP,15312,15.312,15298,14.0
TP,15679,15.679,15678,1.0
TP,16058,16.058,16056,2.0
TP,16429,16.429,16435,-6.0
TP,16817,16.817,16817,0.0
TP,17192,17.192,17198,-6.0
TP,17561,17.561,17577,-16.0
TP,17950,17.95,17957,-7.0
TP,18336,18.336,18336,0.0
TP,18713,18.713,18715,-2.0
TP,19095,19.095,19094,1.0
TP,19477,19.477,19473,4.0
TP,19851,19.851,19852,-1.0
TP,20228,20.228,20231,-3.0
TP,20609,20.609,20610,-1.0
TP,20985,20.985,20988,-3.0
TP,21361,21.361,21366,-5.0
TP,21737,21.737,21743,-6.0
TP,22120,22.12,22120,0.0
TP,22493,22.493,22497,-4.0
TP,22879,22.879,22874,5.0
TP,23252,23.252,23251,1.0
TP,23624,23.624,23628,-4.0
TP,24003,24.003,24004,-1.0
TP,24385,24.385,24380,5.0
TP,24745,24.745,24755,-10.0
TP,25126,25.126,25130,-4.0
TP,25506,25.506,25506,0.0
TP,25873,25.873,25881,-8.0
TP,26252,26.252,26255,-3.0
TP,26631,26.631,26629,2.0
TP,27001,27.001,27003,-2.0
TP,27373,27.373,27377,-4.0
TP,27752,27.752,27750,2.0
TP,28137,28.137,28123,14.0
TP,28492,28.492,28497,-5.0
TP,28860,28.86,28870,-10.0
TP,29237,29.237,29243,-6.0
TP,29608,29.608,29616,-8.0
TP,29983,29.983,29989,-6.0
TP,30358,30.358,30362,-4.0
TP,30748,30.748,30736,12.0
TP,31089,31.089,31109,-20.0
TP,31488,31.488,31483,5.0
TP,31868,31.868,31857,11.0
TP,32233,32.233,32231,2.0
TP,32597,32.597,32604,-7.0
TP,32980,32.98,32978,2.0
TP,33345,33.345,33352,-7.0
TP,33731,33.731,33726,5.0
TP,34082,34.082,34101,-19.0
TP,34469,34.469,34475,-6.0
TP,34853,34.853,34849,4.0
TP,35224,35.224,35223,1.0
TP,35594,35.594,35598,-4.0
TP,35972,35.972,35972,0.0
TP,36348,36.348,36347,1.0
TP,36722,36.722,36721,1.0
TP,37081,37.081,37097,-16.0
TP,37463,37.463,37472,-9.0
TP,37850,37.85,37847,3.0
TP,38222,38.222,38223,-1.0
TP,38580,38.58,38598,-18.0
TP,38972,38.972,38975,-3.0
TP,39348,39.348,39352,-4.0
TP,39733,39.733,39729,4.0
TP,40106,40.106,40107,-1.0
