peak_type,detected_sample,detected_time_sec,reference_sample,offset_ms
TP,333,0.333,335,-2.0
TP,760,0.76,800,-40.0
FN,,,1260,
FP,1556,1.556,,
FN,,,1707,
FN,,,2144,
FP,2333,2.333,,
FN,,,2576,
FN,,,3003,
FP,3106,3.106,,
TP,3420,3.42,3428,-8.0
TP,3847,3.847,3848,-1.0
TP,4258,4.258,4265,-7.0
FN,,,4679,
FP,4735,4.735,,
TP,5092,5.092,5091,1.0
TP,5509,5.509,5499,10.0
TP,5906,5.906,5907,-1.0
TP,6308,6.308,6315,-7.0
TP,6718,6.718,6720,-2.0
TP,7134,7.134,7123,11.0
TP,7526,7.526,7526,0.0
TP,7886,7.886,7929,-43.0
TP,8329,8.329,8332,-3.0
FP,8643,8.643,,
FN,,,8734,
TP,9127,9.127,9135,-8.0
FP,9432,9.432,,
FN,,,9538,
FN,,,9941,
FP,10220,10.22,,
FN,,,10342,
FN,,,10744,
FP,10979,10.979,,
FN,,,11145,
FN,,,11545,
FP,11757,11.757,,
FN,,,11945,
FN,,,12346,
FP,12544,12.544,,
FN,,,12750,
FN,,,13151,
FP,13288,13.288,,
FN,,,13550,
TP,13942,13.942,13948,-6.0
TP,14339,14.339,14346,-7.0
FN,,,14743,
FP,14798,14.798,,
TP,15138,15.138,15140,-2.0
FN,,,15535,
FN,,,15930,
TP,16316,16.316,16327,-11.0
TP,16712,16.712,16721,-9.0
FP,17031,17.031,,
FN,,,17126,
FN,,,17535,
FP,17808,17.808,,
FN,,,17944,
FN,,,18354,
FP,18559,18.559,,
FN,,,18764,
TP,19167,19.167,19171,-4.0
TP,19569,19.569,19576,-7.0
TP,19982,19.982,19981,1.0
TP,20378,20.378,20385,-7.0
TP,20785,20.785,20789,-4.0
TP,21187,21.187,21193,-6.0
TP,21591,21.591,21598,-7.0
TP,21995,21.995,22003,-8.0
TP,22404,22.404,22409,-5.0
FN,,,22812,
FN,,,23214,
FP,23284,23.284,,
TP,23611,23.611,23614,-3.0
TP,24058,24.058,24014,44.0
TP,24402,24.402,24412,-10.0
TP,24820,24.82,24810,10.0
TP,25200,25.2,25207,-7.0
TP,25595,25.595,25603,-8.0
TP,25998,25.998,25999,-1.0
TP,26355,26.355,26396,-41.0
FN,,,26792,
TP,27151,27.151,27188,-37.0
FN,,,27582,
TP,27953,27.953,27978,-25.0
FN,,,28372,
FN,,,28767,
FP,29055,29.055,,
FN,,,29166,
TP,29575,29.575,29564,11.0
FN,,,29965,
FP,30060,30.06,,
FN,,,30366,
FP,30562,30.562,,
FN,,,30779,
TP,31161,31.161,31186,-25.0
FN,,,31593,
FP,31929,31.929,,
FN,,,31995,
FN,,,32397,
FP,32566,32.566,,
FN,,,32799,
FP,32910,32.91,,
TP,33210,33.21,33199,11.0
FP,33537,33.537,,
FN,,,33598,
FN,,,33994,
FP,34188,34.188,,
FN,,,34389,
FP,34550,34.55,,
FN,,,34784,
FP,34883,34.883,,
FN,,,35179,
TP,35608,35.608,35573,35.0
TP,35972,35.972,35968,4.0
TP,36328,36.328,36365,-37.0
FN,,,36760,
FP,36996,36.996,,
FN,,,37154,
FN,,,37550,
FP,37675,37.675,,
FN,,,37945,
TP,38335,38.335,38339,-4.0
TP,38732,38.732,38732,0.0
FP,39044,39.044,,
FN,,,39125,
FN,,,39517,
FP,39733,39.733,,
FN,,,39909,
FN,,,40300,
FP,40413,40.413,,
FN,,,40691,
TP,41103,41.103,41084,19.0
FN,,,41476,
FP,41814,41.814,,
FN,,,41869,
FN,,,42263,
FP,42540,42.54,,
FN,,,42659,
FN,,,43056,
FP,43253,43.253,,
FN,,,43457,
FN,,,43866,
FP,44022,44.022,,
FN,,,44276,
FN,,,44688,
FP,44776,44.776,,
TP,45088,45.088,45098,-10.0
TP,45540,45.54,45505,35.0
TP,45910,45.91,45911,-1.0
TP,46280,46.28,46316,-36.0
TP,46722,46.722,46719,3.0
FP,47045,47.045,,
FN,,,47122,
TP,47516,47.516,47522,-6.0
FP,47831,47.831,,
FN,,,47923,
FP,48186,48.186,,
FN,,,48326,
FP,48599,48.599,,
FN,,,48728,
FN,,,49130,
FP,49346,49.346,,
FN,,,49532,
FN,,,49932,
FP,50094,50.094,,
FN,,,50336,
TP,50746,50.746,50745,1.0
TP,51149,51.149,51157,-8.0
TP,51562,51.562,51570,-8.0
FN,,,51987,
TP,52407,52.407,52403,4.0
TP,52824,52.824,52826,-2.0
TP,53256,53.256,53250,6.0
TP,53695,53.695,53672,23.0
TP,54092,54.092,54092,0.0
FP,54450,54.45,,
FN,,,54508,
TP,54921,54.921,54921,0.0
FP,55226,55.226,,
FN,,,55331,
FN,,,55738,
FP,55989,55.989,,
FN,,,56142,
FN,,,56542,
TP,56932,56.932,56940,-8.0
TP,57332,57.332,57337,-5.0
TP,57726,57.726,57732,-6.0
FN,,,58126,
FP,58204,58.204,,
TP,58518,58.518,58518,0.0
TP,58947,58.947,58908,39.0
TP,59296,59.296,59298,-2.0
TP,59678,59.678,59685,-7.0
